record_type,area_code,sec,icao,icao_code,sub,localizer_identifier,ils_category,localizer_frequency,runway_identifier,localizer_latitude,localizer_longitude,localizer_bearing,glide_slope_latitude,glide_slope_longitude,localizer_position,localizer_position_reference,glide_slope_position,localizer_width,glide_slope_angle,station_declination,glide_slope_height_lthr,glide_slope_elevation,supporting_facility_id,supporting_facility_icao,supporting_facility_section,supporting_facility_subsection,sim_cont_appl_code,sim_cont_appl_label,sim_cont_sim_facility_characteristics,sim_cont_sim_magnetic_variation,sim_cont_sim_facility_elevation,sim_cont_sim_file_record_number,sim_cont_sim_cycle_date,primary_1_123,sim_cont_1_123
S,EEU,P,UERP,UE,I,IWN,0,10810,RW36,N66250230,E112010380,3550,,,1393,,,0000,,W0110,,,,,,,S,Simulation application continuation,U  N,,,48988,2408,SEEUP UERPUEIIWN 0   110810RW36 N66250230E1120103803550                   1393     0000   W0110                            ,SEEUP UERPUEIIWN 0   2S    U  N                    34400N                                                                  
S,EEU,P,UERR,UE,I,ISG,0,11030,RW25,N62312840,E114002300,2480,,,2035,,,0000,,W0120,,,,,,,S,Simulation application continuation,U  N,,,49665,2201,SEEUP UERRUEIISG 0   111030RW25 N62312840E1140023002480                   2035     0000   W0120                            ,SEEUP UERRUEIISG 0   2S    U  N                    23600N                                                                  
S,EEU,P,UGKO,UG,I,IKO,1,10870,RW25,N42102820,E042275110,2530,N42103760,E042293800,0986,,1093,0000,300,E0070,51,00200,,,,,S,Simulation application continuation,U  N,,,50114,2206,SEEUP UGKOUGIIKO 1   110870RW25 N42102820E0422751102530N42103760E0422938000986 10930000300E00705100200                     ,SEEUP UGKOUGIIKO 1   2S    U  N                    26000Y                              140                                 
S,EEU,P,UGKO,UG,I,IKS,1,11010,RW07,N42104490,E042300440,0730,N42102760,E042281780,0984,,0971,0000,300,E0070,51,00200,,,,,S,Simulation application continuation,U  N,,,50116,2206,SEEUP UGKOUGIIKS 1   111010RW07 N42104490E0423004400730N42102760E0422817800984 09710000300E00705100200                     ,SEEUP UGKOUGIIKS 1   2S    U  N                    08000Y                              140                                 
S,EEU,P,UGSB,UG,I,ILU,1,11030,RW12,N41360360,E041364880,1240,N41365190,E041352620,0721,,0981,0000,300,E0070,51,00066,,,,,S,Simulation application continuation,U  U,,,50199,2503,SEEUP UGSBUGIILU 1   111030RW12 N41360360E0413648801240N41365190E0413526200721 09810000300E00705100066                     ,SEEUP UGSBUGIILU 1   2S    U  U                    13100N                              140                                 
S,EEU,P,UGTB,UG,I,INA,1,10890,RW31L,N41404540,E044561770,3100,N41393310,E044574130,0736,,0911,0000,300,E0070,54,01557,,,,,S,Simulation application continuation,U  N,,,50399,2013,SEEUP UGTBUGIINA 1   110890RW31LN41404540E0445617703100N41393310E0445741300736 09110000300E00705401557                     ,SEEUP UGTBUGIINA 1   2S    U  N                    31700Y                              140                                 
S,EEU,P,UGTB,UG,I,IVP,1,11030,RW13R,N41392630,E044575770,1300,N41403040,E044562960,0452,,0972,0000,350,E0070,50,01611,,,,,S,Simulation application continuation,U  N,,,50401,2013,SEEUP UGTBUGIIVP 1   111030RW13RN41392630E0445757701300N41403040E0445629600452 09720000350E00705001611                     ,SEEUP UGTBUGIIVP 1   2S    U  N                    13700Y                              140                                 
S,EEU,P,UHBB,UH,I,IBM,1,11110,RW36,N50263500,E127243720,0010,N50250200,E127251350,1130,,1276,0000,300,W0130,54,00648,,,,,S,Simulation application continuation,U  N,,,50866,2407,SEEUP UHBBUHIIBM 1   111110RW36 N50263500E1272437200010N50250200E1272513501130 12760000300W01305400648                     ,SEEUP UHBBUHIIBM 1   2S    U  N                    34800N                              140                                 
S,EEU,P,UHBB,UH,I,ILZ,1,10870,RW18,N50243620,E127251540,1810,N50261610,E127244920,1324,,0912,0000,300,W0130,51,00648,,,,,S,Simulation application continuation,U  N,,,50868,2312,SEEUP UHBBUHIILZ 1   110870RW18 N50243620E1272515401810N50261610E1272449201324 09120000300W01305100648                     ,SEEUP UHBBUHIILZ 1   2S    U  N                    16800N                              140                                 
S,EEU,P,UHHH,UH,I,IHB,1,11115,RW23L,N48304000,E135100440,2340,N48321700,E135122560,1728,,1154,0000,270,W0120,50,00246,,,,,S,Simulation application continuation,U  N,,,53197,2305,SEEUP UHHHUHIIHB 1   111115RW23LN48304000E1351004402340N48321700E1351225601728 11540000270W01205000246                     ,SEEUP UHHHUHIIHB 1   2S    U  N                    22200N                              140                                 
S,EEU,P,UHHH,UH,I,IHI,2,11090,RW05L,N48323680,E135122450,0540,N48310880,E135101650,1894,,0971,0000,270,W0120,53,00246,,,,,S,Simulation application continuation,U  N,,,53199,2305,SEEUP UHHHUHIIHI 2   111090RW05LN48323680E1351224500540N48310880E1351016501894 09710000270W01205300246                     ,SEEUP UHHHUHIIHI 2   2S    U  N                    04200N                              140                                 
S,EEU,P,UHHH,UH,I,IHW,2,11130,RW23R,N48304840,E135095670,2340,N48321800,E135115100,1444,,1033,0000,270,W0120,57,00236,,,,,S,Simulation application continuation,U  N,,,53201,2305,SEEUP UHHHUHIIHW 2   111130RW23RN48304840E1350956702340N48321800E1351151001444 10330000270W01205700236                     ,SEEUP UHHHUHIIHW 2   2S    U  N                    22200N                              140                                 
S,EEU,P,UHHH,UH,I,IUF,1,11030,RW05R,N48324230,E135125120,0540,N48310260,E135102730,1873,,1033,0000,270,W0120,52,00256,,,,,S,Simulation application continuation,U  N,,,53203,2305,SEEUP UHHHUHIIUF 1   111030RW05RN48324230E1351251200540N48310260E1351027301873 10330000270W01205200256                     ,SEEUP UHHHUHIIUF 1   2S    U  N                    04200N                              140                                 
S,EEU,P,UHMA,UH,I,IKB,1,11030,RW02,N64453330,E177452400,0150,N64432110,E177435310,3455,,0971,0000,300,W0000,51,00197,,,,,S,Simulation application continuation,U  N,,,54085,2401,SEEUP UHMAUHIIKB 1   111030RW02 N64453330E1774524000150N64432110E1774353103455 09710000300W00005100197                     ,SEEUP UHMAUHIIKB 1   2S    U  N                    01473Y                              140                                 
S,EEU,P,UHMA,UH,I,IUR,1,11070,RW20,N64425850,E177434860,1950,N64445220,E177444920,1327,,0971,0000,300,W0000,51,00196,,,,,S,Simulation application continuation,U  N,,,54087,2401,SEEUP UHMAUHIIUR 1   111070RW20 N64425850E1774348601950N64445220E1774449201327 09710000300W00005100196                     ,SEEUP UHMAUHIIUR 1   2S    U  N                    19475Y                              140                                 
S,EEU,P,UHMM,UH,I,IFK,1,11030,RW10,N59543530,E150454890,1040,N59543810,E150414120,2280,,0971,0000,300,W0110,55,00600,,,,,S,Simulation application continuation,U  N,,,54949,2404,SEEUP UHMMUHIIFK 1   111030RW10 N59543530E1504548901040N59543810E1504141202280 09710000300W01105500600                     ,SEEUP UHMMUHIIFK 1   2S    U  N                    09300N                              140                                 
S,EEU,P,UHMP,UH,I,IBM,1,10830,RW35,N69480170,E170350730,3500,N69462980,E170355790,3411,,1093,0000,280,W0030,54,00001,,,,,S,Simulation application continuation,U  N,,,55523,2313,SEEUP UHMPUHIIBM 1   110830RW35 N69480170E1703507303500N69462980E1703557903411 10930000280W00305400001                     ,SEEUP UHMPUHIIBM 1   2S    U  N                    34700N                              140                                 
S,EEU,P,UHNN,UH,I,IME,1,11170,RW29,N53091810,E140380230,2880,N53090910,E140394440,0733,,0548,0000,380,W0130,55,00187,,,,,S,Simulation application continuation,U  N,,,56299,2308,SEEUP UHNNUHIIME 1   111170RW29 N53091810E1403802302880N53090910E1403944400733 05480000380W01305500187                     ,SEEUP UHNNUHIIME 1   2S    U  N                    27500N                              140                                 
S,EEU,P,UHNN,UH,I,INC,1,11010,RW11,N53091190,E140400620,1080,N53092080,E140382520,0734,,0607,0000,350,W0130,51,00187,,,,,S,Simulation application continuation,U  N,,,56301,2308,SEEUP UHNNUHIINC 1   111010RW11 N53091190E1404006201080N53092080E1403825200734 06070000350W01305100187                     ,SEEUP UHNNUHIINC 1   2S    U  N                    09500N                              140                                 
S,EEU,P,UHPP,UH,I,IKM,1,10990,RW16R,N53090430,E158274770,1640,N53105210,E158264000,1647,,1093,0000,270,W0070,52,00098,,,,,S,Simulation application continuation,U  N,,,56783,1702,SEEUP UHPPUHIIKM 1   110990RW16RN53090430E1582747701640N53105210E1582640001647 10930000270W00705200098                     ,SEEUP UHPPUHIIKM 1   2S    U  N                    15700N                              140                                 
S,EEU,P,UHPP,UH,I,ILW,2,10870,RW34L,N53111320,E158261840,3440,N53092780,E158272320,1359,,1155,0000,270,W0070,51,00131,,,,,S,Simulation application continuation,U  N,,,56785,1607,SEEUP UHPPUHIILW 2   110870RW34LN53111320E1582618403440N53092780E1582723201359 11550000270W00705100131                     ,SEEUP UHPPUHIILW 2   2S    U  N                    33700N                              140                                 
S,EEU,P,UHSI,UH,I,ITP,1,11130,RW13,N45145890,E147582880,1250,N45153170,E147564210,1634,,0851,0000,300,W0080,52,00387,,,,,S,Simulation application continuation,U  N,,,57469,1910,SEEUP UHSIUHIITP 1   111130RW13 N45145890E1475828801250N45153170E1475642101634 08510000300W00805200387                     ,SEEUP UHSIUHIITP 1   2S    U  N                    11700N                              140                                 
S,EEU,P,UHSI,UH,I,ITU,1,11110,RW31,N45154400,E147562170,3050,N45150690,E147575290,0989,,1033,0000,300,W0080,54,00387,,,,,S,Simulation application continuation,U  N,,,57471,1910,SEEUP UHSIUHIITU 1   111110RW31 N45154400E1475621703050N45150690E1475752900989 10330000300W00805400387                     ,SEEUP UHSIUHIITU 1   2S    U  N                    29700N                              140                                 
S,EEU,P,UHSM,UH,I,IMO,1,11090,RW01,N43582160,E145411150,0140,N43571420,E145410820,0870,,0791,0000,267,W0090,54,00709,,,,,S,Simulation application continuation,U  N,,,57778,2110,SEEUP UHSMUHIIMO 1   111090RW01 N43582160E1454111500140N43571420E1454108200870 07910000267W00905400709                     ,SEEUP UHSMUHIIMO 1   2S    U  N                    00500N                              140                                 
S,EEU,P,UHSN,UH,I,ING,1,10810,RW22,N51461886,E143075847,2160,N51471685,E143084893,1974,,1033,0000,270,W0110,49,00128,,,,,S,Simulation application continuation,U  N,,,58001,1802,SEEUP UHSNUHIING 1   110810RW22 N51461886E1430758472160N51471685E1430848931974 10330000270W01104900128                     ,SEEUP UHSNUHIING 1   2S    U  N                    20500N                              140                                 
S,EEU,P,UHSS,UH,I,IPI,2,11170,RW19,N46515710,E142430100,1920,N46535300,E142425720,1581,,1033,0000,300,W0110,52,00059,,,,,S,Simulation application continuation,U  N,,,58406,1904,SEEUP UHSSUHIIPI 2   111170RW19 N46515710E1424301001920N46535300E1424257201581 10330000300W01105200059                     ,SEEUP UHSSUHIIPI 2   2S    U  N                    18100Y                              140                                 
S,EEU,P,UHSS,UH,I,ISL,1,10950,RW01,N46542320,E142430460,0120,N46522260,E142425360,2064,,0972,0000,267,W0110,51,00059,,,,,S,Simulation application continuation,U  N,,,58408,1302,SEEUP UHSSUHIISL 1   110950RW01 N46542320E1424304600120N46522260E1424253602064 09720000267W01105100059                     ,SEEUP UHSSUHIISL 1   2S    U  N                    00100Y                              140                                 
S,EEU,P,UHWW,UH,I,ILN,2,11010,RW25L,N43230790,E132071700,2520,N43241520,E132095260,2812,,0972,0000,300,W0110,50,00059,,,,,S,Simulation application continuation,U  N,,,59358,2305,SEEUP UHWWUHIILN 2   111010RW25LN43230790E1320717002520N43241520E1320952602812 09720000300W01105000059                     ,SEEUP UHWWUHIILN 2   2S    U  N                    24100N                              140                                 
S,EEU,P,UHWW,UH,I,ILS,1,10930,RW07R,N43242270,E132102230,0720,N43232980,E132080010,1334,,1033,0000,300,W0110,52,00059,,,,,S,Simulation application continuation,U  N,,,59360,2305,SEEUP UHWWUHIILS 1   110930RW07RN43242270E1321022300720N43232980E1320800101334 10330000300W01105200059                     ,SEEUP UHWWUHIILS 1   2S    U  N                    06100N                              140                                 
S,EEU,P,UIAA,UI,I,IDG,1,11030,RW29,N52014850,E113161880,2890,N52012330,E113191600,3023,,0850,0000,350,W0080,52,02270,,,,,S,Simulation application continuation,U  N,,,59893,1513,SEEUP UIAAUIIIDG 1   111030RW29 N52014850E1131618802890N52012330E1131916003023 08500000350W00805202270                     ,SEEUP UIAAUIIIDG 1   2S    U  N                    28100N                              140                                 
S,EEU,P,UIBB,UI,I,IBS,1,11030,RW30,N56224150,E101400810,2970,N56215180,E101425910,1418,,0911,0000,300,W0020,51,01575,,,,,S,Simulation application continuation,U  N,,,60614,1903,SEEUP UIBBUIIIBS 1   111030RW30 N56224150E1014008102970N56215180E1014259101418 09110000300W00205101575                     ,SEEUP UIBBUIIIBS 1   2S    U  N                    29500N                              140                                 
S,EEU,P,UIII,UI,I,ICN,2,11130,RW12,N52153490,E104252160,1180,N52161980,E104224870,0987,,0850,0000,330,W0050,52,01594,,,,,S,Simulation application continuation,U  N,,,61214,2405,SEEUP UIIIUIIICN 2   111130RW12 N52153490E1042521601180N52161980E1042248700987 08500000330W00505201594                     ,SEEUP UIIIUIIICN 2   2S    U  N                    11300N                              140                                 
S,EEU,P,UIII,UI,I,IIR,2,11030,RW30,N52162740,E104220410,2980,N52155180,E104243410,0707,,1093,0000,330,W0050,52,01663,,,,,S,Simulation application continuation,U  N,,,61216,2405,SEEUP UIIIUIIIIR 2   111030RW30 N52162740E1042204102980N52155180E1042434100707 10930000330W00505201663                     ,SEEUP UIIIUIIIIR 2   2S    U  N                    29300N                              140                                 
S,EEU,P,UITT,UI,I,ICI,1,10890,RW30,N56515400,E105421340,3030,N56512030,E105443220,2818,,0971,0000,270,W0060,52,02165,,,,,S,Simulation application continuation,U  N,,,61670,2502,SEEUP UITTUIIICI 1   110890RW30 N56515400E1054213403030N56512030E1054432202818 09710000270W00605202165                     ,SEEUP UITTUIIICI 1   2S    U  N                    29700N                              140                                 
S,EEU,P,UIUU,UI,I,IUL,1,11130,RW08,N51485000,E107281850,0840,N51483010,E107251590,1632,,1155,0000,300,W0060,56,01700,,,,,S,Simulation application continuation,U  N,,,62216,2509,SEEUP UIUUUIIIUL 1   111130RW08 N51485000E1072818500840N51483010E1072515901632 11550000300W00605601700                     ,SEEUP UIUUUIIIUL 1   2S    U  N                    07800N                              140                                 
S,EEU,P,UIUU,UI,I,IZD,1,11030,RW26,N51482090,E107243630,2640,N51484870,E107273810,1488,,0850,0000,333,W0060,57,01660,,,,,S,Simulation application continuation,U  N,,,62218,2509,SEEUP UIUUUIIIZD 1   111030RW26 N51482090E1072436302640N51484870E1072738101488 08500000333W00605701660                     ,SEEUP UIUUUIIIZD 1   2S    U  N                    25800N                              140                                 
S,EEU,P,UKBB,UK,I,IBI,1,11130,RW18L,N50185890,E030541160,1760,N50212810,E030541600,3017,,1033,0000,300,E0070,51,00427,,,,,S,Simulation application continuation,U  N,,,63320,1812,SEEUP UKBBUKIIBI 1   111130RW18LN50185890E0305411601760N50212810E0305416003017 10330000300E00705100427                     ,SEEUP UKBBUKIIBI 1   2S    U  N                    18300N                              140                                 
