record_type,area_code,sec,subsection_code,airport_icao,icao_code,sub,ils_ident,navaid_icao_code,vor_frequency,navaid_class,vor_latitude,vor_longitude,dme_ident,dme_latitude,dme_longitude,station_declination,dme_elevation,figure_of_merit,ils_dme_bias,frequency_protection,datum_code,vor_name,sim_cont_appl_code,sim_cont_appl_label,sim_cont_sim_facility_characteristics,sim_cont_sim_magnetic_variation,sim_cont_sim_facility_elevation,sim_cont_sim_file_record_number,sim_cont_sim_cycle_date,primary_1_123,sim_cont_1_123,changed_field_count,changed_fields
S,EEU,D,,UAAA,UA,,IMA,UA,10910,ITDN,,,IMA,N43205910,E077013870,,02200,0,02,359,WGE,ALMATY,S,Simulation application continuation,UU,E0052,02200,73265,1912,SEEUD UAAAUA IMA   UA110910 ITDN                   IMA N43205910E077013870     02200002359WGEALMATY                        ,SEEUD UAAAUA IMA   UA2S    UU                                             E005202200                                       ,3,"frequency_protection,sim_cont_sim_file_record_number,primary_1_123"
S,EEU,D,,UACC,UA,,IAK,UA,11170,ITDN,,,IAK,N51015100,E071285430,,01200,0,02,108,WGE,NURSULTAN NAZARBAYEV INTL,S,Simulation application continuation,UU,E0100,01200,73267,2212,SEEUD UACCUA IAK   UA111170 ITDN                   IAK N51015100E071285430     01200002108WGENURSULTAN NAZARBAYEV INTL     ,SEEUD UACCUA IAK   UA2S    UU                                             E010001200                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,UADD,UA,,IMB,UA,10970,ITDN,,,IMB,N42514830,E071171950,,02200,0,02,151,WGE,AULIE-ATA,S,Simulation application continuation,UN,E0060,02200,73277,1912,SEEUD UADDUA IMB   UA110970 ITDN                   IMB N42514830E071171950     02200002151WGEAULIE-ATA                     ,SEEUD UADDUA IMB   UA2S    UN                                             E006002200                                       ,3,"frequency_protection,sim_cont_sim_file_record_number,primary_1_123"
S,EEU,D,,UAII,UA,,IEN,UA,11170,ITDN,,,IEN,N42220210,E069273130,,01300,0,02,067,WGE,SHYMKENT,S,Simulation application continuation,UU,E0061,01300,73281,1912,SEEUD UAIIUA IEN   UA111170 ITDN                   IEN N42220210E069273130     01300002067WGESHYMKENT                      ,SEEUD UAIIUA IEN   UA2S    UU                                             E006101300                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,UASK,UA,,IUS,UA,11170,ITDN,,,IUS,N50023510,E082290660,,00900,0,02,354,WGE,UST-KAMENOGORSK,S,Simulation application continuation,UN,E0062,00900,73303,2509,SEEUD UASKUA IUS   UA111170 ITDN                   IUS N50023510E082290660     00900002354WGEUST-KAMENOGORSK               ,SEEUD UASKUA IUS   UA2S    UN                                             E006200900                                       ,5,"navaid_class,ils_dme_bias,sim_cont_sim_file_record_number,sim_cont_sim_cycle_date,primary_1_123"
S,EEU,D,,UBBB,UB,,IBA,UB,10930,IT N,,,IBA,N40273800,E050034220,,00100,0,,173,WGE,HEYDAR ALIYEV,S,Simulation application continuation,UN,E0065,00100,73325,1703,SEEUD UBBBUB IBA   UB110930 IT N                   IBA N40273800E050034220     001000  173WGEHEYDAR ALIYEV                 ,SEEUD UBBBUB IBA   UB2S    UN                                             E006500100                                       ,3,"frequency_protection,sim_cont_sim_file_record_number,primary_1_123"
S,EEU,D,,UBBB,UB,,IBI,UB,10950,IT N,,,IBI,N40291500,E050014690,,00010,0,,208,WGE,HEYDAR ALIYEV INTL,S,Simulation application continuation,UN,E0066,00010,73327,1505,SEEUD UBBBUB IBI   UB110950 IT N                   IBI N40291500E050014690     000100  208WGEHEYDAR ALIYEV INTL            ,SEEUD UBBBUB IBI   UB2S    UN                                             E006600010                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,UBBY,UB,,IZK,UB,10910,IT N,,,IZK,N41325270,E046402350,,01300,0,,152,WGE,ZAGATALA,S,Simulation application continuation,UN,E0070,01300,73355,2404,SEEUD UBBYUB IZK   UB110910 IT N                   IZK N41325270E046402350     013000  152WGEZAGATALA                      ,SEEUD UBBYUB IZK   UB2S    UN                                             E007001300                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,UECT,UE,,IDT,UE,11030,IT N,,,IDT,N59533410,E111023630,,01332,0,,123,WGE,TALAKAN,S,Simulation application continuation,UN,W0098,01332,73379,2310,SEEUD UECTUE IDT   UE111030 IT N                   IDT N59533410E111023630     013320  123WGETALAKAN                       ,SEEUD UECTUE IDT   UE2S    UN                                             W009801332                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,UEEE,UE,,IMF,UE,11170,ITDN,,,IMF,N62061270,E129473890,,00325,0,02,,WGE,YAKUTSK,S,Simulation application continuation,UN,W0164,00325,73381,2407,SEEUD UEEEUE IMF   UE111170 ITDN                   IMF N62061270E129473890     00325002   WGEYAKUTSK                       ,SEEUD UEEEUE IMF   UE2S    UN                                             W016400325                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,UERL,UE,,IIG,UE,11030,ITDN,,,IIG,N60433440,E114501740,,00810,0,02,123,WGE,LENSK,S,Simulation application continuation,UN,W0121,00810,73385,2402,SEEUD UERLUE IIG   UE111030 ITDN                   IIG N60433440E114501740     00810002123WGELENSK                         ,SEEUD UERLUE IIG   UE2S    UN                                             W012100810                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,UHMA,UH,,IKB,UH,11030,ITDN,,,IKB,N64432110,E177435320,,00197,0,02,,WGE,UGOLNY,S,Simulation application continuation,UN,W0010,00197,73409,2401,SEEUD UHMAUH IKB   UH111030 ITDN                   IKB N64432110E177435320     00197002   WGEUGOLNY                        ,SEEUD UHMAUH IKB   UH2S    UN                                             W001000197                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,UHMM,UH,,IFK,UH,11030,ITDN,,,IFK,N59543810,E150414120,,00600,0,02,,WGE,SOKOL,S,Simulation application continuation,UN,W0119,00600,73411,2404,SEEUD UHMMUH IFK   UH111030 ITDN                   IFK N59543810E150414120     00600002   WGESOKOL                         ,SEEUD UHMMUH IFK   UH2S    UN                                             W011900600                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,UHPP,UH,,IKM,UH,10990,ITDN,,,IKM,N53105210,E158264000,,00098,0,02,,WGE,YELIZOVO,S,Simulation application continuation,UN,W0075,00098,73415,2302,SEEUD UHPPUH IKM   UH110990 ITDN                   IKM N53105210E158264000     00098002   WGEYELIZOVO                      ,SEEUD UHPPUH IKM   UH2S    UN                                             W007500098                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,UHSS,UH,,IPI,UH,11170,IT N,,,IPI,N46535300,E142425730,,00059,0,,251,WGE,KHOMUTOVO,S,Simulation application continuation,UN,W0108,00059,73423,1904,SEEUD UHSSUH IPI   UH111170 IT N                   IPI N46535300E142425730     000590  251WGEKHOMUTOVO                     ,SEEUD UHSSUH IPI   UH2S    UN                                             W010800059                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,UIBB,UI,,IBS,UI,11030,ITDN,,,IBS,N56215180,E101425920,,01575,0,02,263,WGE,BRATSK,S,Simulation application continuation,UN,W0033,01575,73431,2101,SEEUD UIBBUI IBS   UI111030 ITDN                   IBS N56215180E101425920     01575002263WGEBRATSK                        ,SEEUD UIBBUI IBS   UI2S    UN                                             W003301575                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,UIII,UI,,ICN,UI,11130,ITDN,,,ICN,N52161980,E104224870,,01594,0,02,116,WGE,IRKUTSK,S,Simulation application continuation,UN,W0048,01594,73433,2405,SEEUD UIIIUI ICN   UI111130 ITDN                   ICN N52161980E104224870     01594002116WGEIRKUTSK                       ,SEEUD UIIIUI ICN   UI2S    UN                                             W004801594                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,UIUU,UI,,IUL,UI,11130,ITDN,,,IUL,N51483010,E107251590,,01700,0,02,116,WGE,MUKHINO,S,Simulation application continuation,UN,W0064,01700,73439,2509,SEEUD UIUUUI IUL   UI111130 ITDN                   IUL N51483010E107251590     01700002116WGEMUKHINO                       ,SEEUD UIUUUI IUL   UI2S    UN                                             W006401700                                       ,8,"navaid_class,dme_elevation,ils_dme_bias,sim_cont_sim_facility_elevation,sim_cont_sim_file_record_number,sim_cont_sim_cycle_date,primary_1_123,sim_cont_1_123"
S,EEU,D,,UIUU,UI,,IZD,UI,11030,ITDN,,,IZD,N51484870,E107273820,,01660,0,02,116,WGE,MUKHINO,S,Simulation application continuation,UN,W0064,01660,73441,2509,SEEUD UIUUUI IZD   UI111030 ITDN                   IZD N51484870E107273820     01660002116WGEMUKHINO                       ,SEEUD UIUUUI IZD   UI2S    UN                                             W006401660                                       ,8,"navaid_class,dme_elevation,ils_dme_bias,sim_cont_sim_facility_elevation,sim_cont_sim_file_record_number,sim_cont_sim_cycle_date,primary_1_123,sim_cont_1_123"
S,EEU,D,,UKDE,UK,,IZP,UK,11150,IT N,,,IZP,N47523140,E035190320,,00372,0,,187,WGE,ZAPORIZHZHIA,S,Simulation application continuation,UU,E0084,00372,73443,1910,SEEUD UKDEUK IZP   UK111150 IT N                   IZP N47523140E035190320     003720  187WGEZAPORIZHZHIA                  ,SEEUD UKDEUK IZP   UK2S    UU                                             E008400372                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,ULAA,UL,,IAZ,UL,11030,ITDN,,,IAZ,N64360840,E040414650,,00100,0,02,299,WGE,TALAGI,S,Simulation application continuation,UN,E0183,00100,73461,2403,SEEUD ULAAUL IAZ   UL111030 ITDN                   IAZ N64360840E040414650     00100002299WGETALAGI                        ,SEEUD ULAAUL IAZ   UL2S    UN                                             E018300100                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,ULAA,UL,,IKM,UL,11170,ITDN,,,IKM,N64360300,E040441110,,00100,0,02,326,WGE,TALAGI,S,Simulation application continuation,UN,E0183,00100,73463,2403,SEEUD ULAAUL IKM   UL111170 ITDN                   IKM N64360300E040441110     00100002326WGETALAGI                        ,SEEUD ULAAUL IKM   UL2S    UN                                             E018300100                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,ULAM,UL,,IRK,UL,10950,ITDN,,,IRK,N67382450,E053083890,,00100,0,02,248,WGE,NARYAN-MAR,S,Simulation application continuation,UN,E0246,00100,73465,2403,SEEUD ULAMUL IRK   UL110950 ITDN                   IRK N67382450E053083890     00100002248WGENARYAN-MAR                    ,SEEUD ULAMUL IRK   UL2S    UN                                             E024600100                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,ULLI,UL,,IPL,UL,11130,ITDN,,,IPL,N59480230,E030175090,,00100,0,02,323,WGE,PULKOVO,S,Simulation application continuation,UN,E0120,00100,73469,2304,SEEUD ULLIUL IPL   UL111130 ITDN                   IPL N59480230E030175090     00100002323WGEPULKOVO                       ,SEEUD ULLIUL IPL   UL2S    UN                                             E012000100                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,ULMK,UL,,IIO,UL,11050,ITDN,,,IIO,N67280780,E033341230,,00500,0,02,401,WGE,KHIBINY,S,Simulation application continuation,UN,E0174,00500,73475,2407,SEEUD ULMKUL IIO   UL111050 ITDN                   IIO N67280780E033341230     00500002401WGEKHIBINY                       ,SEEUD ULMKUL IIO   UL2S    UN                                             E017400500                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,ULMM,UL,,IRD,UL,10850,ITDN,,,IRD,N68462780,E032454050,,00300,0,02,422,WGE,MURMANSK,S,Simulation application continuation,UN,E0178,00300,73477,2505,SEEUD ULMMUL IRD   UL110850 ITDN                   IRD N68462780E032454050     00300002422WGEMURMANSK                      ,SEEUD ULMMUL IRD   UL2S    UN                                             E017800300                                       ,7,"navaid_class,ils_dme_bias,sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_sim_cycle_date,primary_1_123,sim_cont_1_123"
S,EEU,D,,ULPB,UL,,IPD,UL,11070,ITDN,,,IPD,N61533640,E034093470,,00151,0,02,283,WGE,PETROZAVODSK,S,Simulation application continuation,UN,E0143,00151,73479,2504,SEEUD ULPBUL IPD   UL111070 ITDN                   IPD N61533640E034093470     00151002283WGEPETROZAVODSK                  ,SEEUD ULPBUL IPD   UL2S    UN                                             E014300151                                       ,4,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_sim_cycle_date,sim_cont_1_123"
S,EEU,D,,UMKK,UM,,IFG,UM,11030,ITDN,,,IFG,N54531570,E020344140,,00043,0,02,079,WGE,KHRABROVO,S,Simulation application continuation,UN,E0074,00043,73485,2404,SEEUD UMKKUM IFG   UM111030 ITDN                   IFG N54531570E020344140     00043002079WGEKHRABROVO                     ,SEEUD UMKKUM IFG   UM2S    UN                                             E007400043                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,UMKK,UM,,IKR,UM,10950,ITDN,,,IKR,N54535150,E020365940,,00043,0,02,075,WGE,KHRABROVO,S,Simulation application continuation,UN,E0074,00043,73487,2404,SEEUD UMKKUM IKR   UM110950 ITDN                   IKR N54535150E020365940     00043002075WGEKHRABROVO                     ,SEEUD UMKKUM IKR   UM2S    UN                                             E007400043                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,UNAA,UN,,IAB,UN,11030,ITDN,,,IAB,N53440410,E091224210,,00900,0,02,265,WGE,ABAKAN,S,Simulation application continuation,UN,E0031,00900,73493,2313,SEEUD UNAAUN IAB   UN111030 ITDN                   IAB N53440410E091224210     00900002265WGEABAKAN                        ,SEEUD UNAAUN IAB   UN2S    UN                                             E003100900                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,UNAA,UN,,IAK,UN,10990,ITDN,,,IAK,N53445830,E091232420,,00900,0,02,227,WGE,ABAKAN,S,Simulation application continuation,UN,E0031,00900,73495,2313,SEEUD UNAAUN IAK   UN110990 ITDN                   IAK N53445830E091232420     00900002227WGEABAKAN                        ,SEEUD UNAAUN IAK   UN2S    UN                                             E003100900                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,UNBB,UN,,IAR,UN,10870,ITDN,,,IAR,N53220630,E083331470,,00837,0,02,,WGE,MIKHAYLOVKA,S,Simulation application continuation,UN,E0071,00837,73497,2402,SEEUD UNBBUN IAR   UN110870 ITDN                   IAR N53220630E083331470     00837002   WGEMIKHAYLOVKA                   ,SEEUD UNBBUN IAR   UN2S    UN                                             E007100837                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,UNNT,UN,,ISV,UN,10970,IT N,,,ISV,N55024820,E082355010,,00368,0,,301,WGE,TOLMACHEVO,S,Simulation application continuation,UN,E0084,00368,73513,2310,SEEUD UNNTUN ISV   UN110970 IT N                   ISV N55024820E082355010     003680  301WGETOLMACHEVO                    ,SEEUD UNNTUN ISV   UN2S    UN                                             E008400368                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,UNOO,UN,,IRM,UN,10830,ITDN,,,IRM,N54575000,E073174680,,00320,0,02,142,WGE,TSENTRALNY,S,Simulation application continuation,UN,E0120,00320,73515,2506,SEEUD UNOOUN IRM   UN110830 ITDN                   IRM N54575000E073174680     00320002142WGETSENTRALNY                    ,SEEUD UNOOUN IRM   UN2S    UN                                             E012000320                                       ,8,"navaid_class,dme_elevation,ils_dme_bias,sim_cont_sim_facility_elevation,sim_cont_sim_file_record_number,sim_cont_sim_cycle_date,primary_1_123,sim_cont_1_123"
S,EEU,D,,UNOO,UN,,ITK,UN,11010,ITDN,,,ITK,N54580450,E073193160,,00310,0,02,078,WGE,TSENTRALNY,S,Simulation application continuation,UN,E0120,00310,73517,2506,SEEUD UNOOUN ITK   UN111010 ITDN                   ITK N54580450E073193160     00310002078WGETSENTRALNY                    ,SEEUD UNOOUN ITK   UN2S    UN                                             E012000310                                       ,6,"dme_elevation,sim_cont_sim_facility_elevation,sim_cont_sim_file_record_number,sim_cont_sim_cycle_date,primary_1_123,sim_cont_1_123"
S,EEU,D,,UOHH,UN,,IOA,UN,11030,ITDN,,,IOA,N71583110,E102274790,,00098,0,02,339,WGE,KHATANGA,S,Simulation application continuation,UN,E0020,00098,73525,2206,SEEUD UOHHUN IOA   UN111030 ITDN                   IOA N71583110E102274790     00098002339WGEKHATANGA                      ,SEEUD UOHHUN IOA   UN2S    UN                                             E002000098                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,URKA,UR,,IAN,UR,10910,IT N,,,IAN,N44594160,E037202610,,00170,0,,263,WGE,VITYAZEVO,S,Simulation application continuation,UU,E0077,00170,73533,2405,SEEUD URKAUR IAN   UR110910 IT N                   IAN N44594160E037202610     001700  263WGEVITYAZEVO                     ,SEEUD URKAUR IAN   UR2S    UU                                             E007700170                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,URKA,UR,,IAP,UR,11090,IT N,,,IAP,N45002630,E037212180,,00200,0,,184,WGE,VITYAZEVO,S,Simulation application continuation,UN,E0077,00200,73535,2405,SEEUD URKAUR IAP   UR111090 IT N                   IAP N45002630E037212180     002000  184WGEVITYAZEVO                     ,SEEUD URKAUR IAP   UR2S    UN                                             E007700200                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,URML,UR,,IHC,UR,10830,ITDN,,,IHC,N42491520,E047385000,,00001,0,02,195,WGE,UYTASH,S,Simulation application continuation,UN,E0074,00001,73543,2510,SEEUD URMLUR IHC   UR110830 ITDN                   IHC N42491520E047385000     00001002195WGEUYTASH                        ,SEEUD URMLUR IHC   UR2S    UN                                             E007400001                                       ,5,"dme_latitude,dme_longitude,sim_cont_sim_file_record_number,sim_cont_sim_cycle_date,primary_1_123"
S,EEU,D,,URMM,UR,,IMW,UR,10930,ITDN,,,IMW,N44131140,E043060450,,01100,0,02,299,WGE,MINERALNYYE VODY,S,Simulation application continuation,UN,E0078,01100,73549,2402,SEEUD URMMUR IMW   UR110930 ITDN                   IMW N44131140E043060450     01100002299WGEMINERALNYYE VODY              ,SEEUD URMMUR IMW   UR2S    UN                                             E007801100                                       ,3,"frequency_protection,sim_cont_sim_file_record_number,primary_1_123"
S,EEU,D,,URMT,UR,,IKT,UR,11070,IT N,,,IKT,N45063580,E042073240,,01500,0,,125,WGE,SHPAKOVSKOYE,S,Simulation application continuation,UN,E0081,01500,73559,2101,SEEUD URMTUR IKT   UR111070 IT N                   IKT N45063580E042073240     015000  125WGESHPAKOVSKOYE                  ,SEEUD URMTUR IKT   UR2S    UN                                             E008101500                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,URMT,UR,,IOP,UR,11050,IT N,,,IOP,N45062000,E042060490,,01500,0,,136,WGE,SHPAKOVSKOYE,S,Simulation application continuation,UN,E0081,01500,73561,2101,SEEUD URMTUR IOP   UR111050 IT N                   IOP N45062000E042060490     015000  136WGESHPAKOVSKOYE                  ,SEEUD URMTUR IOP   UR2S    UN                                             E008101500                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,URRP,UR,,IRS,UR,11090,ITDN,,,IRS,N47300810,E039562090,,00300,0,02,184,WGE,PLATOV,S,Simulation application continuation,UN,E0088,00300,73565,2112,SEEUD URRPUR IRS   UR111090 ITDN                   IRS N47300810E039562090     00300002184WGEPLATOV                        ,SEEUD URRPUR IRS   UR2S    UN                                             E008800300                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,URWI,UR,,ISA,UR,10850,ITDN,,,ISA,N46222950,E044182520,,00492,0,02,472,WGE,ELISTA,S,Simulation application continuation,UN,E0087,00492,73575,2013,SEEUD URWIUR ISA   UR110850 ITDN                   ISA N46222950E044182520     00492002472WGEELISTA                        ,SEEUD URWIUR ISA   UR2S    UN                                             E008700492                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,USDD,US,,IDM,US,11130,ITDN,,,IDM,N66353970,E066380170,,00200,0,02,,WGE,SALEKHARD,S,Simulation application continuation,UN,E0245,00200,73591,2412,SEEUD USDDUS IDM   US111130 ITDN                   IDM N66353970E066380170     00200002   WGESALEKHARD                     ,SEEUD USDDUS IDM   US2S    UN                                             E024500200                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,USDD,US,,INA,US,11150,ITDN,,,INA,N66350610,E066352660,,00200,0,02,,WGE,SALEKHARD,S,Simulation application continuation,UN,E0245,00200,73593,2112,SEEUD USDDUS INA   US111150 ITDN                   INA N66350610E066352660     00200002   WGESALEKHARD                     ,SEEUD USDDUS INA   US2S    UN                                             E024500200                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,USHN,US,,ILS,US,11030,ITDN,,,ILS,N62060460,E065365840,,00394,0,02,100,WGE,NYAGAN,S,Simulation application continuation,UN,E0197,00394,73597,2501,SEEUD USHNUS ILS   US111030 ITDN                   ILS N62060460E065365840     00394002100WGENYAGAN                        ,SEEUD USHNUS ILS   US2S    UN                                             E019700394                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,USHQ,US,,IIU,US,11030,ITDN,,,IIU,N63414200,E066421300,,00100,0,02,100,WGE,BELOYARSKIY,S,Simulation application continuation,UN,E0212,00100,73599,2413,SEEUD USHQUS IIU   US111030 ITDN                   IIU N63414200E066421300     00100002100WGEBELOYARSKIY                   ,SEEUD USHQUS IIU   US2S    UN                                             E021200100                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,USII,US,,IMD,US,11030,ITDN,,,IMD,N56493550,E053272850,,00600,0,02,105,WGE,IZHEVSK,S,Simulation application continuation,UN,E0152,00600,73603,2401,SEEUD USIIUS IMD   US111030 ITDN                   IMD N56493550E053272850     00600002105WGEIZHEVSK                       ,SEEUD USIIUS IMD   US2S    UN                                             E015200600                                       ,3,"frequency_protection,sim_cont_sim_file_record_number,primary_1_123"
S,EEU,D,,USKK,US,,IOR,US,10930,ITDN,,,IOR,N58295200,E049195400,,00500,0,02,417,WGE,POBEDILOVO,S,Simulation application continuation,UN,E0160,00500,73605,2501,SEEUD USKKUS IOR   US110930 ITDN                   IOR N58295200E049195400     00500002417WGEPOBEDILOVO                    ,SEEUD USKKUS IOR   US2S    UN                                             E016000500                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,USKK,US,,IXA,US,10990,ITDN,,,IXA,N58303840,E049213180,,00500,0,20,198,WGE,POBEDILOVO,S,Simulation application continuation,UN,E0160,00500,73607,2501,SEEUD USKKUS IXA   US110990 ITDN                   IXA N58303840E049213180     00500020198WGEPOBEDILOVO                    ,SEEUD USKKUS IXA   US2S    UN                                             E016000500                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,USMM,US,,INO,US,11050,ITDN,,,INO,N65292690,E072413410,,00049,0,02,249,WGE,NADYM,S,Simulation application continuation,UN,E0219,00049,73609,2312,SEEUD USMMUS INO   US111050 ITDN                   INO N65292690E072413410     00049002249WGENADYM                         ,SEEUD USMMUS INO   US2S    UN                                             E021900049                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,USMQ,US,,IMB,US,11010,ITDN,,,IMB,N67594570,E075052870,,00100,0,02,445,WGE,YAMBURG,S,Simulation application continuation,UN,E0243,00100,73613,2305,SEEUD USMQUS IMB   US111010 ITDN                   IMB N67594570E075052870     00100002445WGEYAMBURG                       ,SEEUD USMQUS IMB   US2S    UN                                             E024300100                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
