record_type,area_code,sec,sub,icao,runway_id,rwy_length_ft,rwy_mag_brg_tenths,lat_raw,lon_raw,rwy_grad_pct100,lthr_elev_ft,dthr_ft,tch_raw,rwy_width_ft,loc_mls_gls_ident,loc_cat_class,sim_cont_appl_code,sim_cont_appl_label,sim_cont_sim_facility_characteristics,sim_cont_sim_magnetic_variation,sim_cont_sim_facility_elevation,sim_cont_sim_file_record_number,sim_cont_sim_cycle_date,primary_1_123,sim_cont_1_123
S,EEU,P,G,UHHH,RW05R,13123,0540,N48305263,E135102163,,00228,0000,52,197,IUF,,S,Simulation application continuation,,,,53191,2213,SEEUP UHHHUHGRW05R   1131230540 N48305263E135102163               00228000052197 IUF  0000                                 ,SEEUP UHHHUHGRW05R   2S                            04215Y        T00236                                                    
S,EEU,P,G,UHHH,RW23L,13123,2340,N48322862,E135123250,-0050,00235,0000,50,197,IHB,,S,Simulation application continuation,,,,53193,2305,SEEUP UHHHUHGRW23L   1131232340 N48322862E135123250-0050          00235000050197 IHB  0000                                 ,SEEUP UHHHUHGRW23L   2S                            22218Y        T00235                                                    
S,EEU,P,G,UHHH,RW23R,11483,2340,N48322294,E135120561,+0000,00227,0000,57,148,IHW,,S,Simulation application continuation,,,,53195,2213,SEEUP UHHHUHGRW23R   1114832340 N48322294E135120561+0000          00227000057148 IHW  0000                                 ,SEEUP UHHHUHGRW23R   2S                            22218Y        T00242                                                    
S,EEU,P,G,UHKD,RW01,08097,0120,N50354092,E137045267,,00080,0000,50,262,,,S,Simulation application continuation,,,,53371,2408,SEEUP UHKDUHGRW01    1080970120 N50354092E137045267               00080000050262      0000                                 ,SEEUP UHKDUHGRW01    2S                            36000Y        L00080                                                    
S,EEU,P,G,UHKD,RW19,08097,1920,N50370078,E137045270,,00077,0000,50,262,,,S,Simulation application continuation,,,,53373,2408,SEEUP UHKDUHGRW19    1080971920 N50370078E137045270               00077000050262      0000                                 ,SEEUP UHKDUHGRW19    2S                            18000Y        L00077                                                    
S,EEU,P,G,UHKM,RW09,09833,0860,N48551720,E140005917,-0900,00814,0000,50,158,G09A,,S,Simulation application continuation,,,,53638,2211,SEEUP UHKMUHGRW09    1098330860 N48551720E140005917-0900          00814000050158 G09A 1214                                 ,SEEUP UHKMUHGRW09    2S                            07389Y        L00814                                                    
S,EEU,P,G,UHKM,RW27,09833,2660,N48554410,E140032063,+0900,00726,0000,50,158,G27A,,S,Simulation application continuation,,,,53640,2211,SEEUP UHKMUHGRW27    1098332660 N48554410E140032063+0900          00726000050158 G27A 1312                                 ,SEEUP UHKMUHGRW27    2S                            25392Y        L00726                                                    
S,EEU,P,G,UHMA,RW02,11483,0150,N64431113,E177435636,,00139,0000,51,197,IKB,,S,Simulation application continuation,,,,54081,2401,SEEUP UHMAUHGRW02    1114830150 N64431113E177435636               00139000051197 IKB  0000                                 ,SEEUP UHMAUHGRW02    2S                            01473Y        T00161                                                    
S,EEU,P,G,UHMA,RW20,11483,1950,N64450043,E177450364,,00196,0000,51,197,IUR,,S,Simulation application continuation,,,,54083,2401,SEEUP UHMAUHGRW20    1114831950 N64450043E177450364               00196000051197 IUR  0000                                 ,SEEUP UHMAUHGRW20    2S                            19475Y        T00196                                                    
S,EEU,P,G,UHMD,RW02,06562,0170,N64221452,W173150084,,00022,0000,50,171,G02A,,S,Simulation application continuation,,,,54376,2505,SEEUP UHMDUHGRW02    1065620170 N64221452W173150084               00022000050171 G02A 0000                                 ,SEEUP UHMDUHGRW02    2S                            02133Y        T00035                                                    
S,EEU,P,G,UHMD,RW20,06562,1970,N64231460,W173140601,,00068,0000,50,171,G20A,,S,Simulation application continuation,,,,54378,2505,SEEUP UHMDUHGRW20    1065621970 N64231460W173140601               00068000050171 G20A 0000                                 ,SEEUP UHMDUHGRW20    2S                            20134Y        T00070                                                    
S,EEU,P,G,UHMK,RW09,08126,0900,N67504769,E166063312,+0160,00610,0000,50,203,,,S,Simulation application continuation,,,,54386,1608,SEEUP UHMKUHGRW09    1081260900 N67504769E166063312+0160          00610000050203      0164                                 ,SEEUP UHMKUHGRW09    2S                            08600N        L00610                                                    
S,EEU,P,G,UHMK,RW27,08126,2700,N67505295,E166100448,-0160,00623,0000,50,203,,,S,Simulation application continuation,,,,54388,1608,SEEUP UHMKUHGRW27    1081262700 N67505295E166100448-0160          00623000050203      0164                                 ,SEEUP UHMKUHGRW27    2S                            26600N        L00623                                                    
S,EEU,P,G,UHMM,RW10,11325,1040,N59544243,E150412246,,00546,0000,55,197,IFK,,S,Simulation application continuation,,,,54945,2404,SEEUP UHMMUHGRW10    1113251040 N59544243E150412246               00546000055197 IFK  0000                                 ,SEEUP UHMMUHGRW10    2S                            09302Y        T00558                                                    
S,EEU,P,G,UHMM,RW28,11325,2840,N59543650,E150450425,,00575,0000,55,197,G28A,,S,Simulation application continuation,,,,54947,2404,SEEUP UHMMUHGRW28    1113252840 N59543650E150450425               00575000055197 G28A 0000                                 ,SEEUP UHMMUHGRW28    2S                            27308Y        L00575                                                    
S,EEU,P,G,UHMP,RW17,08202,1700,N69473904,E170352268,,00008,0000,54,138,G17A,,S,Simulation application continuation,,,,55519,2505,SEEUP UHMPUHGRW17    1082021700 N69473904E170352268               00008000054138 G17A 0000                                 ,SEEUP UHMPUHGRW17    2S                            16685Y        T00008                                                    
S,EEU,P,G,UHMP,RW35,08202,3500,N69462050,E170361569,,00010,0000,54,138,IBM,,S,Simulation application continuation,,,,55521,2505,SEEUP UHMPUHGRW35    1082023500 N69462050E170361569               00010000054138 IBM  0000                                 ,SEEUP UHMPUHGRW35    2S                            34687Y        T00010                                                    
S,EEU,P,G,UHNB,RW03,04593,0280,N52223285,E140264959,,00151,0000,40,092,,,S,Simulation application continuation,,,,55641,2201,SEEUP UHNBUHGRW03    1045930280 N52223285E140264959               00151000040092      0000                                 ,SEEUP UHNBUHGRW03    2S                            01457Y        L00151                                                    
S,EEU,P,G,UHNB,RW21,04593,2080,N52231670,E140270821,,00167,0000,40,092,,,S,Simulation application continuation,,,,55643,2201,SEEUP UHNBUHGRW21    1045932080 N52231670E140270821               00167000040092      0000                                 ,SEEUP UHNBUHGRW21    2S                            19457Y        L00167                                                    
S,EEU,P,G,UHNN,RW11,06112,1080,N53091749,E140381428,+0460,00151,0000,51,112,INC,,S,Simulation application continuation,,,,56295,2308,SEEUP UHNNUHGRW11    1061121080 N53091749E140381428+0460          00151000051112 INC  0000                                 ,SEEUP UHNNUHGRW11    2S                            09471Y        L00151                                                    
S,EEU,P,G,UHNN,RW29,06112,2880,N53091253,E140395421,-0460,00179,0000,55,112,IME,,S,Simulation application continuation,,,,56297,2509,SEEUP UHNNUHGRW29    1061122880 N53091253E140395421-0460          00179000055112 IME  0000                                 ,SEEUP UHNNUHGRW29    2S                            27473Y        L00179                                                    
S,EEU,P,G,UHPL,RW12,04731,1150,N59050236,E159524461,,00049,0000,40,092,,,S,Simulation application continuation,,,,56313,2408,SEEUP UHPLUHGRW12    1047311150 N59050236E159524461               00049000040092      0000                                 ,SEEUP UHPLUHGRW12    2S                            10675Y        L00049                                                    
S,EEU,P,G,UHPL,RW30,04731,2950,N59044892,E159541134,,00082,0000,40,092,,,S,Simulation application continuation,,,,56315,2408,SEEUP UHPLUHGRW30    1047312950 N59044892E159541134               00082000040092      0000                                 ,SEEUP UHPLUHGRW30    2S                            28677Y        L00082                                                    
S,EEU,P,G,UHPP,RW16R,11155,1640,N53110082,E158262694,,00111,0000,52,148,IKM,,S,Simulation application continuation,,,,56779,2302,SEEUP UHPPUHGRW16R   1111551640 N53110082E158262694               00111000052148 IKM  0000                                 ,SEEUP UHPPUHGRW16R   2S                            15738Y        T00116                                                    
S,EEU,P,G,UHPP,RW34L,11155,3440,N53091928,E158273729,,00127,0000,51,148,ILW,,S,Simulation application continuation,,,,56781,2206,SEEUP UHPPUHGRW34L   1111553440 N53091928E158273729               00127000051148 ILW  0000                                 ,SEEUP UHPPUHGRW34L   2S                            33740Y        T00128                                                    
S,EEU,P,G,UHSH,RW13,05262,1320,N53311270,E142521328,-0140,00115,0000,49,118,G13A,,S,Simulation application continuation,,,,57035,2309,SEEUP UHSHUHGRW13    1052621320 N53311270E142521328-0140          00115000049118 G13A 0000                                 ,SEEUP UHSHUHGRW13    2S                            11961Y        L00115                                                    
S,EEU,P,G,UHSH,RW31,05262,3120,N53304706,E142532897,+0140,00107,0000,49,118,G31A,,S,Simulation application continuation,,,,57037,2309,SEEUP UHSHUHGRW31    1052623120 N53304706E142532897+0140          00107000049118 G31A 0000                                 ,SEEUP UHSHUHGRW31    2S                            29963Y        L00107                                                    
S,EEU,P,G,UHSI,RW13,07549,1250,N45153961,E147563406,,00364,0000,52,138,ITP,,S,Simulation application continuation,,,,57465,2213,SEEUP UHSIUHGRW13    1075491250 N45153961E147563406               00364000052138 ITP  0000                                 ,SEEUP UHSIUHGRW13    2S                            11666Y        T00383                                                    
S,EEU,P,G,UHSI,RW31,07549,3050,N45150615,E147580839,,00379,0000,54,138,ITU,,S,Simulation application continuation,,,,57467,2003,SEEUP UHSIUHGRW31    1075493050 N45150615E147580839               00379000054138 ITU  0000                                 ,SEEUP UHSIUHGRW31    2S                            29668Y        T00383                                                    
S,EEU,P,G,UHSK,RW16,05341,1560,N49114799,E142043556,+0120,00043,0000,40,115,,,S,Simulation application continuation,,,,57562,2309,SEEUP UHSKUHGRW16    1053411560 N49114799E142043556+0120          00043000040115      0000                                 ,SEEUP UHSKUHGRW16    2S                            14503Y        L00043                                                    
S,EEU,P,G,UHSK,RW34,05341,3360,N49110478,E142052165,-0120,00049,0000,40,115,,,S,Simulation application continuation,,,,57564,2309,SEEUP UHSKUHGRW34    1053413360 N49110478E142052165-0120          00049000040115      0000                                 ,SEEUP UHSKUHGRW34    2S                            32504Y        L00049                                                    
S,EEU,P,G,UHSM,RW01,06745,0140,N43570674,E145410184,,00614,0000,54,118,IMO,,S,Simulation application continuation,,,,57774,1907,SEEUP UHSMUHGRW01    1067450140 N43570674E145410184               00614000054118 IMO  0000                                 ,SEEUP UHSMUHGRW01    2S                            00531Y        L00614                                                    
S,EEU,P,G,UHSM,RW19,06745,1940,N43581305,E145411037,,00708,0000,50,118,,,S,Simulation application continuation,,,,57776,2110,SEEUP UHSMUHGRW19    1067451940 N43581305E145411037               00708000050118      0000                                 ,SEEUP UHSMUHGRW19    2S                            18532Y        L00708                                                    
S,EEU,P,G,UHSN,RW04,05741,0360,N51463657,E143081152,,00127,0000,51,115,G04A,,S,Simulation application continuation,,,,57997,2105,SEEUP UHSNUHGRW04    1057410360 N51463657E143081152               00127000051115 G04A 0000                                 ,SEEUP UHSNUHGRW04    2S                            02454Y        L00127                                                    
S,EEU,P,G,UHSN,RW22,05741,2160,N51472808,E143084945,,00104,0000,49,115,ING,,S,Simulation application continuation,,,,57999,1905,SEEUP UHSNUHGRW22    1057412160 N51472808E143084945               00104000049115 ING  0000                                 ,SEEUP UHSNUHGRW22    2S                            20455Y        L00104                                                    
S,EEU,P,G,UHSS,RW01,11158,0120,N46521270,E142430142,,00044,0000,51,148,ISL,,S,Simulation application continuation,,,,58402,2310,SEEUP UHSSUHGRW01    1111580120 N46521270E142430142               00044000051148 ISL  0000                                 ,SEEUP UHSSUHGRW01    2S                            00095Y        T00055                                                    
S,EEU,P,G,UHSS,RW19,11158,1920,N46540282,E142430410,,00050,0000,52,148,IPI,,S,Simulation application continuation,,,,58404,2310,SEEUP UHSSUHGRW19    1111581920 N46540282E142430410               00050000052148 IPI  0000                                 ,SEEUP UHSSUHGRW19    2S                            18095Y        T00059                                                    
S,EEU,P,G,UHTR,RW05,02756,0470,N42550692,E133540445,,00016,0000,40,131,,,S,Simulation application continuation,,,,58463,1801,SEEUP UHTRUHGRW05    1027560470 N42550692E133540445               00016000040131      0000                                 ,SEEUP UHTRUHGRW05    2S                            03700N        L00016                                                    
S,EEU,P,G,UHTR,RW23,02756,2270,N42552880,E133542650,,00033,0000,40,131,,,S,Simulation application continuation,,,,58465,1801,SEEUP UHTRUHGRW23    1027562270 N42552880E133542650               00033000040131      0000                                 ,SEEUP UHTRUHGRW23    2S                            21700N        L00033                                                    
S,EEU,P,G,UHWK,RW13,04199,1270,N44163041,E135011851,,00722,0000,40,131,,,S,Simulation application continuation,,,,58473,2408,SEEUP UHWKUHGRW13    1041991270 N44163041E135011851               00722000040131      0000                                 ,SEEUP UHWKUHGRW13    2S                            11600Y        L00722                                                    
S,EEU,P,G,UHWK,RW31,04199,3070,N44161214,E135021045,,00676,0000,40,131,,,S,Simulation application continuation,,,,58475,2408,SEEUP UHWKUHGRW31    1041993070 N44161214E135021045               00676000040131      0000                                 ,SEEUP UHWKUHGRW31    2S                            29600Y        L00676                                                    
S,EEU,P,G,UHWW,RW07R,11490,0720,N43232137,E132075032,,00032,0000,52,197,ILS,,S,Simulation application continuation,,,,59354,2411,SEEUP UHWWUHGRW07R   1114900720 N43232137E132075032               00032000052197 ILS  0000                                 ,SEEUP UHWWUHGRW07R   2S                            06101Y        T00041                                                    
S,EEU,P,G,UHWW,RW25L,11490,2520,N43241634,E132100648,,00044,0000,50,197,ILN,,S,Simulation application continuation,,,,59356,2411,SEEUP UHWWUHGRW25L   1114902520 N43241634E132100648               00044000050197 ILN  0000                                 ,SEEUP UHWWUHGRW25L   2S                            24104Y        T00056                                                    
S,EEU,P,G,UIAA,RW11,09183,1090,N52014289,E113170626,-0800,02270,0000,50,184,,,S,Simulation application continuation,,,,59889,1605,SEEUP UIAAUIGRW11    1091831090 N52014289E113170626-0800          02270000050184      0000                                 ,SEEUP UIAAUIGRW11    2S                            10080Y        L02270                                                    
S,EEU,P,G,UIAA,RW29,09183,2890,N52012590,E113193044,+0795,02201,0000,52,184,IDG,,S,Simulation application continuation,,,,59891,1906,SEEUP UIAAUIGRW29    1091832890 N52012590E113193044+0795          02201000052184 IDG  0000                                 ,SEEUP UIAAUIGRW29    2S                            28083Y        T02221                                                    
S,EEU,P,G,UIBB,RW12,10367,1170,N56223562,E101403096,,01606,0000,49,197,G12A,,S,Simulation application continuation,,,,60610,2005,SEEUP UIBBUIGRW12    1103671170 N56223562E101403096               01606000049197 G12A 0246                                 ,SEEUP UIBBUIGRW12    2S                            11486Y        T01609                                                    
S,EEU,P,G,UIBB,RW30,10367,2970,N56215265,E101431797,,01602,0000,51,197,IBS,,S,Simulation application continuation,,,,60612,2403,SEEUP UIBBUIGRW30    1103672970 N56215265E101431797               01602000051197 IBS  0246                                 ,SEEUP UIBBUIGRW30    2S                            29490Y        T01606                                                    
S,EEU,P,G,UIII,RW12,11696,1180,N52161950,E104223385,,01588,1312,52,148,ICN,,S,Simulation application continuation,,,,61210,2409,SEEUP UIIIUIGRW12    1116961180 N52161950E104223385               01588131252148 ICN  0000                                 ,SEEUP UIIIUIGRW12    2S                            11343Y        T01620                                                    
S,EEU,P,G,UIII,RW30,11696,2980,N52154388,E104244771,,01675,1312,52,148,IIR,,S,Simulation application continuation,,,,61212,2409,SEEUP UIIIUIGRW30    1116962980 N52154388E104244771               01675131252148 IIR  0000                                 ,SEEUP UIIIUIGRW30    2S                            29347Y        T01671                                                    
S,EEU,P,G,UIIR,RW14,08205,1420,N52223385,E104101542,,01430,0000,55,197,,,S,Simulation application continuation,,,,61237,2307,SEEUP UIIRUIGRW14    1082051420 N52223385E104101542               01430000055197      0000                                 ,SEEUP UIIRUIGRW14    2S                            13757Y        L01430                                                    
S,EEU,P,G,UIIR,RW32,08205,3220,N52213376,E104114392,,01436,0000,54,197,,,S,Simulation application continuation,,,,61239,2307,SEEUP UIIRUIGRW32    1082053220 N52213376E104114392               01436000054197      0000                                 ,SEEUP UIIRUIGRW32    2S                            31758Y        L01436                                                    
S,EEU,P,G,UITT,RW12,06562,1230,N56514160,E105425876,-0140,02187,0000,50,148,G12A,,S,Simulation application continuation,,,,61666,2502,SEEUP UITTUIGRW12    1065621230 N56514160E105425876-0140          02187000050148 G12A 0000                                 ,SEEUP UITTUIGRW12    2S                            11658Y        L02187                                                    
S,EEU,P,G,UITT,RW30,06562,3030,N56511266,E105444429,+0140,02178,0000,52,148,ICI,,S,Simulation application continuation,,,,61668,2502,SEEUP UITTUIGRW30    1065623030 N56511266E105444429+0140          02178000052148 ICI  0000                                 ,SEEUP UITTUIGRW30    2S                            29626Y        L02178                                                    
S,EEU,P,G,UIUU,RW08,11155,0840,N51482398,E107245945,,01700,0000,56,148,IUL,,S,Simulation application continuation,,,,62212,2509,SEEUP UIUUUIGRW08    1111550840 N51482398E107245945               01700000056148 IUL  0000                                 ,SEEUP UIUUUIGRW08    2S                            07801Y        T01700                                                    
S,EEU,P,G,UIUU,RW26,11155,2640,N51484669,E107275308,,01651,0000,57,148,IZD,,S,Simulation application continuation,,,,62214,2509,SEEUP UIUUUIGRW26    1111552640 N51484669E107275308               01651000057148 IZD  0000                                 ,SEEUP UIUUUIGRW26    2S                            25801Y        T01674                                                    
S,EEU,P,G,UKBB,RW18L,13123,1760,N50213794,E030542330,,00410,0000,51,197,IBI,,S,Simulation application continuation,,,,63312,2205,SEEUP UKBBUKGRW18L   1131231760 N50213794E030542330               00410000051197 IBI  0000                                 ,SEEUP UKBBUKGRW18L   2S                            18269Y        L00410                                                    
S,EEU,P,G,UKBB,RW18R,11483,1760,N50210768,E030525373,,00419,0000,57,207,IKB,,S,Simulation application continuation,,,,63314,2205,SEEUP UKBBUKGRW18R   1114831760 N50210768E030525373               00419000057207 IKB  0000                                 ,SEEUP UKBBUKGRW18R   2S                            18265Y        T00426                                                    
S,EEU,P,G,UKBB,RW36L,11483,3560,N50191454,E030524554,,00404,0000,54,207,IKE,,S,Simulation application continuation,,,,63316,2205,SEEUP UKBBUKGRW36L   1114833560 N50191454E030524554               00404000054207 IKE  0000                                 ,SEEUP UKBBUKGRW36L   2S                            00265Y        L00404                                                    
S,EEU,P,G,UKBB,RW36R,13123,3560,N50192863,E030541380,,00422,0000,52,197,INO,,S,Simulation application continuation,,,,63318,2205,SEEUP UKBBUKGRW36R   1131233560 N50192863E030541380               00422000052197 INO  0000                                 ,SEEUP UKBBUKGRW36R   2S                            00269Y        L00422                                                    
S,EEU,P,G,UKDD,RW08,09377,0820,N48212617,E035045249,,00453,0000,58,144,IDP,,S,Simulation application continuation,,,,63641,2005,SEEUP UKDDUKGRW08    1093770820 N48212617E035045249               00453000058144 IDP  0000                                 ,SEEUP UKDDUKGRW08    2S                            09000Y        T00475                                                    
S,EEU,P,G,UKDD,RW26,09377,2620,N48212616,E035071127,,00472,0000,49,144,IDR,,S,Simulation application continuation,,,,63643,2005,SEEUP UKDDUKGRW26    1093772620 N48212616E035071127               00472000049144 IDR  0000                                 ,SEEUP UKDDUKGRW26    2S                            27000Y        T00472                                                    
S,EEU,P,G,UKDE,RW02,08209,0160,N47512428,E035183122,+0400,00339,0000,50,138,,,S,Simulation application continuation,,,,63753,2110,SEEUP UKDEUKGRW02    1082090160 N47512428E035183122+0400          00339000050138      0000                                 ,SEEUP UKDEUKGRW02    2S                            02259Y        L00339                                                    
S,EEU,P,G,UKDE,RW20,08209,1960,N47523903,E035191745,-0400,00373,0000,52,138,IZP,,S,Simulation application continuation,,,,63755,2110,SEEUP UKDEUKGRW20    1082091960 N47523903E035191745-0400          00373000052138 IZP  0000                                 ,SEEUP UKDEUKGRW20    2S                            20259Y        L00373                                                    
S,EEU,P,G,UKDR,RW18,08202,1770,N48031929,E033123466,-0360,00406,0000,50,138,IRG,,S,Simulation application continuation,,,,63862,1909,SEEUP UKDRUKGRW18    1082021770 N48031929E033123466-0360          00406000050138 IRG  0000                                 ,SEEUP UKDRUKGRW18    2S                            18533Y        L00406                                                    
S,EEU,P,G,UKDR,RW36,08202,3570,N48015868,E033122344,+0360,00376,0000,55,138,IRO,,S,Simulation application continuation,,,,63864,1909,SEEUP UKDRUKGRW36    1082023570 N48015868E033122344+0360          00376000055138 IRO  0000                                 ,SEEUP UKDRUKGRW36    2S                            00533Y        L00376                                                    
S,EEU,P,G,UKHD,RW02,05906,0220,N50010589,E036153811,,00564,0000,40,197,,,S,Simulation application continuation,,,,63878,1812,SEEUP UKHDUKGRW02    1059060220 N50010589E036153811               00564000040197      0000                                 ,SEEUP UKHDUKGRW02    2S                            03255Y        L00564                                                    
S,EEU,P,G,UKHD,RW20,05906,2020,N50015500,E036162677,,00591,0000,40,197,,,S,Simulation application continuation,,,,63880,1812,SEEUP UKHDUKGRW20    1059062020 N50015500E036162677               00591000040197      0000                                 ,SEEUP UKHDUKGRW20    2S                            21255Y        L00591                                                    
S,EEU,P,G,UKHH,RW07,08202,0730,N49553162,E036162456,,00495,0000,56,148,IHR,,S,Simulation application continuation,,,,64160,1904,SEEUP UKHHUKGRW07    1082020730 N49553162E036162456               00495000056148 IHR  0000                                 ,SEEUP UKHHUKGRW07    2S                            08275Y        L00495                                                    
S,EEU,P,G,UKHH,RW25,08202,2530,N49554184,E036182888,,00529,0000,51,148,IHA,,S,Simulation application continuation,,,,64162,1904,SEEUP UKHHUKGRW25    1082022530 N49554184E036182888               00529000051148 IHA  0000                                 ,SEEUP UKHHUKGRW25    2S                            26275Y        L00529                                                    
S,EEU,P,G,UKHK,RW36,03281,3570,N49075317,E033291354,,00260,0000,40,361,,,S,Simulation application continuation,,,,64188,2014,SEEUP UKHKUKGRW36    1032813570 N49075317E033291354               00260000040361      0000                                 ,SEEUP UKHKUKGRW36    2S                            00515Y        L00260                                                    
S,EEU,P,G,UKHP,RW09,08366,0890,N49341400,E034223600,+0048,00501,0000,50,138,,,S,Simulation application continuation,,,,64246,1803,SEEUP UKHPUKGRW09    1083660890 N49341400E034223600+0048          00501000050138      0000                                 ,SEEUP UKHPUKGRW09    2S                            09615Y        L00501                                                    
S,EEU,P,G,UKHP,RW27,08366,2690,N49340500,E034244200,-0048,00505,0000,50,138,,,S,Simulation application continuation,,,,64248,1803,SEEUP UKHPUKGRW27    1083662690 N49340500E034244200-0048          00505000050138      0000                                 ,SEEUP UKHPUKGRW27    2S                            27615Y        L00505                                                    
S,EEU,P,G,UKHS,RW08,08202,0750,N50512511,E034444217,,00594,0000,50,138,,,S,Simulation application continuation,,,,64265,2008,SEEUP UKHSUKGRW08    1082020750 N50512511E034444217               00594000050138      0000                                 ,SEEUP UKHSUKGRW08    2S                            08338Y        L00594                                                    
S,EEU,P,G,UKHS,RW26,08202,2550,N50513453,E034464907,,00571,0000,50,138,,,S,Simulation application continuation,,,,64267,2008,SEEUP UKHSUKGRW26    1082022550 N50513453E034464907               00571000050138      0000                                 ,SEEUP UKHSUKGRW26    2S                            26338Y        L00571                                                    
S,EEU,P,G,UKKE,RW14,08202,1430,N49253193,E031591034,,00374,0000,50,138,,,S,Simulation application continuation,,,,64273,2202,SEEUP UKKEUKGRW14    1082021430 N49253193E031591034               00374000050138      0000                                 ,SEEUP UKKEUKGRW14    2S                            14960Y        L00374                                                    
S,EEU,P,G,UKKE,RW32,08202,3230,N49242214,E032001311,,00354,0000,50,138,,,S,Simulation application continuation,,,,64275,2202,SEEUP UKKEUKGRW32    1082023230 N49242214E032001311               00354000050138      0000                                 ,SEEUP UKKEUKGRW32    2S                            32960Y        L00354                                                    
S,EEU,P,G,UKKG,RW15,04268,1540,N48325285,E032170762,,00551,0000,50,148,,,S,Simulation application continuation,,,,64298,2105,SEEUP UKKGUKGRW15    1042681540 N48325285E032170762               00551000050148      0000                                 ,SEEUP UKKGUKGRW15    2S                            16090Y        L00551                                                    
S,EEU,P,G,UKKG,RW33,04268,3340,N48321305,E032172838,,00558,0000,50,148,,,S,Simulation application continuation,,,,64300,2105,SEEUP UKKGUKGRW33    1042683340 N48321305E032172838               00558000050148      0000                                 ,SEEUP UKKGUKGRW33    2S                            34090Y        L00558                                                    
S,EEU,P,G,UKKK,RW08,07579,0790,N50240418,E030261291,+0460,00560,0492,50,148,IKI,,S,Simulation application continuation,,,,64574,1808,SEEUP UKKKUKGRW08    1075790790 N50240418E030261291+0460          00560049250148 IKI  0000                                 ,SEEUP UKKKUKGRW08    2S                            08617Y        L00560                                                    
S,EEU,P,G,UKKK,RW26,07579,2590,N50240875,E030275965,-0460,00587,0157,53,148,IKV,,S,Simulation application continuation,,,,64576,1713,SEEUP UKKKUKGRW26    1075792590 N50240875E030275965-0460          00587015753148 IKV  0000                                 ,SEEUP UKKKUKGRW26    2S                            26617Y        L00587                                                    
S,EEU,P,G,UKKM,RW15,11490,1480,N50370406,E030105030,,00513,0000,51,184,ILC,,S,Simulation application continuation,,,,64708,1710,SEEUP UKKMUKGRW15    1114901480 N50370406E030105030               00513000051184 ILC  0000                                 ,SEEUP UKKMUKGRW15    2S                            15450Y        T00516                                                    
S,EEU,P,G,UKKM,RW33,11490,3280,N50352183,E030120693,,00506,0000,52,184,IGO,,S,Simulation application continuation,,,,64710,1710,SEEUP UKKMUKGRW33    1114903280 N50352183E030120693               00506000052184 IGO  0000                                 ,SEEUP UKKMUKGRW33    2S                            33450Y        T00511                                                    
S,EEU,P,G,UKKO,RW11,08366,1120,N50094770,E028433233,,00741,0000,50,197,,,S,Simulation application continuation,,,,64732,2108,SEEUP UKKOUKGRW11    1083661120 N50094770E028433233               00741000050197      0000                                 ,SEEUP UKKOUKGRW11    2S                            11800N        L00741                                                    
S,EEU,P,G,UKKO,RW29,08366,2920,N50090877,E028452556,-0260,00764,0000,50,197,,,S,Simulation application continuation,,,,64734,2108,SEEUP UKKOUKGRW29    1083662920 N50090877E028452556-0260          00764000050197      0000                                 ,SEEUP UKKOUKGRW29    2S                            29812Y        L00764                                                    
S,EEU,P,G,UKKT,RW14,05925,1380,N50290742,E030223686,,00570,0000,50,115,,,S,Simulation application continuation,,,,64784,2005,SEEUP UKKTUKGRW14    1059251380 N50290742E030223686               00570000050115      0000                                 ,SEEUP UKKTUKGRW14    2S                            14479Y        L00570                                                    
S,EEU,P,G,UKKT,RW32,05925,3180,N50281968,E030232961,,00581,0000,40,115,,,S,Simulation application continuation,,,,64786,2005,SEEUP UKKTUKGRW32    1059253180 N50281968E030232961               00581000040115      0000                                 ,SEEUP UKKTUKGRW32    2S                            32479Y        L00581                                                    
S,EEU,P,G,UKKV,RW13,05413,1290,N50162300,E028440700,+0020,00722,0000,40,115,,,S,Simulation application continuation,,,,64797,1604,SEEUP UKKVUKGRW13    1054131290 N50162300E028440700+0020          00722000040115      0000                                 ,SEEUP UKKVUKGRW13    2S                            13515Y        L00722                                                    
S,EEU,P,G,UKKV,RW31,05413,3090,N50154500,E028450600,-0020,00723,0000,40,115,,,S,Simulation application continuation,,,,64799,1604,SEEUP UKKVUKGRW31    1054133090 N50154500E028450600-0020          00723000040115      0000                                 ,SEEUP UKKVUKGRW31    2S                            31515Y        L00723                                                    
S,EEU,P,G,UKLI,RW10,08202,0980,N48531173,E024400430,-0180,00919,0000,50,144,,,S,Simulation application continuation,,,,64944,2105,SEEUP UKLIUKGRW10    1082020980 N48531173E024400430-0180          00919000050144      0000                                 ,SEEUP UKLIUKGRW10    2S                            10397Y        L00919                                                    
S,EEU,P,G,UKLI,RW28,08202,2780,N48525220,E024420343,+0180,00904,0000,50,144,,,S,Simulation application continuation,,,,64946,2105,SEEUP UKLIUKGRW28    1082022780 N48525220E024420343+0180          00904000050144      0000                                 ,SEEUP UKLIUKGRW28    2S                            28397Y        L00904                                                    
S,EEU,P,G,UKLL,RW13,10843,1300,N49490401,E023564662,,01069,1345,55,148,ILO,,S,Simulation application continuation,,,,65305,1808,SEEUP UKLLUKGRW13    1108431300 N49490401E023564662               01069134555148 ILO  0000                                 ,SEEUP UKLLUKGRW13    2S                            13576Y        L01069                                                    
