record_type,area_code,sec,subsection_code,airport_icao,icao_code,sub,ils_ident,navaid_icao_code,vor_frequency,navaid_class,vor_latitude,vor_longitude,dme_ident,dme_latitude,dme_longitude,station_declination,dme_elevation,figure_of_merit,ils_dme_bias,frequency_protection,datum_code,vor_name,sim_cont_appl_code,sim_cont_appl_label,sim_cont_sim_facility_characteristics,sim_cont_sim_magnetic_variation,sim_cont_sim_facility_elevation,sim_cont_sim_file_record_number,sim_cont_sim_cycle_date,primary_1_123,sim_cont_1_123
S,EEU,D,,UUBW,UU,,IRT,UU,11090,IT N,,,IRT,N55321520,E038103680,,00404,0,,280,WGE,RAMENSKOYE,S,Simulation application continuation,UN,E0120,00404,73685,2109,SEEUD UUBWUU IRT   UU111090 IT N                   IRT N55321520E038103680     004040  280WGERAMENSKOYE                    ,SEEUD UUBWUU IRT   UU2S    UN                                             E012000404                                       
S,EEU,D,,UUDD,UU,,IDM,UU,11010,ITDN,,,IDM,N55250450,E037522310,,00600,0,02,352,WGE,DOMODEDOVO,S,Simulation application continuation,UN,E0119,00600,73687,2508,SEEUD UUDDUU IDM   UU111010 ITDN                   IDM N55250450E037522310     00600002352WGEDOMODEDOVO                    ,SEEUD UUDDUU IDM   UU2S    UN                                             E011900600                                       
S,EEU,D,,UUDD,UU,,IDO,UU,10930,ITDN,,,IDO,N55234790,E037535310,,00600,0,02,417,WGE,DOMODEDOVO,S,Simulation application continuation,UN,E0119,00600,73689,2508,SEEUD UUDDUU IDO   UU110930 ITDN                   IDO N55234790E037535310     00600002417WGEDOMODEDOVO                    ,SEEUD UUDDUU IDO   UU2S    UN                                             E011900600                                       
S,EEU,D,,UUDL,UU,,IRG,UU,11050,ITDN,,,IRG,N57335920,E040102850,,00400,0,02,131,WGE,TUNOSHNA,S,Simulation application continuation,UN,E0136,00400,73691,2412,SEEUD UUDLUU IRG   UU111050 ITDN                   IRG N57335920E040102850     00400002131WGETUNOSHNA                      ,SEEUD UUDLUU IRG   UU2S    UN                                             E013600400                                       
S,EEU,D,,UUEE,UU,,IAD,UU,11130,ITDN,,,IAD,N55583400,E037261200,,00630,0,02,323,WGE,SHEREMETYEVO,S,Simulation application continuation,UN,E0121,00630,73693,2402,SEEUD UUEEUU IAD   UU111130 ITDN                   IAD N55583400E037261200     00630002323WGESHEREMETYEVO                  ,SEEUD UUEEUU IAD   UU2S    UN                                             E012100630                                       
S,EEU,D,,UUEE,UU,,IBR,UU,10935,ITDN,,,IBR,N55591940,E037222390,,00600,0,02,,WGE,SHEREMETYEVO,S,Simulation application continuation,UN,E0121,00600,73695,2402,SEEUD UUEEUU IBR   UU110935 ITDN                   IBR N55591940E037222390     00600002   WGESHEREMETYEVO                  ,SEEUD UUEEUU IBR   UU2S    UN                                             E012100600                                       
S,EEU,D,,UUEE,UU,,IBW,UU,11050,ITDN,,,IBW,N55582480,E037262010,,00600,0,02,131,WGE,SHEREMETYEVO,S,Simulation application continuation,UN,E0121,00600,73697,2402,SEEUD UUEEUU IBW   UU111050 ITDN                   IBW N55582480E037262010     00600002131WGESHEREMETYEVO                  ,SEEUD UUEEUU IBW   UU2S    UN                                             E012100600                                       
S,EEU,D,,UUEE,UU,,IMA,UU,10875,ITDN,,,IMA,N55585800,E037200110,,00600,0,02,404,WGE,SHEREMETYEVO,S,Simulation application continuation,UN,E0120,00600,73699,2402,SEEUD UUEEUU IMA   UU110875 ITDN                   IMA N55585800E037200110     00600002404WGESHEREMETYEVO                  ,SEEUD UUEEUU IMA   UU2S    UN                                             E012000600                                       
S,EEU,D,,UUEE,UU,,IMR,UU,10810,ITDN,,,IMR,N55581020,E037233200,,00630,0,02,215,WGE,SHEREMETYEVO,S,Simulation application continuation,UN,E0121,00630,73701,2402,SEEUD UUEEUU IMR   UU110810 ITDN                   IMR N55581020E037233200     00630002215WGESHEREMETYEVO                  ,SEEUD UUEEUU IMR   UU2S    UN                                             E012100630                                       
S,EEU,D,,UUEE,UU,,INL,UU,10910,ITDN,,,INL,N55575960,E037233170,,00600,0,02,169,WGE,SHEREMETYEVO,S,Simulation application continuation,UN,E0121,00600,73703,2402,SEEUD UUEEUU INL   UU110910 ITDN                   INL N55575960E037233170     00600002169WGESHEREMETYEVO                  ,SEEUD UUEEUU INL   UU2S    UN                                             E012100600                                       
S,EEU,D,,UUOD,UU,,IZF,UU,10990,ITDN,,,IZF,N51392750,E039155160,,00358,0,02,493,WGE,PRIDACHA,S,Simulation application continuation,UN,E0104,00358,73705,2310,SEEUD UUODUU IZF   UU110990 ITDN                   IZF N51392750E039155160     00358002493WGEPRIDACHA                      ,SEEUD UUODUU IZF   UU2S    UN                                             E010400358                                       
S,EEU,D,,UUWW,UU,,IGT,UU,10890,ITDN,,,IGT,N55351110,E037143700,,00685,0,02,322,WGE,VNUKOVO,S,Simulation application continuation,UN,E0118,00685,73707,2013,SEEUD UUWWUU IGT   UU110890 ITDN                   IGT N55351110E037143700     00685002322WGEVNUKOVO                       ,SEEUD UUWWUU IGT   UU2S    UN                                             E011800685                                       
S,EEU,D,,UUWW,UU,,IOB,UU,11110,ITDN,,,IOB,N55354540,E037170970,,00685,0,02,342,WGE,VNUKOVO,S,Simulation application continuation,UN,E0118,00685,73709,2013,SEEUD UUWWUU IOB   UU111110 ITDN                   IOB N55354540E037170970     00685002342WGEVNUKOVO                       ,SEEUD UUWWUU IOB   UU2S    UN                                             E011800685                                       
S,EEU,D,,UUWW,UU,,ITA,UU,11150,ITDN,,,ITA,N55363540,E037162370,,00640,0,02,138,WGE,VNUKOVO,S,Simulation application continuation,UN,E0118,00640,73711,2506,SEEUD UUWWUU ITA   UU111150 ITDN                   ITA N55363540E037162370     00640002138WGEVNUKOVO                       ,SEEUD UUWWUU ITA   UU2S    UN                                             E011800640                                       
S,EEU,D,,UUWW,UU,,IWM,UU,11170,ITDN,,,IWM,N55352170,E037152680,,00685,0,02,070,WGE,VNUKOVO,S,Simulation application continuation,UN,E0118,00685,73713,2013,SEEUD UUWWUU IWM   UU111170 ITDN                   IWM N55352170E037152680     00685002070WGEVNUKOVO                       ,SEEUD UUWWUU IWM   UU2S    UN                                             E011800685                                       
S,EEU,D,,UUYH,UL,,IBF,UL,10970,ITDN,,,IBF,N63332970,E053474510,,00482,0,02,,WGE,UKHTA,S,Simulation application continuation,UN,E0208,00482,73715,2310,SEEUD UUYHUL IBF   UL110970 ITDN                   IBF N63332970E053474510     00482002   WGEUKHTA                         ,SEEUD UUYHUL IBF   UL2S    UN                                             E020800482                                       
S,EEU,D,,UUYH,UL,,IDP,UL,11010,ITDN,,,IDP,N63343200,E053484770,,00482,0,02,452,WGE,UKHTA,S,Simulation application continuation,UN,E0208,00482,73717,2310,SEEUD UUYHUL IDP   UL111010 ITDN                   IDP N63343200E053484770     00482002452WGEUKHTA                         ,SEEUD UUYHUL IDP   UL2S    UN                                             E020800482                                       
S,EEU,D,,UUYS,UL,,IUL,UL,10870,ITDN,,,IUL,N66004780,E057214030,,00300,0,02,561,WGE,USINSK,S,Simulation application continuation,UN,E0237,00300,73719,2413,SEEUD UUYSUL IUL   UL110870 ITDN                   IUL N66004780E057214030     00300002561WGEUSINSK                        ,SEEUD UUYSUL IUL   UL2S    UN                                             E023700300                                       
S,EEU,D,,UUYW,UL,,IDW,UL,10950,IT N,,,IDW,N67292940,E063582660,,00604,0,,248,WGE,VORKUTA,S,Simulation application continuation,UN,E0257,00604,73721,2307,SEEUD UUYWUL IDW   UL110950 IT N                   IDW N67292940E063582660     006040  248WGEVORKUTA                       ,SEEUD UUYWUL IDW   UL2S    UN                                             E025700604                                       
S,EEU,D,,UUYY,UL,,IPW,UL,10830,ITDN,,,IPW,N61382120,E050501000,,00339,0,02,350,WGE,SYKTYVKAR,S,Simulation application continuation,UN,E0186,00339,73723,2411,SEEUD UUYYUL IPW   UL110830 ITDN                   IPW N61382120E050501000     00339002350WGESYKTYVKAR                     ,SEEUD UUYYUL IPW   UL2S    UN                                             E018600339                                       
S,EEU,D,,UUYY,UL,,ISR,UL,11170,ITDN,,,ISR,N61391530,E050511760,,00338,0,02,326,WGE,SYKTYVKAR,S,Simulation application continuation,UN,E0186,00338,73725,2411,SEEUD UUYYUL ISR   UL111170 ITDN                   ISR N61391530E050511760     00338002326WGESYKTYVKAR                     ,SEEUD UUYYUL ISR   UL2S    UN                                             E018600338                                       
S,EEU,D,,UWGG,UW,,IBO,UW,11050,ITDN,,,IBO,N56130400,E043470070,,00300,0,02,143,WGE,STRIGINO,S,Simulation application continuation,UN,E0135,00300,73727,2013,SEEUD UWGGUW IBO   UW111050 ITDN                   IBO N56130400E043470070     00300002143WGESTRIGINO                      ,SEEUD UWGGUW IBO   UW2S    UN                                             E013500300                                       
S,EEU,D,,UWGG,UW,,IUV,UW,10810,ITDN,,,IUV,N56141820,E043472790,,00300,0,02,215,WGE,STRIGINO,S,Simulation application continuation,UN,E0135,00300,73729,2302,SEEUD UWGGUW IUV   UW110810 ITDN                   IUV N56141820E043472790     00300002215WGESTRIGINO                      ,SEEUD UWGGUW IUV   UW2S    UN                                             E013500300                                       
S,EEU,D,,UWKB,UW,,ILB,UW,11090,ITDN,,,ILB,N54384870,E052482530,,00984,0,02,409,WGE,BUGULMA,S,Simulation application continuation,UN,E0137,00984,73731,2409,SEEUD UWKBUW ILB   UW111090 ITDN                   ILB N54384870E052482530     00984002409WGEBUGULMA                       ,SEEUD UWKBUW ILB   UW2S    UN                                             E013700984                                       
S,EEU,D,,UWKD,UW,,IAM,UW,11050,ITDN,,,IAM,N55365290,E049151260,,00410,0,02,187,WGE,KAZAN,S,Simulation application continuation,UN,E0140,00410,73733,2307,SEEUD UWKDUW IAM   UW111050 ITDN                   IAM N55365290E049151260     00410002187WGEKAZAN                         ,SEEUD UWKDUW IAM   UW2S    UN                                             E014000410                                       
S,EEU,D,,UWKD,UW,,IBL,UW,11170,ITDN,,,IBL,N55355520,E049174150,,00410,0,02,367,WGE,KAZAN,S,Simulation application continuation,UN,E0140,00410,73735,2307,SEEUD UWKDUW IBL   UW111170 ITDN                   IBL N55355520E049174150     00410002367WGEKAZAN                         ,SEEUD UWKDUW IBL   UW2S    UN                                             E014000410                                       
S,EEU,D,,UWKE,UW,,INK,UW,10990,ITDN,,,INK,N55341750,E052060800,,00640,0,02,198,WGE,BEGISHEVO,S,Simulation application continuation,UN,E0142,00640,73737,2407,SEEUD UWKEUW INK   UW110990 ITDN                   INK N55341750E052060800     00640002198WGEBEGISHEVO                     ,SEEUD UWKEUW INK   UW2S    UN                                             E014200640                                       
S,EEU,D,,UWKJ,UW,,IIO,UW,10895,ITDN,,,IIO,N56424590,E047532600,,00348,0,02,,WGE,YOSHKAR-OLA,S,Simulation application continuation,UN,E0145,00348,73739,2102,SEEUD UWKJUW IIO   UW110895 ITDN                   IIO N56424590E047532600     00348002   WGEYOSHKAR-OLA                   ,SEEUD UWKJUW IIO   UW2S    UN                                             E014500348                                       
S,EEU,D,,UWKS,UW,,ICR,UW,10830,ITDN,,,ICR,N56053940,E047214220,,00560,0,02,350,WGE,CHEBOKSARY,S,Simulation application continuation,UN,E0140,00560,73741,2313,SEEUD UWKSUW ICR   UW110830 ITDN                   ICR N56053940E047214220     00560002350WGECHEBOKSARY                    ,SEEUD UWKSUW ICR   UW2S    UN                                             E014000560                                       
S,EEU,D,,UWKS,UW,,ILA,UW,11030,ITDN,,,ILA,N56052040,E047195730,,00560,0,02,114,WGE,CHEBOKSARY,S,Simulation application continuation,UN,E0140,00560,73743,2503,SEEUD UWKSUW ILA   UW111030 ITDN                   ILA N56052040E047195730     00560002114WGECHEBOKSARY                    ,SEEUD UWKSUW ILA   UW2S    UN                                             E014000560                                       
S,EEU,D,,UWLL,UW,,ILS,UW,11130,ITDN,,,ILS,N54164880,E048142070,,00394,0,02,223,WGE,BARATAYEVKA,S,Simulation application continuation,UN,E0130,00394,73745,2102,SEEUD UWLLUW ILS   UW111130 ITDN                   ILS N54164880E048142070     00394002223WGEBARATAYEVKA                   ,SEEUD UWLLUW ILS   UW2S    UN                                             E013000394                                       
S,EEU,D,,UWLL,UW,,IMR,UW,11030,ITDN,,,IMR,N54154570,E048125540,,00492,0,02,114,WGE,BARATAYEVKA,S,Simulation application continuation,UN,E0130,00492,73747,2102,SEEUD UWLLUW IMR   UW111030 ITDN                   IMR N54154570E048125540     00492002114WGEBARATAYEVKA                   ,SEEUD UWLLUW IMR   UW2S    UN                                             E013000492                                       
S,EEU,D,,UWLW,UW,,IUL,UW,11010,ITDN,,,IUL,N54230540,E048470120,,00290,0,02,002,WGE,VOSTOCHNY,S,Simulation application continuation,UN,E0131,00290,73749,2304,SEEUD UWLWUW IUL   UW111010 ITDN                   IUL N54230540E048470120     00290002002WGEVOSTOCHNY                     ,SEEUD UWLWUW IUL   UW2S    UN                                             E013100290                                       
S,EEU,D,,UWLW,UW,,IWN,UW,11010,ITDN,,,IWN,N54250620,E048490660,,00233,0,02,002,WGE,VOSTOCHNY,S,Simulation application continuation,UN,E0132,00233,73751,2304,SEEUD UWLWUW IWN   UW111010 ITDN                   IWN N54250620E048490660     00233002002WGEVOSTOCHNY                     ,SEEUD UWLWUW IWN   UW2S    UN                                             E013200233                                       
S,EEU,D,,UWOO,UW,,ILM,UW,10930,ITDN,,,ILM,N51474873,E055280863,,00392,0,02,453,WGE,ORENBURG,S,Simulation application continuation,UN,E0120,00392,73753,2506,SEEUD UWOOUW ILM   UW110930 ITDN                   ILM N51474873E055280863     00392002453WGEORENBURG                      ,SEEUD UWOOUW ILM   UW2S    UN                                             E012000392                                       
S,EEU,D,,UWOO,UW,,IWP,UW,10990,IT N,,,IWP,N51474970,E055263410,,00387,0,,155,WGE,ORENBURG,S,Simulation application continuation,UN,E0120,00387,73755,2013,SEEUD UWOOUW IWP   UW110990 IT N                   IWP N51474970E055263410     003870  155WGEORENBURG                      ,SEEUD UWOOUW IWP   UW2S    UN                                             E012000387                                       
S,EEU,D,,UWOR,UW,,IOR,UW,10815,ITDN,,,IOR,N51042370,E058364220,,00900,0,02,,WGE,ORSK,S,Simulation application continuation,UN,E0115,00900,73757,2502,SEEUD UWORUW IOR   UW110815 ITDN                   IOR N51042370E058364220     00900002   WGEORSK                          ,SEEUD UWORUW IOR   UW2S    UN                                             E011500900                                       
S,EEU,D,,UWOR,UW,,IRK,UW,10955,ITDN,,,IRK,N51040930,E058345180,,00900,0,02,,WGE,ORSK,S,Simulation application continuation,UN,E0115,00900,73759,2502,SEEUD UWORUW IRK   UW110955 ITDN                   IRK N51040930E058345180     00900002   WGEORSK                          ,SEEUD UWORUW IRK   UW2S    UN                                             E011500900                                       
S,EEU,D,,UWPS,UW,,IGE,UW,11035,ITDN,,,IGE,N54075950,E045132500,,00709,0,02,,WGE,SARANSK,S,Simulation application continuation,UN,E0125,00709,73761,2013,SEEUD UWPSUW IGE   UW111035 ITDN                   IGE N54075950E045132500     00709002   WGESARANSK                       ,SEEUD UWPSUW IGE   UW2S    UN                                             E012500709                                       
S,EEU,D,,UWSG,UW,,ITL,UW,10875,ITDN,,,ITL,N51423900,E046111660,,00100,0,02,404,WGE,GAGARIN,S,Simulation application continuation,UN,E0113,00100,73763,2313,SEEUD UWSGUW ITL   UW110875 ITDN                   ITL N51423900E046111660     00100002404WGEGAGARIN                       ,SEEUD UWSGUW ITL   UW2S    UN                                             E011300100                                       
S,EEU,D,,UWSG,UW,,ITW,UW,10855,ITDN,,,ITW,N51424170,E046091600,,00100,0,02,,WGE,GAGARIN,S,Simulation application continuation,UN,E0113,00100,73765,2313,SEEUD UWSGUW ITW   UW110855 ITDN                   ITW N51424170E046091600     00100002   WGEGAGARIN                       ,SEEUD UWSGUW ITW   UW2S    UN                                             E011300100                                       
S,EEU,D,,UWUU,UW,,INM,UW,10870,ITDN,,,INM,N54324460,E055522340,,00440,0,02,123,WGE,UFA,S,Simulation application continuation,UN,E0138,00440,73767,2310,SEEUD UWUUUW INM   UW110870 ITDN                   INM N54324460E055522340     00440002123WGEUFA                           ,SEEUD UWUUUW INM   UW2S    UN                                             E013800440                                       
S,EEU,D,,UWUU,UW,,IPT,UW,11030,ITDN,,,IPT,N54341370,E055505930,,00380,0,02,158,WGE,UFA,S,Simulation application continuation,UN,E0138,00380,73769,2310,SEEUD UWUUUW IPT   UW111030 ITDN                   IPT N54341370E055505930     00380002158WGEUFA                           ,SEEUD UWUUUW IPT   UW2S    UN                                             E013800380                                       
S,EEU,D,,UWWW,UW,,IAZ,UW,11110,ITDN,,,IAZ,N53294830,E050110070,,00400,0,02,465,WGE,KURUMOCH,S,Simulation application continuation,UN,E0127,00400,73771,2406,SEEUD UWWWUW IAZ   UW111110 ITDN                   IAZ N53294830E050110070     00400002465WGEKURUMOCH                      ,SEEUD UWWWUW IAZ   UW2S    UN                                             E012700400                                       
S,EEU,D,,UWWW,UW,,IWG,UW,11190,ITDN,,,IWG,N53305760,E050101920,,00440,0,02,222,WGE,KURUMOCH,S,Simulation application continuation,UN,E0127,00440,73773,2406,SEEUD UWWWUW IWG   UW111190 ITDN                   IWG N53305760E050101920     00440002222WGEKURUMOCH                      ,SEEUD UWWWUW IWG   UW2S    UN                                             E012700440                                       
S,EEU,D,,UZFA,UT,,IAN,UT,11050,ITDN,,,IAN,N40431803,E072171517,,01548,0,02,141,WGE,ANDIJAN,S,Simulation application continuation,UN,E0050,01548,73775,2510,SEEUD UZFAUT IAN   UT111050 ITDN                   IAN N40431803E072171517     01548002141WGEANDIJAN                       ,SEEUD UZFAUT IAN   UT2S    UN                                             E005001548                                       
S,EEU,D,,UZFF,UT,,IZU,UT,10970,ITDN,,,IZU,N40220863,E071444909,,02100,0,01,151,WGE,FERGANA,S,Simulation application continuation,UN,E0050,02100,73777,2510,SEEUD UZFFUT IZU   UT110970 ITDN                   IZU N40220863E071444909     02100001151WGEFERGANA                       ,SEEUD UZFFUT IZU   UT2S    UN                                             E005002100                                       
S,EEU,D,,UZSA,UT,,IHG,UT,10930,ITDN,,,IHG,N40064592,E065090875,,01200,0,02,,WGE,NAVOI,S,Simulation application continuation,UN,E0056,01200,73779,2212,SEEUD UZSAUT IHG   UT110930 ITDN                   IHG N40064592E065090875     01200002   WGENAVOI                         ,SEEUD UZSAUT IHG   UT2S    UN                                             E005601200                                       
S,EEU,D,,UZSA,UT,,INL,UT,10870,ITDN,,,INL,N40071046,E065112721,,01200,0,02,342,WGE,NAVOI,S,Simulation application continuation,UN,E0056,01200,73781,2212,SEEUD UZSAUT INL   UT110870 ITDN                   INL N40071046E065112721     01200002342WGENAVOI                         ,SEEUD UZSAUT INL   UT2S    UN                                             E005601200                                       
S,EEU,D,,UZSS,UT,,IMZ,UT,10950,ITDN,,,IMZ,N39421393,E066580413,,02200,0,02,,WGE,SAMARKAND,S,Simulation application continuation,UN,E0053,02200,73783,2211,SEEUD UZSSUT IMZ   UT110950 ITDN                   IMZ N39421393E066580413     02200002   WGESAMARKAND                     ,SEEUD UZSSUT IMZ   UT2S    UN                                             E005302200                                       
S,EEU,D,,UZSS,UT,,ISD,UT,11070,ITDN,,,ISD,N39420626,E066594350,,02200,0,02,227,WGE,SAMARKAND,S,Simulation application continuation,UN,E0053,02200,73785,2211,SEEUD UZSSUT ISD   UT111070 ITDN                   ISD N39420626E066594350     02200002227WGESAMARKAND                     ,SEEUD UZSSUT ISD   UT2S    UN                                             E005302200                                       
S,EEU,D,,UZST,UT,,INO,UT,11030,ITDN,,,INO,N37172923,E067191415,,01100,0,02,104,WGE,TERMEZ INTL,S,Simulation application continuation,UN,E0044,01100,73787,2401,SEEUD UZSTUT INO   UT111030 ITDN                   INO N37172923E067191415     01100002104WGETERMEZ INTL                   ,SEEUD UZSTUT INO   UT2S    UN                                             E004401100                                       
S,EEU,D,,UZTP,UT,,IIS,UT,11150,IT N,,,IIS,N41183551,E069223476,,01583,0,,067,WGE,VOSTOCHNY,S,Simulation application continuation,UN,E0056,01583,73789,2508,SEEUD UZTPUT IIS   UT111150 IT N                   IIS N41183551E069223476     015830  067WGEVOSTOCHNY                     ,SEEUD UZTPUT IIS   UT2S    UN                                             E005601583                                       
S,EEU,D,,UZTP,UT,,IRZ,UT,10910,IT N,,,IRZ,N41185106,E069245837,,01583,0,,294,WGE,VOSTOCHNY,S,Simulation application continuation,UN,E0056,01583,73791,2508,SEEUD UZTPUT IRZ   UT110910 IT N                   IRZ N41185106E069245837     015830  294WGEVOSTOCHNY                     ,SEEUD UZTPUT IRZ   UT2S    UN                                             E005601583                                       
S,EEU,D,,UZTT,UT,,IFD,UT,10850,ITDN,,,IFD,N41153260,E069174590,,01400,0,02,542,WGE,ISLAM KARIMOV,S,Simulation application continuation,UN,E0056,01400,73793,2508,SEEUD UZTTUT IFD   UT110850 ITDN                   IFD N41153260E069174590     01400002542WGEISLAM KARIMOV                 ,SEEUD UZTTUT IFD   UT2S    UN                                             E005601400                                       
S,EEU,D,,UZTT,UT,,ING,UT,11050,ITDN,,,ING,N41151980,E069155090,,01400,0,02,141,WGE,ISLAM KARIMOV,S,Simulation application continuation,UN,E0056,01400,73795,2508,SEEUD UZTTUT ING   UT111050 ITDN                   ING N41151980E069155090     01400002141WGEISLAM KARIMOV                 ,SEEUD UZTTUT ING   UT2S    UN                                             E005601400                                       
S,EEU,D,,UZTT,UT,,IZW,UT,11170,ITDN,,,IZW,N41151320,E069155080,,01400,0,02,067,WGE,ISLAM KARIMOV,S,Simulation application continuation,UN,E0056,01400,73797,2508,SEEUD UZTTUT IZW   UT111170 ITDN                   IZW N41151320E069155080     01400002067WGEISLAM KARIMOV                 ,SEEUD UZTTUT IZW   UT2S    UN                                             E005601400                                       
S,EEU,D,,VMMC,VM,,MCN,VM,10970,ITDN,,,MCN,N22082800,E113354400,,00013,0,02,252,WGE,MACAO INTL,S,Simulation application continuation,UN,W0031,00013,73799,1801,SEEUD VMMCVM MCN   VM110970 ITDN                   MCN N22082800E113354400     00013002252WGEMACAO INTL                    ,SEEUD VMMCVM MCN   VM2S    UN                                             W003100013                                       
S,EEU,D,,VMMC,VM,,MCS,VM,11170,IT,,,MCS,N22094000,E113325400,,00286,0,,410,WGE,MACAO INTL,S,Simulation application continuation,UN  L,W0031,00286,73801,1801,SEEUD VMMCVM MCS   VM111170 IT                     MCS N22094000E113325400     002860  410WGEMACAO INTL                    ,SEEUD VMMCVM MCS   VM2S    UN  L                                          W003100286                                       
S,EEU,D,,ZBAA,ZB,,IDK,ZB,11170,IT N,,,IDK,N40043315,E116342102,,00118,0,,502,WGE,CAPITAL,S,Simulation application continuation,UN,W0076,00118,73803,2411,SEEUD ZBAAZB IDK   ZB111170 IT N                   IDK N40043315E116342102     001180  502WGECAPITAL                       ,SEEUD ZBAAZB IDK   ZB2S    UN                                             W007600118                                       
S,EEU,D,,ZBAA,ZB,,ILG,ZB,11030,IT N,,,ILG,N40055732,E116340773,,00148,0,,140,WGE,CAPITAL,S,Simulation application continuation,UN,W0076,00148,73805,2411,SEEUD ZBAAZB ILG   ZB111030 IT N                   ILG N40055732E116340773     001480  140WGECAPITAL                       ,SEEUD ZBAAZB ILG   ZB2S    UN                                             W007600148                                       
S,EEU,D,,ZBAA,ZB,,INJ,ZB,10850,IT N,,,INJ,N40034237,E116370704,,00102,0,,249,WGE,CAPITAL,S,Simulation application continuation,UN,W0076,00102,73807,2411,SEEUD ZBAAZB INJ   ZB110850 IT N                   INJ N40034237E116370704     001020  249WGECAPITAL                       ,SEEUD ZBAAZB INJ   ZB2S    UN                                             W007600102                                       
S,EEU,D,,ZBAA,ZB,,IOR,ZB,10930,IT N,,,IOR,N40051225,E116353757,,00125,0,,232,WGE,CAPITAL,S,Simulation application continuation,UN,W0076,00125,73809,2411,SEEUD ZBAAZB IOR   ZB110930 IT N                   IOR N40051225E116353757     001250  232WGECAPITAL                       ,SEEUD ZBAAZB IOR   ZB2S    UN                                             W007600125                                       
S,EEU,D,,ZBAA,ZB,,IQU,ZB,11155,IT N,,,IQU,N40032883,E116355384,,00112,0,,546,WGE,CAPITAL,S,Simulation application continuation,UN,W0076,00112,73811,2411,SEEUD ZBAAZB IQU   ZB111155 IT N                   IQU N40032883E116355384     001120  546WGECAPITAL                       ,SEEUD ZBAAZB IQU   ZB2S    UN                                             W007600112                                       
S,EEU,D,,ZBAA,ZB,,ISZ,ZB,10890,IT N,,,ISZ,N40052537,E116365086,,00115,0,,197,WGE,CAPITAL,S,Simulation application continuation,UN,W0076,00115,73813,2411,SEEUD ZBAAZB ISZ   ZB110890 IT N                   ISZ N40052537E116365086     001150  197WGECAPITAL                       ,SEEUD ZBAAZB ISZ   ZB2S    UN                                             W007600115                                       
S,EEU,D,,ZBAD,ZB,,IBP,ZB,10870,IT N,,,IBP,N39303093,E116281310,,00092,0,,002,WGE,DAXING,S,Simulation application continuation,UN,W0074,00092,73815,2411,SEEUD ZBADZB IBP   ZB110870 IT N                   IBP N39303093E116281310     000920  002WGEDAXING                        ,SEEUD ZBADZB IBP   ZB2S    UN                                             W007400092                                       
S,EEU,D,,ZBAD,ZB,,IDN,ZB,11055,IT N,,,IDN,N39282763,E116255614,,00092,0,,,WGE,DAXING,S,Simulation application continuation,UN,W0074,00092,73817,2411,SEEUD ZBADZB IDN   ZB111055 IT N                   IDN N39282763E116255614     000920     WGEDAXING                        ,SEEUD ZBADZB IDN   ZB2S    UN                                             W007400092                                       
S,EEU,D,,ZBAD,ZB,,IDZ,ZB,10870,IT N,,,IDZ,N39295584,E116254227,,00102,0,,002,WGE,DAXING,S,Simulation application continuation,UN,W0074,00102,73819,2412,SEEUD ZBADZB IDZ   ZB110870 IT N                   IDZ N39295584E116254227     001020  002WGEDAXING                        ,SEEUD ZBADZB IDZ   ZB2S    UN                                             W007400102                                       
S,EEU,D,,ZBAD,ZB,,IXA,ZB,11075,IT N,,,IXA,N39305355,E116234263,,00098,0,,002,WGE,DAXING,S,Simulation application continuation,UN,W0074,00098,73821,2411,SEEUD ZBADZB IXA   ZB111075 IT N                   IXA N39305355E116234263     000980  002WGEDAXING                        ,SEEUD ZBADZB IXA   ZB2S    UN                                             W007400098                                       
S,EEU,D,,ZBAD,ZB,,IXE,ZB,11190,IT N,,,IXE,N39305161,E116232106,,00098,0,,257,WGE,DAXING,S,Simulation application continuation,UN,W0074,00098,73823,2411,SEEUD ZBADZB IXE   ZB111190 IT N                   IXE N39305161E116232106     000980  257WGEDAXING                        ,SEEUD ZBADZB IXE   ZB2S    UN                                             W007400098                                       
S,EEU,D,,ZBAD,ZB,,IXO,ZB,11075,IT N,,,IXO,N39291208,E116235864,,00095,0,,002,WGE,DAXING,S,Simulation application continuation,UN,W0074,00095,73825,2411,SEEUD ZBADZB IXO   ZB111075 IT N                   IXO N39291208E116235864     000950  002WGEDAXING                        ,SEEUD ZBADZB IXO   ZB2S    UN                                             W007400095                                       
S,EEU,D,,ZBAD,ZB,,IXR,ZB,10915,IT N,,,IXR,N39290997,E116233711,,00098,0,,366,WGE,DAXING,S,Simulation application continuation,UN,W0074,00098,73827,2411,SEEUD ZBADZB IXR   ZB110915 IT N                   IXR N39290997E116233711     000980  366WGEDAXING                        ,SEEUD ZBADZB IXR   ZB2S    UN                                             W007400098                                       
S,EEU,D,,ZBDS,ZB,,IDS,ZB,11010,IT N,,,IDS,N39295061,E109505182,,04590,0,,598,WGE,EJIN HORO,S,Simulation application continuation,UN,W0053,04590,73829,2113,SEEUD ZBDSZB IDS   ZB111010 IT N                   IDS N39295061E109505182     045900  598WGEEJIN HORO                     ,SEEUD ZBDSZB IDS   ZB2S    UN                                             W005304590                                       
