record_type,area_code,sec,blank_6,icao,icao_code,sub,communications_type,communications_frequency,guard_transmit,frequency_units,cont_no_column_26,service_indicator,radar_service,modulation,signal_emission,latitude,longitude,magnetic_variation,facility_elevation,h24_indicator,sectorization,altitude_description,communication_altitude_1,communication_altitude_2,sector_facility,sector_facility_icao,sector_facility_section,sector_facility_subsection,distance_description,communications_distance,remote_facility,remote_facility_icao,remote_facility_section,remote_facility_subsection,call_sign,sim_cont_appl_code,sim_cont_appl_label,cont#3_appl_code,cont#3_appl_label,cont#4_appl_code,cont#4_appl_label,cont#5_appl_code,cont#5_appl_label,primary_1_123,sim_cont_1_123,cont#3_1_123,cont#4_1_123,cont#5_1_123,changed_field_count,changed_fields
S,EEU,P,,ULMM,UL,V,OPS,0131900,,V,0,,N,A,,N68465400,E032450400,E0170,00267,Y,,,,,,,,,,00,,,,,MURMANSK TRANSIT,,,,,,,,,SEEUP ULMMULVOPS0131900 V0   NA N68465400E032450400E017000267Y                          00        MURMANSK TRANSIT         ,,,,,2,"magnetic_variation,primary_1_123"
S,EEU,P,,ULMM,UL,V,TWR,0120300,,V,1,,N,A,,N68465400,E032450400,E0170,00267,Y,,,,,,,,,,00,,,,,MURMANSK,,,,,,,,,SEEUP ULMMULVTWR0120300 V1   NA N68465400E032450400E017000267Y                          00        MURMANSK                 ,SEEUP ULMMULVTWR0120300 V2 ATS IN CTR 1                                                                                    ,,,,4,"cont_no_column_26,magnetic_variation,primary_1_123,sim_cont_1_123"
S,EEU,P,,ULMM,UL,V,TWR,0124000,,V,0,S,N,A,,N68465400,E032450400,E0170,00267,Y,,,,,,,,,,00,,,,,MURMANSK,,,,,,,,,SEEUP ULMMULVTWR0124000 V0 S NA N68465400E032450400E017000267Y                          00        MURMANSK                 ,,,,,2,"magnetic_variation,primary_1_123"
S,EEU,P,,ULMM,UL,V,TWR,0129000,,V,0,S,N,A,,N68465400,E032450400,E0170,00267,Y,,,,,,,,,,00,,,,,MURMANSK,,,,,,,,,SEEUP ULMMULVTWR0129000 V0 S NA N68465400E032450400E017000267Y                          00        MURMANSK                 ,,,,,2,"magnetic_variation,primary_1_123"
S,EEU,P,,ULPB,UL,V,RMP,0119000,,V,1,,N,A,,N61530700,E034091700,E0140,00151,N,,,,,,,,,,00,,,,,PETROZAVODSK APRON,,,,,,,,,SEEUP ULPBULVRMP0119000 V1   NA N61530700E034091700E014000151N                          00        PETROZAVODSK APRON       ,SEEUP ULPBULVRMP0119000 V2 T  1707301600                                                                                   ,,,,3,"magnetic_variation,facility_elevation,primary_1_123"
S,EEU,P,,ULPB,UL,V,TWR,0128000,,V,1,,N,A,,N61530700,E034091700,E0140,00151,N,,,,,,,,,,00,,,,,PETROZAVODSK,,,,,,,,,SEEUP ULPBULVTWR0128000 V1   NA N61530700E034091700E014000151N                          00        PETROZAVODSK             ,SEEUP ULPBULVTWR0128000 V2 T  1707301600                                                                                   ,,,,4,"magnetic_variation,facility_elevation,primary_1_123,sim_cont_1_123"
S,EEU,P,,UMKK,UM,V,TWR,0129425,,V,1,,R,A,,N54533000,E020355500,E0070,00043,Y,,,,,,,,,,00,,,,,KALININGRAD,,,,,,,,,SEEUP UMKKUMVTWR0129425 V1   RA N54533000E020355500E007000043Y                          00        KALININGRAD              ,SEEUP UMKKUMVTWR0129425 V2 CTR 1                                                                                           ,,,,2,"service_indicator,primary_1_123"
S,EEU,P,,URWW,UR,V,OPS,0131700,,V,0,L,N,A,,N48464900,E044200800,E0100,00476,Y,,,,,,,,,,00,,,,,VOLGOGRAD TRANSIT,,,,,,,,,SEEUP URWWURVOPS0131700 V0  LNA N48464900E044200800E010000476Y                          00        VOLGOGRAD TRANSIT        ,,,,,2,"service_indicator,primary_1_123"
S,EEU,P,,URWW,UR,V,RMP,0118900,,V,0,,N,A,,N48464900,E044200800,E0100,00476,Y,,,,,,,,,,00,,,,,VOLGOGRAD GROUND,,,,,,,,,SEEUP URWWURVRMP0118900 V0   NA N48464900E044200800E010000476Y                          00        VOLGOGRAD GROUND         ,,,,,2,"call_sign,primary_1_123"
S,EEU,P,,USHN,US,V,INF,0129000,,V,1,SL,N,A,,N62063800,E065365000,E0200,00361,N,,,,,,,,,,00,,,,,NYAGAN,,,,,,,,,SEEUP USHNUSVINF0129000 V1 SLNA N62063800E065365000E020000361N                          00        NYAGAN                   ,SEEUP USHNUSVINF0129000 V2 N  DURING HOURS OF SCHEDULED OPERATIONS                                                         ,,,,1,sim_cont_1_123
S,EEU,P,,USTJ,US,V,INF,0122500,,V,1,S L,N,A,,N58033000,E068205500,E0150,00158,N,,,,,,,,,,00,,,,,TOBOLSK,,,,,,,,,SEEUP USTJUSVINF0122500 V1S LNA N58033000E068205500E015000158N                          00        TOBOLSK                  ,SEEUP USTJUSVINF0122500 V2 N  DURING HOURS OF SCHEDULED OPERATIONS                                                         ,,,,1,sim_cont_1_123
S,EEU,P,,USTJ,US,V,INF,0129000,,V,1,SSL,N,A,,N58033000,E068205500,E0150,00158,N,,,,,,,,,,00,,,,,TOBOLSK,,,,,,,,,SEEUP USTJUSVINF0129000 V1SSLNA N58033000E068205500E015000158N                          00        TOBOLSK                  ,SEEUP USTJUSVINF0129000 V2 N  DURING HOURS OF SCHEDULED OPERATIONS                                                         ,,,,1,sim_cont_1_123
S,EEU,P,,USTJ,US,V,OPS,0127100,,V,1,L,N,A,,N58033000,E068205500,E0150,00158,N,,,,,,,,,,00,,,,,TOBOLSK TRANSIT,,,,,,,,,SEEUP USTJUSVOPS0127100 V1  LNA N58033000E068205500E015000158N                          00        TOBOLSK TRANSIT          ,SEEUP USTJUSVOPS0127100 V2 N  DURING HOURS OF SCHEDULED OPERATIONS                                                         ,,,,1,sim_cont_1_123
S,EEU,P,,UTDK,UT,V,ATI,0128200,T,V,0,,N,A,,N37591600,E069481900,E0040,02221,Y,,,,,,,,,,00,,,,,,,,,,,,,,SEEUP UTDKUTVATI0128200TV0   NA N37591600E069481900E004002221Y                          00                                 ,,,,,5,"latitude,longitude,magnetic_variation,facility_elevation,primary_1_123"
S,EEU,P,,UTDK,UT,V,TWR,0118500,,V,0,,N,A,,N37591600,E069481900,E0040,02221,Y,,,,,,,,,,00,,,,,KULOB,,,,,,,,,SEEUP UTDKUTVTWR0118500 V0   NA N37591600E069481900E004002221Y                          00        KULOB                    ,,,,,5,"latitude,longitude,magnetic_variation,facility_elevation,primary_1_123"
S,EEU,P,,UTDK,UT,V,TWR,0129700,,V,0,S,N,A,,N37591600,E069481900,E0040,02221,Y,,,,,,,,,,00,,,,,KULOB,,,,,,,,,SEEUP UTDKUTVTWR0129700 V0 S NA N37591600E069481900E004002221Y                          00        KULOB                    ,,,,,5,"latitude,longitude,magnetic_variation,facility_elevation,primary_1_123"
S,EEU,P,,UTDT,UT,V,ATI,0129200,T,V,0,,N,A,,N37520200,E068515200,E0040,01476,Y,,,,,,,,,,00,,,,,,,,,,,,,,SEEUP UTDTUTVATI0129200TV0   NA N37520200E068515200E004001476Y                          00                                 ,,,,,2,"facility_elevation,primary_1_123"
S,EEU,P,,UTDT,UT,V,TWR,0122200,,V,0,,N,A,,N37520200,E068515200,E0040,01476,Y,,,,,,,,,,00,,,,,BOKHTAR,,,,,,,,,SEEUP UTDTUTVTWR0122200 V0   NA N37520200E068515200E004001476Y                          00        BOKHTAR                  ,,,,,2,"facility_elevation,primary_1_123"
S,EEU,P,,UTDT,UT,V,TWR,0129700,,V,0,S,N,A,,N37520200,E068515200,E0040,01476,Y,,,,,,,,,,00,,,,,BOKHTAR,,,,,,,,,SEEUP UTDTUTVTWR0129700 V0 S NA N37520200E068515200E004001476Y                          00        BOKHTAR                  ,,,,,2,"facility_elevation,primary_1_123"
S,EEU,P,,UUBC,UU,V,ATI,0126800,T,V,0,,N,A,,N54325500,E036221700,E0110,00666,Y,,,,,,,,,,00,,,,,,,,,,,,,,SEEUP UUBCUUVATI0126800TV0   NA N54325500E036221700E011000666Y                          00                                 ,,,,,2,"magnetic_variation,primary_1_123"
S,EEU,P,,UUBC,UU,V,OPS,0131950,,V,0,L,N,A,,N54325500,E036221700,E0110,00666,Y,,,,,,,,,,00,,,,,KALUGA TRANSIT,,,,,,,,,SEEUP UUBCUUVOPS0131950 V0  LNA N54325500E036221700E011000666Y                          00        KALUGA TRANSIT           ,,,,,2,"magnetic_variation,primary_1_123"
S,EEU,P,,UUBC,UU,V,TWR,0120300,,V,0,,R,A,,N54325500,E036221700,E0110,00666,Y,,,,,,,,,,00,,,,,KALUGA,,,,,,,,,SEEUP UUBCUUVTWR0120300 V0   RA N54325500E036221700E011000666Y                          00        KALUGA                   ,,,,,2,"magnetic_variation,primary_1_123"
S,EEU,P,,UUBC,UU,V,TWR,0129000,,V,1,S,R,A,,N54325500,E036221700,E0110,00666,N,,,,,,,,,,00,,,,,KALUGA,,,,,,,,,SEEUP UUBCUUVTWR0129000 V1 S RA N54325500E036221700E011000666N                          00        KALUGA                   ,SEEUP UUBCUUVTWR0129000 V2 N  O/R                                                                                          ,,,,2,"magnetic_variation,primary_1_123"
S,EEU,P,,UUBW,UU,V,RDR,0119400,,V,0,,R,A,,N55243300,E037542700,E0120,00592,Y,,,,,,,,,,00,,,,,DOMODEDOVO,,,,,,,,,SEEUP UUBWUUVRDR0119400 V0   RA N55243300E037542700E012000592Y                          00        DOMODEDOVO               ,,,,,2,"magnetic_variation,primary_1_123"
S,EEU,P,,UUBW,UU,V,RDR,0125300,,V,0,,R,A,,N55243300,E037542700,E0120,00592,Y,,,,,,,,,,00,,,,,DOMODEDOVO,,,,,,,,,SEEUP UUBWUUVRDR0125300 V0   RA N55243300E037542700E012000592Y                          00        DOMODEDOVO               ,,,,,2,"magnetic_variation,primary_1_123"
S,EEU,P,,UUBW,UU,V,RDR,0129800,,V,0,,R,A,,N55243300,E037542700,E0120,00592,Y,,,,,,,,,,00,,,,,DOMODEDOVO,,,,,,,,,SEEUP UUBWUUVRDR0129800 V0   RA N55243300E037542700E012000592Y                          00        DOMODEDOVO               ,,,,,2,"magnetic_variation,primary_1_123"
S,EEU,P,,UUBW,UU,V,RDR,0132050,,V,0,,R,A,,N55243300,E037542700,E0120,00592,Y,,,,,,,,,,00,,,,,DOMODEDOVO,,,,,,,,,SEEUP UUBWUUVRDR0132050 V0   RA N55243300E037542700E012000592Y                          00        DOMODEDOVO               ,,,,,2,"magnetic_variation,primary_1_123"
S,EEU,P,,UUBW,UU,V,RDR,0134000,,V,0,,R,A,,N55243300,E037542700,E0120,00592,Y,,,,,,,,,,00,,,,,DOMODEDOVO,,,,,,,,,SEEUP UUBWUUVRDR0134000 V0   RA N55243300E037542700E012000592Y                          00        DOMODEDOVO               ,,,,,2,"magnetic_variation,primary_1_123"
S,EEU,P,,UUBW,UU,V,RDR,0134675,,V,0,,R,A,,N55243300,E037542700,E0120,00592,Y,,,,,,,,,,00,,,,,DOMODEDOVO,,,,,,,,,SEEUP UUBWUUVRDR0134675 V0   RA N55243300E037542700E012000592Y                          00        DOMODEDOVO               ,,,,,2,"magnetic_variation,primary_1_123"
S,EEU,P,,UUDD,UU,V,ATI,0122950,T,V,0,L,N,A,,N55243300,E037542700,E0120,00592,Y,,,,,,,,,,00,,,,,,,,,,,,,,SEEUP UUDDUUVATI0122950TV0  LNA N55243300E037542700E012000592Y                          00                                 ,,,,,2,"magnetic_variation,primary_1_123"
S,EEU,P,,UUDD,UU,V,ATI,0128300,T,V,0,,N,A,,N55243300,E037542700,E0120,00592,Y,,,,,,,,,,00,,,,,,,,,,,,,,SEEUP UUDDUUVATI0128300TV0   NA N55243300E037542700E012000592Y                          00                                 ,,,,,2,"magnetic_variation,primary_1_123"
S,EEU,P,,UUDD,UU,V,CLD,0129150,,V,0,,N,A,,N55243300,E037542700,E0120,00592,Y,,,,,,,,,,00,,,,,DOMODEDOVO,,,,,,,,,SEEUP UUDDUUVCLD0129150 V0   NA N55243300E037542700E012000592Y                          00        DOMODEDOVO               ,,,,,2,"magnetic_variation,primary_1_123"
S,EEU,P,,UUDD,UU,V,GND,0119000,,V,1,,N,A,,N55243300,E037542700,E0120,00592,Y,,,,,,,,,,00,,,,,DOMODEDOVO APRON,,,,,,,,,SEEUP UUDDUUVGND0119000 V1   NA N55243300E037542700E012000592Y                          00        DOMODEDOVO APRON         ,"SEEUP UUDDUUVGND0119000 V2 TAXI ROUTES 3, 24-27, 35, 36, H, H1-H4, T1, T2                                                  ",,,,2,"magnetic_variation,primary_1_123"
S,EEU,P,,UUDD,UU,V,GND,0123750,,V,0,S,N,A,,N55243300,E037542700,E0120,00592,Y,,,,,,,,,,00,,,,,DOMODEDOVO APRON,,,,,,,,,SEEUP UUDDUUVGND0123750 V0 S NA N55243300E037542700E012000592Y                          00        DOMODEDOVO APRON         ,,,,,2,"magnetic_variation,primary_1_123"
S,EEU,P,,UUDD,UU,V,OPS,0130600,,V,0,,N,A,,N55243300,E037542700,E0120,00592,Y,,,,,,,,,,00,,,,,DOMODEDOVO DE-ICING,,,,,,,,,SEEUP UUDDUUVOPS0130600 V0   NA N55243300E037542700E012000592Y                          00        DOMODEDOVO DE-ICING      ,,,,,2,"magnetic_variation,primary_1_123"
S,EEU,P,,UUDD,UU,V,RDR,0119400,,V,0,,R,A,,N55243300,E037542700,E0120,00592,Y,,,,,,,,,,00,,,,,DOMODEDOVO,,,,,,,,,SEEUP UUDDUUVRDR0119400 V0   RA N55243300E037542700E012000592Y                          00        DOMODEDOVO               ,,,,,2,"magnetic_variation,primary_1_123"
S,EEU,P,,UUDD,UU,V,RDR,0125300,,V,0,,R,A,,N55243300,E037542700,E0120,00592,Y,,,,,,,,,,00,,,,,DOMODEDOVO,,,,,,,,,SEEUP UUDDUUVRDR0125300 V0   RA N55243300E037542700E012000592Y                          00        DOMODEDOVO               ,,,,,2,"magnetic_variation,primary_1_123"
S,EEU,P,,UUDD,UU,V,RDR,0129000,,V,0,S,R,A,,N55243300,E037542700,E0120,00592,Y,,,,,,,,,,00,,,,,DOMODEDOVO,,,,,,,,,SEEUP UUDDUUVRDR0129000 V0 S RA N55243300E037542700E012000592Y                          00        DOMODEDOVO               ,,,,,2,"magnetic_variation,primary_1_123"
S,EEU,P,,UUDD,UU,V,RDR,0129800,,V,0,,R,A,,N55243300,E037542700,E0120,00592,Y,,,,,,,,,,00,,,,,DOMODEDOVO,,,,,,,,,SEEUP UUDDUUVRDR0129800 V0   RA N55243300E037542700E012000592Y                          00        DOMODEDOVO               ,,,,,2,"magnetic_variation,primary_1_123"
S,EEU,P,,UUDD,UU,V,RDR,0132050,,V,0,,R,A,,N55243300,E037542700,E0120,00592,Y,,,,,,,,,,00,,,,,DOMODEDOVO,,,,,,,,,SEEUP UUDDUUVRDR0132050 V0   RA N55243300E037542700E012000592Y                          00        DOMODEDOVO               ,,,,,2,"magnetic_variation,primary_1_123"
S,EEU,P,,UUDD,UU,V,RDR,0134000,,V,0,,R,A,,N55243300,E037542700,E0120,00592,Y,,,,,,,,,,00,,,,,DOMODEDOVO,,,,,,,,,SEEUP UUDDUUVRDR0134000 V0   RA N55243300E037542700E012000592Y                          00        DOMODEDOVO               ,,,,,2,"magnetic_variation,primary_1_123"
S,EEU,P,,UUDD,UU,V,RDR,0134675,,V,0,,R,A,,N55243300,E037542700,E0120,00592,Y,,,,,,,,,,00,,,,,DOMODEDOVO,,,,,,,,,SEEUP UUDDUUVRDR0134675 V0   RA N55243300E037542700E012000592Y                          00        DOMODEDOVO               ,,,,,2,"magnetic_variation,primary_1_123"
S,EEU,P,,UUDD,UU,V,TWR,0118600,,V,1,,N,A,,N55243300,E037542700,E0120,00592,Y,,-,04000,,UUDD,UU,P,A,,00,,,,,DOMODEDOVO,,,,,,,,,SEEUP UUDDUUVTWR0118600 V1   NA N55243300E037542700E012000592Y      -04000     UUDDUUPA 00        DOMODEDOVO               ,"SEEUP UUDDUUVTWR0118600 V2 RWYS 13R/31L, TWY M, A1, A2, A4-A9, A11, A12                                                    ",,,,4,"magnetic_variation,communication_altitude_1,primary_1_123,sim_cont_1_123"
S,EEU,P,,UUDD,UU,V,TWR,0119450,,V,0,S,N,A,,N55243300,E037542700,E0120,00592,Y,,,,,,,,,,00,,,,,DOMODEDOVO,,,,,,,,,SEEUP UUDDUUVTWR0119450 V0 S NA N55243300E037542700E012000592Y                          00        DOMODEDOVO               ,,,,,2,"magnetic_variation,primary_1_123"
S,EEU,P,,UUDD,UU,V,TWR,0119700,,V,1,,N,A,,N55243300,E037542700,E0120,00592,Y,,-,04000,,UUDD,UU,P,A,,00,,,,,DOMODEDOVO,,,,,,,,,SEEUP UUDDUUVTWR0119700 V1   NA N55243300E037542700E012000592Y      -04000     UUDDUUPA 00        DOMODEDOVO               ,"SEEUP UUDDUUVTWR0119700 V2 RWYS 13C/31C 13L/31R, TWY B1-B8, B11, T2                                                        ",,,,4,"magnetic_variation,communication_altitude_1,primary_1_123,sim_cont_1_123"
S,EEU,P,,UUDD,UU,V,TWR,0127300,,V,0,,N,A,,N55243300,E037542700,E0120,00592,Y,,-,01500,,UUDD,UU,P,A,,00,,,,,DOMODEDOVO,,,,,,,,,SEEUP UUDDUUVTWR0127300 V0   NA N55243300E037542700E012000592Y      -01500     UUDDUUPA 00        DOMODEDOVO               ,,,,,2,"magnetic_variation,primary_1_123"
S,EEU,P,,UUDD,UU,V,TWR,0129000,,V,0,S,N,A,,N55243300,E037542700,E0120,00592,Y,,,,,,,,,,00,,,,,DOMODEDOVO,,,,,,,,,SEEUP UUDDUUVTWR0129000 V0 S NA N55243300E037542700E012000592Y                          00        DOMODEDOVO               ,,,,,2,"magnetic_variation,primary_1_123"
S,EEU,P,,UUEE,UU,V,RMP,0121900,,V,1,,N,A,,N55582100,E037244700,E0120,00630,Y,,,,,UUEE,UU,P,A,,00,,,,,SHEREMETYEVO APRON,,,,,,,,,SEEUP UUEEUUVRMP0121900 V1   NA N55582100E037244700E012000630Y                 UUEEUUPA 00        SHEREMETYEVO APRON       ,"SEEUP UUEEUUVRMP0121900 V2 APRON 1, APRON OF TERMINAL F (STANDS 51-84), , APRON 1, APRO                                    ","SEEUP UUEEUUVRMP0121900 V3 NS OF TERMINALS CARGO, F (STAND 51-84)                                                          ",,,2,"sim_cont_1_123,cont#3_1_123"
S,EEU,P,,UUEE,UU,V,RMP,0123600,,V,1,,N,A,,N55582100,E037244700,E0120,00630,Y,,,,,UUEE,UU,P,A,,00,,,,,SHEREMETYEVO APRON,,,,,,,,,SEEUP UUEEUUVRMP0123600 V1   NA N55582100E037244700E012000630Y                 UUEEUUPA 00        SHEREMETYEVO APRON       ,"SEEUP UUEEUUVRMP0123600 V2 APRON 2, APRONS OF TERMINALS D, E, F, CARGO OF TERMINAL F                                       ",,,,1,sim_cont_1_123
S,EEU,P,,UUEE,UU,V,RMP,0130350,,V,1,,N,A,,N55582100,E037244700,E0120,00630,Y,,,,,UUEE,UU,P,A,,00,,,,,SHEREMETYEVO APRON,,,,,,,,,SEEUP UUEEUUVRMP0130350 V1   NA N55582100E037244700E012000630Y                 UUEEUUPA 00        SHEREMETYEVO APRON       ,"SEEUP UUEEUUVRMP0130350 V2 APRON 3, APRONS OF TERMINALS A, B, C (STAND 141 & EASTWARD)                                     ",,,,1,sim_cont_1_123
S,EEU,P,,UUEE,UU,V,RMP,0134550,,V,1,,N,A,,N55582100,E037244700,E0120,00630,Y,,,,,UUEE,UU,P,A,,00,,,,,SHEREMETYEVO APRON,,,,,,,,,SEEUP UUEEUUVRMP0134550 V1   NA N55582100E037244700E012000630Y                 UUEEUUPA 00        SHEREMETYEVO APRON       ,"SEEUP UUEEUUVRMP0134550 V2 APRON 4, APRON OF TERMINAL C (STAND 142 & WESTWARD)                                             ",,,,1,sim_cont_1_123
S,EEU,P,,UUMO,UU,V,RDR,0119400,,V,0,,R,A,,N55243300,E037542700,E0120,00592,Y,,,,,,,,,,00,,,,,DOMODEDOVO,,,,,,,,,SEEUP UUMOUUVRDR0119400 V0   RA N55243300E037542700E012000592Y                          00        DOMODEDOVO               ,,,,,2,"magnetic_variation,primary_1_123"
S,EEU,P,,UUMO,UU,V,RDR,0125300,,V,0,,R,A,,N55243300,E037542700,E0120,00592,Y,,,,,,,,,,00,,,,,DOMODEDOVO,,,,,,,,,SEEUP UUMOUUVRDR0125300 V0   RA N55243300E037542700E012000592Y                          00        DOMODEDOVO               ,,,,,2,"magnetic_variation,primary_1_123"
S,EEU,P,,UUMO,UU,V,RDR,0129800,,V,0,,R,A,,N55243300,E037542700,E0120,00592,Y,,,,,,,,,,00,,,,,DOMODEDOVO,,,,,,,,,SEEUP UUMOUUVRDR0129800 V0   RA N55243300E037542700E012000592Y                          00        DOMODEDOVO               ,,,,,2,"magnetic_variation,primary_1_123"
S,EEU,P,,UUMO,UU,V,RDR,0132050,,V,0,,R,A,,N55243300,E037542700,E0120,00592,Y,,,,,,,,,,00,,,,,DOMODEDOVO,,,,,,,,,SEEUP UUMOUUVRDR0132050 V0   RA N55243300E037542700E012000592Y                          00        DOMODEDOVO               ,,,,,2,"magnetic_variation,primary_1_123"
S,EEU,P,,UUMO,UU,V,RDR,0134000,,V,0,,R,A,,N55243300,E037542700,E0120,00592,Y,,,,,,,,,,00,,,,,DOMODEDOVO,,,,,,,,,SEEUP UUMOUUVRDR0134000 V0   RA N55243300E037542700E012000592Y                          00        DOMODEDOVO               ,,,,,2,"magnetic_variation,primary_1_123"
S,EEU,P,,UUMO,UU,V,RDR,0134675,,V,0,,R,A,,N55243300,E037542700,E0120,00592,Y,,,,,,,,,,00,,,,,DOMODEDOVO,,,,,,,,,SEEUP UUMOUUVRDR0134675 V0   RA N55243300E037542700E012000592Y                          00        DOMODEDOVO               ,,,,,2,"magnetic_variation,primary_1_123"
S,EEU,P,,UUOD,UU,V,TWR,0119900,,V,1,SL,N,A,,N51391100,E039152300,E0100,00358,N,,,,,,,,,,00,,,,,MYATEZHNYY,,,,,,,,,SEEUP UUODUUVTWR0119900 V1 SLNA N51391100E039152300E010000358N                          00        MYATEZHNYY               ,SEEUP UUODUUVTWR0119900 V2 FOR TEST FLIGHTS                                                                                ,SEEUP UUODUUVTWR0119900 V3 H  1504001300                                                                                   ,,,2,"sim_cont_1_123,cont#3_1_123"
S,EEU,P,,UUOD,UU,V,TWR,0125250,,V,1,L,N,A,,N51391100,E039152300,E0100,00358,N,,,,,,,,,,00,,,,,MYATEZHNYY,,,,,,,,,SEEUP UUODUUVTWR0125250 V1  LNA N51391100E039152300E010000358N                          00        MYATEZHNYY               ,SEEUP UUODUUVTWR0125250 V2 FOR TEST FLIGHTS                                                                                ,SEEUP UUODUUVTWR0125250 V3 H  1504001300                                                                                   ,,,2,"sim_cont_1_123,cont#3_1_123"
S,EEU,P,,UUWW,UU,V,CLD,0129700,,V,1,,N,A,,N55355700,E037162300,E0110,00685,Y,,,,,,,,,,00,,,,,VNUKOVO,,,,,,,,,SEEUP UUWWUUVCLD0129700 V1   NA N55355700E037162300E011000685Y                          00        VNUKOVO                  ,"SEEUP UUWWUUVCLD0129700 V2 VNUKOVO DELIVERY 3, VNUKOVO 2, VNUKOVO 3, VNUKOVO 5 TERMINAL                                    ","SEEUP UUWWUUVCLD0129700 V3  APRONS, SECTOR DESIGNATED FOR FSBI, SPECIAL FLIGHT DETACHME                                    ","SEEUP UUWWUUVCLD0129700 V4 NT ""ROSSIYA""                                                                                    ",,2,"cont#3_1_123,cont#4_1_123"
S,EEU,P,,ZBYN,ZB,V,CLD,0121925,,V,1,,N,A,,N37445400,E112374800,W0040,02579,N,,,,,,,,,,00,,,,,TAIYUAN,,,,,,,,,SEEUP ZBYNZBVCLD0121925 V1   NA N37445400E112374800W004002579N                          00        TAIYUAN                  ,SEEUP ZBYNZBVCLD0121925 V2 T  012300160017230016000723001600                                                               ,,,,1,sim_cont_1_123
S,EEU,P,,ZGGG,ZG,V,APP,0124200,,V,1,S,R,A,,N23233600,E113183000,W0030,00050,N,,,,,,,,,,00,,,,,GUANGZHOU,,,,,,,,,SEEUP ZGGGZGVAPP0124200 V1 S RA N23233600E113183000W003000050N                          00        GUANGZHOU                ,"SEEUP ZGGGZGVAPP0124200 V2 AP04, AP05, AP07, AP08                                                                          ",SEEUP ZGGGZGVAPP0124200 V3 N  BY ATC                                                                                       ,,,1,sim_cont_1_123
S,EEU,P,,ZGSZ,ZG,V,APP,0119025,,V,1,,R,A,,N22381800,E113484200,W0020,00013,N,,,,,,,,,,00,,,,,ZHUHAI,,,,,,,,,SEEUP ZGSZZGVAPP0119025 V1   RA N22381800E113484200W002000013N                          00        ZHUHAI                   ,SEEUP ZGSZZGVAPP0119025 V2 AP04                                                                                            ,SEEUP ZGSZZGVAPP0119025 V3 T  012300150017230015000723001500                                                               ,,,1,cont#3_1_123
S,EEU,P,,ZGSZ,ZG,V,APP,0123850,,V,1,,R,A,,N22381800,E113484200,W0020,00013,N,,,,,,,,,,00,,,,,ZHUHAI,,,,,,,,,SEEUP ZGSZZGVAPP0123850 V1   RA N22381800E113484200W002000013N                          00        ZHUHAI                   ,SEEUP ZGSZZGVAPP0123850 V2 AP03                                                                                            ,SEEUP ZGSZZGVAPP0123850 V3 T  012200180017220018000722001800                                                               ,,,1,cont#3_1_123
S,EEU,P,,ZGSZ,ZG,V,APP,0125525,,V,1,S,R,A,,N22381800,E113484200,W0020,00013,N,,,,,,,,,,00,,,,,ZHUHAI,,,,,,,,,SEEUP ZGSZZGVAPP0125525 V1 S RA N22381800E113484200W002000013N                          00        ZHUHAI                   ,"SEEUP ZGSZZGVAPP0125525 V2 AP01, AP04, AP06, AP07                                                                          ",SEEUP ZGSZZGVAPP0125525 V3 N  DAILY 2300-1700Z & BY ATC                                                                    ,,,2,"sim_cont_1_123,cont#3_1_123"
S,EEU,P,,ZGSZ,ZG,V,APP,0127950,,V,1,,R,A,,N22381800,E113484200,W0020,00013,N,,,,,,,,,,00,,,,,ZHUHAI,,,,,,,,,SEEUP ZGSZZGVAPP0127950 V1   RA N22381800E113484200W002000013N                          00        ZHUHAI                   ,SEEUP ZGSZZGVAPP0127950 V2 AP05                                                                                            ,SEEUP ZGSZZGVAPP0127950 V3 T  012300150017230015000723001500                                                               ,,,1,cont#3_1_123
S,EEU,P,,ZLLL,ZL,V,TWR,0118100,,V,1,,N,A,,N36305400,E103371200,W0030,06393,N,,,,,,,,,,00,,,,,LANZHOU,,,,,,,,,SEEUP ZLLLZLVTWR0118100 V1   NA N36305400E103371200W003006393N                          00        LANZHOU                  ,SEEUP ZLLLZLVTWR0118100 V2 TWR02                                                                                           ,SEEUP ZLLLZLVTWR0118100 V3 N  BY ATC                                                                                       ,,,1,sim_cont_1_123
S,EEU,P,,ZLLL,ZL,V,TWR,0130300,,V,1,,N,A,,N36305400,E103371200,W0030,06393,N,,,,,,,,,,00,,,,,LANZHOU,,,,,,,,,SEEUP ZLLLZLVTWR0130300 V1   NA N36305400E103371200W003006393N                          00        LANZHOU                  ,"SEEUP ZLLLZLVTWR0130300 V2 RWYS 18L/36R, TWR03                                                                             ",SEEUP ZLLLZLVTWR0130300 V3 N  BY ATC                                                                                       ,,,1,sim_cont_1_123
S,EEU,P,,ZMDZ,ZM,V,APP,0130000,,V,1,,N,A,,N43363200,E104220300,W0040,04790,N,,,,,,,,,,00,,,,,KHONGOR,,,,,,,,,SEEUP ZMDZZMVAPP0130000 V1   NA N43363200E104220300W004004790N                          00        KHONGOR                  ,SEEUP ZMDZZMVAPP0130000 V2 N  BY OPERATIONAL REQUIREMENTS                                                                  ,,,,2,"facility_elevation,primary_1_123"
