record_type,area_code,sec,icao,icao_code,sub,localizer_identifier,ils_category,localizer_frequency,runway_identifier,localizer_latitude,localizer_longitude,localizer_bearing,glide_slope_latitude,glide_slope_longitude,localizer_position,localizer_position_reference,glide_slope_position,localizer_width,glide_slope_angle,station_declination,glide_slope_height_lthr,glide_slope_elevation,supporting_facility_id,supporting_facility_icao,supporting_facility_section,supporting_facility_subsection,primary_1_123,cont#2_appl_code,cont#2_appl_label,cont#2_1_123,changed_field_count,changed_fields
S,MES,P,OOMS,OO,I,IMW,1,10830,RW08R,N23354260,E058183730,0830,N23352830,E058162990,1213,,1094,0000,300,E0020,57,00049,,,,,SMESP OOMSOOIIMW 1   110830RW08RN23354260E0581837300830N23352830E0581629901213 10940000300E00205700049                     ,S,Simulation application continuation,SMESP OOMSOOIIMW 1   2S    U  U                    08500N                              140                                 ,2,"localizer_bearing,primary_1_123"
S,MES,P,OOMS,OO,I,ISB,1,11030,RW26L,N23352870,E058154430,2630,N23353650,E058181270,1552,,1094,0000,300,E0020,57,00024,,,,,SMESP OOMSOOIISB 1   111030RW26LN23352870E0581544302630N23353650E0581812701552 10940000300E00205700024                     ,S,Simulation application continuation,SMESP OOMSOOIISB 1   2S    U  U                    26500N                              140                                 ,3,"localizer_bearing,localizer_position,primary_1_123"
S,MES,P,OPPS,OP,I,IBKB,1,10830,RW35,N34003083,E071304790,3530,N33590462,E071305218,0934,,1155,0000,300,E0030,52,01237,,,,,SMESP OPPSOPIIBKB1   110830RW35 N34003083E0713047903530N33590462E0713052180934 11550000300E00305201237                     ,S,Simulation application continuation,SMESP OPPSOPIIBKB1   2S    U  N                    35600Y                              140                                 ,3,"localizer_bearing,station_declination,primary_1_123"
S,MES,P,ORER,OR,I,IREA,2,10910,RW18,N36125000,E043564730,1750,N36152590,E043564350,0943,,0911,0000,300,E0050,53,01399,,,,,SMESP ORERORIIREA2   110910RW18 N36125000E0435647301750N36152590E0435643500943 09110000300E00505301399                     ,S,Simulation application continuation,SMESP ORERORIIREA2   2S    U  N                    18000N                              140                                 ,5,"localizer_bearing,localizer_position,glide_slope_height_lthr,primary_1_123,cont#2_1_123"
S,MES,P,ORER,OR,I,IREB,1,10970,RW36,N36154450,E043564870,3550,N36131000,E043564250,0957,,1094,0000,300,E0050,54,01369,,,,,SMESP ORERORIIREB1   110970RW36 N36154450E0435648703550N36131000E0435642500957 10940000300E00505401369                     ,S,Simulation application continuation,SMESP ORERORIIREB1   2S    U  N                    36000N                              140                                 ,5,"localizer_bearing,localizer_position,glide_slope_height_lthr,primary_1_123,cont#2_1_123"
S,MES,P,ORKK,OR,I,ISAD,1,10910,RW31,N35284943,E044195739,3090,N35274181,E044211757,0770,,1094,0000,300,E0050,50,01089,,,,,SMESP ORKKORIISAD1   110910RW31 N35284943E0441957393090N35274181E0442117570770 10940000300E00505001089                     ,S,Simulation application continuation,SMESP ORKKORIISAD1   2S    U  U                    31400N                              140                                 ,4,"localizer_width,station_declination,primary_1_123,cont#2_1_123"
S,MES,P,VABB,VA,I,IBBY,1,11010,RW14,N19044620,E072524020,1350,N19054070,E072514710,0506,,1155,0000,300,W0010,54,00059,,,,,SMESP VABBVAIIBBY1   111010RW14 N19044620E0725240201350N19054070E0725147100506 11550000300W00105400059                     ,S,Simulation application continuation,SMESP VABBVAIIBBY1   2S    U  N                    13400N                              140                                 ,3,"localizer_latitude,glide_slope_latitude,primary_1_123"
S,MES,P,VAID,VA,I,IIDR,1,11090,RW25,N22424330,E075464340,2450,N22432570,E075483170,3053,,1093,0000,300,W0000,52,01850,,,,,SMESP VAIDVAIIIDR1   111090RW25 N22424330E0754643402450N22432570E0754831703053 10930000300W00005201850                     ,S,Simulation application continuation,SMESP VAIDVAIIIDR1   2S    U  N                    24500N                              140                                 ,2,"glide_slope_height_lthr,primary_1_123"
S,MES,P,VAJB,VA,I,IJBL,1,11110,RW24,N23101790,E080022790,2390,N23110110,E080035300,1021,,0971,0000,300,W0000,55,01634,,,,,SMESP VAJBVAIIJBL1   111110RW24 N23101790E0800227902390N23110110E0800353001021 09710000300W00005501634                     ,S,Simulation application continuation,SMESP VAJBVAIIJBL1   2S    U  N                    23900N                              140                                 ,5,"localizer_latitude,localizer_longitude,glide_slope_latitude,glide_slope_longitude,primary_1_123"
S,MES,P,VEGY,VE,I,IGYA,1,10930,RW28,N24445020,E084561150,2840,N24442970,E084572540,1049,,1214,0000,300,W0000,54,00394,,,,,SMESP VEGYVEIIGYA1   110930RW28 N24445020E0845611502840N24442970E0845725401049 12140000300W00005400394                     ,S,Simulation application continuation,SMESP VEGYVEIIGYA1   2S    U  N                    28400N                              140                                 ,9,"localizer_latitude,localizer_longitude,glide_slope_latitude,glide_slope_longitude,localizer_position,glide_slope_position,glide_slope_height_lthr,glide_slope_elevation,primary_1_123"
S,MES,P,VEMR,VE,I,IDMP,1,10930,RW12,N25524220,E093465900,1190,N25530850,E093455530,0507,,0971,0000,325,W0010,55,00506,,,,,SMESP VEMRVEIIDMP1   110930RW12 N25524220E0934659001190N25530850E0934555300507 09710000325W00105500506                     ,S,Simulation application continuation,SMESP VEMRVEIIDMP1   2S    U  N                    11800N                              140                                 ,4,"localizer_latitude,glide_slope_latitude,glide_slope_longitude,primary_1_123"
S,MES,P,VIAR,VI,I,IAMR,3,10950,RW34,N31434460,E074471640,3360,N31415720,E074481350,1006,,1094,0000,300,E0020,53,00772,,,,,SMESP VIARVIIIAMR3   110950RW34 N31434460E0744716403360N31415720E0744813501006 10940000300E00205300772                     ,S,Simulation application continuation,SMESP VIARVIIIAMR3   2S    U  N                    33800N                              140                                 ,2,"glide_slope_longitude,primary_1_123"
S,MES,P,VIDP,VI,I,IDGM,3,11090,RW29L,N28325240,E077034370,2830,N28322600,E077052790,1118,,1237,0000,300,E0010,54,00760,,,,,SMESP VIDPVIIIDGM3   111090RW29LN28325240E0770343702830N28322600E0770527901118 12370000300E00105400760                     ,S,Simulation application continuation,SMESP VIDPVIIIDGM3   2S    U  N                    28400N                              140                                 ,2,"glide_slope_height_lthr,primary_1_123"
S,MES,P,VIDP,VI,I,IDMR,3,11130,RW11R,N28321340,E077064540,1030,N28323850,E077042940,1036,,1094,0000,300,E0010,54,00742,,,,,SMESP VIDPVIIIDMR3   111130RW11RN28321340E0770645401030N28323850E0770429401036 10940000300E00105400742                     ,S,Simulation application continuation,SMESP VIDPVIIIDMR3   2S    U  N                    10400N                              140                                 ,2,"glide_slope_height_lthr,primary_1_123"
S,MES,P,VNPR,VN,I,IPOK,1,11170,RW30,N28112310,E084000300,2950,N28104680,E084011850,0919,,0853,0000,310,E0000,58,02657,,,,,SMESP VNPRVNIIPOK1   111170RW30 N28112310E0840003002950N28104680E0840118500919 08530000310E00005802657                     ,S,Simulation application continuation,SMESP VNPRVNIIPOK1   2S    U  N                    29500N                              140                                 ,2,"glide_slope_height_lthr,primary_1_123"
S,MES,P,VOBL,VO,I,IBAN,1,10930,RW09L,N13122460,E077433310,0920,N13122970,E077412280,1028,,1276,0000,300,W0020,55,03021,,,,,SMESP VOBLVOIIBAN1   110930RW09LN13122460E0774333100920N13122970E0774122801028 12760000300W00205503021                     ,S,Simulation application continuation,SMESP VOBLVOIIBAN1   2S    U  N                    09000N                              140                                 ,7,"localizer_latitude,localizer_longitude,glide_slope_latitude,localizer_position,glide_slope_height_lthr,glide_slope_elevation,primary_1_123"
S,MES,P,VOBL,VO,I,IDEV,1,10830,RW27R,N13122590,E077405940,2720,N13122870,E077431210,1033,,1033,0000,300,W0020,55,02943,,,,,SMESP VOBLVOIIDEV1   110830RW27RN13122590E0774059402720N13122870E0774312101033 10330000300W00205502943                     ,S,Simulation application continuation,SMESP VOBLVOIIDEV1   2S    U  N                    27000N                              140                                 ,6,"localizer_longitude,glide_slope_latitude,localizer_position,glide_slope_height_lthr,glide_slope_elevation,primary_1_123"
S,MES,P,VOMM,VO,I,IMAS,1,11030,RW07,N12595010,E080111610,0710,N12591070,E080092010,1281,,1155,0000,300,W0020,59,00044,,,,,SMESP VOMMVOIIMAS1   111030RW07 N12595010E0801116100710N12591070E0800920101281 11550000300W00205900044                     ,S,Simulation application continuation,SMESP VOMMVOIIMAS1   2S    U  N                    06900N                              140                                 ,2,"glide_slope_height_lthr,primary_1_123"
S,MES,P,VOTP,VO,I,ITPY,1,11130,RW26,N13374420,E079310700,2630,N13375850,E079331250,1003,,1033,0000,300,W0020,55,00349,,,,,SMESP VOTPVOIITPY1   111130RW26 N13374420E0793107002630N13375850E0793312501003 10330000300W00205500349                     ,S,Simulation application continuation,SMESP VOTPVOIITPY1   2S    U  N                    26153Y                              140                                 ,7,"localizer_latitude,localizer_longitude,glide_slope_latitude,glide_slope_longitude,localizer_position,glide_slope_elevation,primary_1_123"
S,PAC,P,PHKO,PH,I,IKOA,1,10970,RW17,N19431522,W156025000,1740,N19450278,W156024363,1014,,1149,0000,300,E0110,55,00041,,,,,SPACP PHKOPHIIKOA1   110970RW17 N19431522W1560250001740N19450278W1560243631014 11490000300E01105500041                     ,S,Simulation application continuation,SPACP PHKOPHIIKOA1   2S    U  N                    18500N                              140                                 ,3,"localizer_width,primary_1_123,cont#2_1_123"
S,PAC,P,RCKU,RC,I,ICHI,1,10990,RW36,N23284850,E120232530,0040,N23271020,E120233170,1004,,1092,0360,300,W0040,56,00131,,,,,SPACP RCKURCIICHI1   110990RW36 N23284850E1202325300040N23271020E1202331701004 10920360300W00405600131                     ,S,Simulation application continuation,SPACP RCKURCIICHI1   2S    U  U                    00001N                              140                                 ,3,"localizer_position,glide_slope_position,primary_1_123"
S,PAC,P,RCKU,RC,I,IKUI,1,11030,RW18,N23264890,E120232670,1840,N23282810,E120232970,1053,,1059,0360,300,W0040,50,00121,,,,,SPACP RCKURCIIKUI1   111030RW18 N23264890E1202326701840N23282810E1202329701053 10590360300W00405000121                     ,S,Simulation application continuation,SPACP RCKURCIIKUI1   2S    U  U                    18000N                              140                                 ,3,"localizer_position,glide_slope_position,primary_1_123"
S,PAC,P,RJEC,RJ,I,IAW,1,11050,RW34,N43405788,E142262240,3440,N43394715,E142270357,0771,,1207,0000,300,W0100,54,00721,,,,,SPACP RJECRJIIAW 1   111050RW34 N43405788E1422622403440N43394715E1422703570771 12070000300W01005400721                     ,S,Simulation application continuation,SPACP RJECRJIIAW 1   2S    U  N                    33400N                              140                                 ,6,"localizer_bearing,glide_slope_latitude,glide_slope_longitude,station_declination,glide_slope_elevation,primary_1_123"
S,PAC,P,RJKN,RO,I,ITK,0,11010,RW19,N27500564,E128525759,1880,,,2756,-,,0500,,W0060,,,,,,,SPACP RJKNROIITK 0   111010RW19 N27500564E1285257591880                   2756-    0500   W0060                            ,S,Simulation application continuation,SPACP RJKNROIITK 0   2S    U  N                    18200N                                                                  ,2,"localizer_position,primary_1_123"
S,PAC,P,RJOW,RJ,I,IWA,1,10810,RW11,N34402480,E131481202,1130,N34404497,E131470091,0771,,1096,0000,300,W0080,54,00184,,,,,SPACP RJOWRJIIWA 1   110810RW11 N34402480E1314812021130N34404497E1314700910771 10960000300W00805400184                     ,S,Simulation application continuation,SPACP RJOWRJIIWA 1   2S    U  U                    10500N                              140                                 ,6,"localizer_latitude,localizer_longitude,localizer_bearing,localizer_position_reference,primary_1_123,cont#2_1_123"
S,PAC,P,RJSR,RJ,I,IOD,1,11015,RW11,N40112377,E140230857,1090,N40113088,E140214657,0771,,0942,0000,300,W0090,54,00259,,,,,SPACP RJSRRJIIOD 1   111015RW11 N40112377E1402308571090N40113088E1402146570771 09420000300W00905400259                     ,S,Simulation application continuation,SPACP RJSRRJIIOD 1   2S    U  U                    10000N                              140                                 ,8,"localizer_latitude,localizer_longitude,localizer_bearing,glide_slope_latitude,glide_slope_longitude,localizer_position_reference,primary_1_123,cont#2_1_123"
S,PAC,P,RJTY,RJ,I,IYAS,1,10870,RW18,N35434875,E139210837,1770,N35453729,E139205175,1253,,1203,0313,300,W0070,52,00451,,,,,SPACP RJTYRJIIYAS1   110870RW18 N35434875E1392108371770N35453729E1392051751253 12030313300W00705200451                     ,S,Simulation application continuation,SPACP RJTYRJIIYAS1   2S    U  N                    17000N                              140                                 ,4,"localizer_latitude,localizer_longitude,glide_slope_longitude,primary_1_123"
S,PAC,P,RJTY,RJ,I,IYOK,1,10970,RW36,N35460097,E139204063,3570,N35441076,E139205761,1311,,1091,0325,250,W0070,52,00421,,,,,SPACP RJTYRJIIYOK1   110970RW36 N35460097E1392040633570N35441076E1392057611311 10910325250W00705200421                     ,S,Simulation application continuation,SPACP RJTYRJIIYOK1   2S    U  Y                    35100N                              140                                 ,4,"localizer_latitude,localizer_longitude,glide_slope_longitude,primary_1_123"
S,PAC,P,RKPC,RK,I,ICJU,2,10990,RW07,N33305870,E126300160,0660,N33300890,E126281570,1000,,1158,0000,300,W0080,59,00098,,,,,SPACP RKPCRKIICJU2   110990RW07 N33305870E1263001600660N33300890E1262815701000 11580000300W00805900098                     ,S,Simulation application continuation,SPACP RKPCRKIICJU2   2S    U  Y                    05800N                              140                                 ,3,"glide_slope_position,glide_slope_height_lthr,primary_1_123"
S,PAC,P,RKPU,RK,I,IULS,1,11030,RW36,N35361630,E129210290,0040,N35351380,E129211210,0751,,0956,0000,300,W0090,47,00028,,,,,SPACP RKPURKIIULS1   111030RW36 N35361630E1292102900040N35351380E1292112100751 09560000300W00904700028                     ,S,Simulation application continuation,SPACP RKPURKIIULS1   2S    U  N                    35500N                              140                                 ,3,"station_declination,primary_1_123,cont#2_1_123"
S,PAC,P,RKSI,RK,I,INLL,3,10930,RW33L,N37290220,E126260390,3340,N37272550,E126273600,0942,,0992,0000,300,W0090,52,00023,,,,,SPACP RKSIRKIINLL3   110930RW33LN37290220E1262603903340N37272550E1262736000942 09920000300W00905200023                     ,S,Simulation application continuation,SPACP RKSIRKIINLL3   2S    U  U                    32500N                              140                                 ,3,"localizer_bearing,primary_1_123,cont#2_1_123"
S,PAC,P,RKSI,RK,I,INRR,3,10890,RW33R,N37291000,E126261760,3340,N37273320,E126274970,0968,,0990,0000,300,W0090,52,00023,,,,,SPACP RKSIRKIINRR3   110890RW33RN37291000E1262617603340N37273320E1262749700968 09900000300W00905200023                     ,S,Simulation application continuation,SPACP RKSIRKIINRR3   2S    U  U                    32500N                              140                                 ,3,"localizer_bearing,primary_1_123,cont#2_1_123"
S,PAC,P,RKSI,RK,I,IRFN,3,10995,RW34L,N37281550,E126244110,3340,N37263460,E126260480,0973,,1047,0500,300,W0090,55,00023,,,,,SPACP RKSIRKIIRFN3   110995RW34LN37281550E1262441103340N37263460E1262604800973 10470500300W00905500023                     ,S,Simulation application continuation,SPACP RKSIRKIIRFN3   2S    U  U                    32500N                              140                                 ,3,"localizer_bearing,primary_1_123,cont#2_1_123"
S,PAC,P,RKSI,RK,I,IRKN,3,10810,RW34R,N37282990,E126244910,3340,N37264240,E126261860,0967,,1047,0000,300,W0090,55,00023,,,,,SPACP RKSIRKIIRKN3   110810RW34RN37282990E1262449103340N37264240E1262618600967 10470000300W00905500023                     ,S,Simulation application continuation,SPACP RKSIRKIIRKN3   2S    U  U                    32500N                              140                                 ,3,"localizer_bearing,primary_1_123,cont#2_1_123"
S,PAC,P,RKTN,RK,I,IDAG,0,11190,RW31R,N35541160,E128383700,3120,,,1126,,,0000,,W0090,,,,,,,SPACP RKTNRKIIDAG0   111190RW31RN35541160E1283837003120                   1126     0000   W0090                            ,S,Simulation application continuation,SPACP RKTNRKIIDAG0   2S    U  N                    30300N                                                                  ,3,"station_declination,primary_1_123,cont#2_1_123"
S,PAC,P,RKTN,RK,I,ITAG,1,10870,RW31L,N35540810,E128383430,3120,N35531530,E128400290,1068,,1078,0000,300,W0090,56,00118,,,,,SPACP RKTNRKIITAG1   110870RW31LN35540810E1283834303120N35531530E1284002901068 10780000300W00905600118                     ,S,Simulation application continuation,SPACP RKTNRKIITAG1   2S    U  N                    30300N                              140                                 ,3,"station_declination,primary_1_123,cont#2_1_123"
S,PAC,P,RKTN,RK,I,ITGL,1,10870,RW13R,N35530600,E128402660,1320,N35535390,E128385270,1064,,0985,0000,330,W0090,57,00110,,,,,SPACP RKTNRKIITGL1   110870RW13RN35530600E1284026601320N35535390E1283852701064 09850000330W00905700110                     ,S,Simulation application continuation,SPACP RKTNRKIITGL1   2S    U  U                    12300N                              140                                 ,3,"station_declination,primary_1_123,cont#2_1_123"
S,PAC,P,RKTU,RK,I,ICHG,1,11170,RW24R,N36423000,E127290260,2400,N36432740,E127302770,1011,,0910,0000,300,W0090,51,00187,,,,,SPACP RKTURKIICHG1   111170RW24RN36423000E1272902602400N36432740E1273027701011 09100000300W00905100187                     ,S,Simulation application continuation,SPACP RKTURKIICHG1   2S    U  N                    23100N                              140                                 ,3,"station_declination,primary_1_123,cont#2_1_123"
S,PAC,P,RKTU,RK,I,ICHJ,1,11030,RW06L,N36433660,E127305010,0600,N36423960,E127292460,1032,,1000,0000,300,W0090,52,00167,,,,,SPACP RKTURKIICHJ1   111030RW06LN36433660E1273050100600N36423960E1272924601032 10000000300W00905200167                     ,S,Simulation application continuation,SPACP RKTURKIICHJ1   2S    U  N                    05100N                              140                                 ,3,"station_declination,primary_1_123,cont#2_1_123"
S,PAC,P,RKTU,RK,I,ICHL,1,10935,RW24L,N36422210,E127290490,2400,N36431400,E127303540,1021,,0982,0000,300,W0090,48,00192,,,,,SPACP RKTURKIICHL1   110935RW24LN36422210E1272904902400N36431400E1273035401021 09820000300W00904800192                     ,S,Simulation application continuation,SPACP RKTURKIICHL1   2S    U  N                    23100N                              140                                 ,3,"station_declination,primary_1_123,cont#2_1_123"
S,PAC,P,RKTU,RK,I,ICHR,1,10915,RW06R,N36432870,E127305240,0600,N36423170,E127292680,1022,,0984,0000,300,W0090,52,00171,,,,,SPACP RKTURKIICHR1   110915RW06RN36432870E1273052400600N36423170E1272926801022 09840000300W00905200171                     ,S,Simulation application continuation,SPACP RKTURKIICHR1   2S    U  N                    05100N                              140                                 ,3,"station_declination,primary_1_123,cont#2_1_123"
S,PAC,P,RPVB,RP,I,IBCD,1,10970,RW03,N10472630,E123013820,0320,N10461470,E123010100,2592,,1058,0430,300,W0020,54,00100,,,,,SPACP RPVBRPIIBCD1   110970RW03 N10472630E1230138200320N10461470E1230101002592 10580430300W00205400100                     ,S,Simulation application continuation,SPACP RPVBRPIIBCD1   2S    U  U                    03000N                              140                                 ,3,"localizer_bearing,station_declination,primary_1_123"
S,PAC,P,RPVI,RP,I,IIO,1,11150,RW20,N10491350,E122291930,2020,N10502820,E122294270,0767,,1098,0000,300,W0020,54,00153,,,,,SPACP RPVIRPIIIO 1   111150RW20 N10491350E1222919302020N10502820E1222942700767 10980000300W00205400153                     ,S,Simulation application continuation,SPACP RPVIRPIIIO 1   2S    U  U                    20000N                              140                                 ,4,"localizer_bearing,glide_slope_position,station_declination,primary_1_123"
S,PAC,P,VTBD,VT,I,IBKD,1,10970,RW03L,N13554380,E100364970,0290,N13535640,E100355400,1030,,1041,0310,300,W0010,55,00007,,,,,SPACP VTBDVTIIBKD1   110970RW03LN13554380E1003649700290N13535640E1003554001030 10410310300W00105500007                     ,S,Simulation application continuation,SPACP VTBDVTIIBKD1   2S    U  N                    02800N                              140                                 ,7,"localizer_latitude,localizer_longitude,glide_slope_latitude,glide_slope_longitude,localizer_position,glide_slope_position,primary_1_123"
S,PAC,P,VTBD,VT,I,IBKK,2,10930,RW21R,N13534070,E100354060,2090,N13552350,E100364290,0981,,1087,0300,300,W0010,54,00007,,,,,SPACP VTBDVTIIBKK2   110930RW21RN13534070E1003540602090N13552350E1003642900981 10870300300W00105400007                     ,S,Simulation application continuation,SPACP VTBDVTIIBKK2   2S    U  N                    20800N                              140                                 ,5,"localizer_latitude,glide_slope_longitude,localizer_position,glide_slope_position,primary_1_123"
S,PAC,P,VTBD,VT,I,IDMG,1,11030,RW21L,N13535180,E100360180,2090,N13552130,E100364750,0763,,1029,0360,300,W0010,53,00007,,,,,SPACP VTBDVTIIDMG1   111030RW21LN13535180E1003601802090N13552130E1003647500763 10290360300W00105300007                     ,S,Simulation application continuation,SPACP VTBDVTIIDMG1   2S    U  N                    20800N                              140                                 ,7,"localizer_latitude,localizer_longitude,glide_slope_latitude,glide_slope_longitude,localizer_position,glide_slope_position,primary_1_123"
S,PAC,P,VTBS,VT,I,ISWN,2,10950,RW20L,N13400750,E100440240,1950,N13420400,E100442890,0947,,1059,0000,300,W0010,50,00005,,,,,SPACP VTBSVTIISWN2   110950RW20LN13400750E1004402401950N13420400E1004428900947 10590000300W00105000005                     ,S,Simulation application continuation,SPACP VTBSVTIISWN2   2S    U  U                    19400N                              140                                 ,3,"glide_slope_latitude,glide_slope_position,primary_1_123"
S,PAC,P,VTBU,VT,I,IBUT,1,11190,RW18,N12393726,E101001216,1850,N12413295,E101002578,1331,,1114,0500,300,W0010,50,00059,,,,,SPACP VTBUVTIIBUT1   111190RW18 N12393726E1010012161850N12413295E1010025781331 11140500300W00105000059                     ,S,Simulation application continuation,SPACP VTBUVTIIBUT1   2S    U  N                    18400N                              140                                 ,2,"localizer_longitude,primary_1_123"
S,PAC,P,VTSB,VT,I,ISTN,1,10950,RW22,N09071500,E099072680,2250,N09082180,E099083750,1003,,1126,0500,300,W0010,50,00018,,,,,SPACP VTSBVTIISTN1   110950RW22 N09071500E0990726802250N09082180E0990837501003 11260500300W00105000018                     ,S,Simulation application continuation,SPACP VTSBVTIISTN1   2S    U  N                    22400N                              140                                 ,7,"localizer_latitude,localizer_longitude,glide_slope_latitude,glide_slope_longitude,localizer_position,glide_slope_position,primary_1_123"
S,PAC,P,VTSC,VT,I,INTW,1,11010,RW02,N06315090,E101445330,0240,N06303580,E101442500,1028,,1151,0000,300,W0000,50,00023,,,,,SPACP VTSCVTIINTW1   111010RW02 N06315090E1014453300240N06303580E1014425001028 11510000300W00005000023                     ,S,Simulation application continuation,SPACP VTSCVTIINTW1   2S    U  U                    02400N                              140                                 ,7,"localizer_latitude,localizer_longitude,glide_slope_latitude,glide_slope_longitude,localizer_position,glide_slope_position,primary_1_123"
S,PAC,P,VTSE,VT,I,ICPN,1,10990,RW24,N10421830,E099210360,2410,N10424928,E099220586,0990,,0952,0500,300,W0010,50,00022,,,,,SPACP VTSEVTIICPN1   110990RW24 N10421830E0992103602410N10424928E0992205860990 09520500300W00105000022                     ,S,Simulation application continuation,SPACP VTSEVTIICPN1   2S    U  N                    24000N                              140                                 ,6,"localizer_latitude,localizer_longitude,glide_slope_latitude,glide_slope_longitude,localizer_position,primary_1_123"
S,PAC,P,VTSF,VT,I,INKS,1,10970,RW19,N08313840,E099563640,1870,N08324530,E099564730,1024,,1117,0500,300,W0010,50,00013,,,,,SPACP VTSFVTIINKS1   110970RW19 N08313840E0995636401870N08324530E0995647301024 11170500300W00105000013                     ,S,Simulation application continuation,SPACP VTSFVTIINKS1   2S    U  N                    18600N                              140                                 ,7,"localizer_latitude,localizer_longitude,glide_slope_latitude,glide_slope_longitude,localizer_position,glide_slope_position,primary_1_123"
S,PAC,P,VTSG,VT,I,IKBI,1,11010,RW32,N08063060,E098584240,3210,N08051890,E098594650,0955,,1135,0000,320,W0000,57,00093,,,,,SPACP VTSGVTIIKBI1   111010RW32 N08063060E0985842403210N08051890E0985946500955 11350000320W00005700093                     ,S,Simulation application continuation,SPACP VTSGVTIIKBI1   2S    U  N                    32100N                              140                                 ,7,"localizer_latitude,localizer_longitude,glide_slope_latitude,glide_slope_longitude,localizer_position,glide_slope_position,primary_1_123"
S,PAC,P,VTSP,VT,I,IPKT,1,10990,RW27,N08064770,E098181970,2660,N08064720,E098194030,0913,-,0963,0500,320,W0000,55,00082,,,,,SPACP VTSPVTIIPKT1   110990RW27 N08064770E0981819702660N08064720E0981940300913-09630500320W00005500082                     ,S,Simulation application continuation,SPACP VTSPVTIIPKT1   2S    U  N                    26600N                              140                                 ,9,"localizer_latitude,localizer_longitude,localizer_bearing,glide_slope_latitude,glide_slope_longitude,localizer_position,glide_slope_position,station_declination,primary_1_123"
S,PAC,P,VTSR,VT,I,IRAN,1,11050,RW02,N09471830,E098352500,0240,N09462040,E098345510,0999,,1019,0000,300,W0000,50,00036,,,,,SPACP VTSRVTIIRAN1   111050RW02 N09471830E0983525000240N09462040E0983455100999 10190000300W00005000036                     ,S,Simulation application continuation,SPACP VTSRVTIIRAN1   2S    U  N                    02400N                              140                                 ,7,"localizer_latitude,localizer_longitude,glide_slope_latitude,glide_slope_longitude,localizer_position,glide_slope_position,primary_1_123"
S,PAC,P,VTSS,VT,I,IHTY,1,10990,RW26,N06554900,E100223010,2630,N06555880,E100241930,2011,,0985,0335,300,W0000,50,00058,,,,,SPACP VTSSVTIIHTY1   110990RW26 N06554900E1002230102630N06555880E1002419302011 09850335300W00005000058                     ,S,Simulation application continuation,SPACP VTSSVTIIHTY1   2S    U  N                    26300N                              140                                 ,7,"localizer_latitude,localizer_longitude,glide_slope_latitude,glide_slope_longitude,localizer_position,glide_slope_position,primary_1_123"
S,PAC,P,VTST,VT,I,ITRN,1,11030,RW08,N07303840,E099374320,0810,N07303070,E099363480,0273,,0967,0500,350,W0000,58,00067,,,,,SPACP VTSTVTIITRN1   111030RW08 N07303840E0993743200810N07303070E0993634800273 09670500350W00005800067                     ,S,Simulation application continuation,SPACP VTSTVTIITRN1   2S    U  N                    08100N                              140                                 ,7,"localizer_latitude,localizer_longitude,glide_slope_latitude,glide_slope_longitude,localizer_position,glide_slope_position,primary_1_123"
S,PAC,P,VTUD,VT,I,IUDN,1,11010,RW30,N17234120,E102461640,2980,N17225680,E102475600,1658,,1042,0000,300,W0010,55,00579,,,,,SPACP VTUDVTIIUDN1   111010RW30 N17234120E1024616402980N17225680E1024756001658 10420000300W00105500579                     ,S,Simulation application continuation,SPACP VTUDVTIIUDN1   2S    U  U                    29700N                              140                                 ,6,"localizer_latitude,localizer_longitude,glide_slope_latitude,glide_slope_longitude,localizer_position,primary_1_123"
S,PAC,P,VTUI,VT,I,ISKN,1,11030,RW23,N17110770,E104063090,2260,N17120810,E104072890,0689,,0949,0500,300,W0010,50,00526,,,,,SPACP VTUIVTIISKN1   111030RW23 N17110770E1040630902260N17120810E1040728900689 09490500300W00105000526                     ,S,Simulation application continuation,SPACP VTUIVTIISKN1   2S    U  N                    22500N                              140                                 ,6,"localizer_latitude,localizer_longitude,glide_slope_latitude,glide_slope_longitude,glide_slope_position,primary_1_123"
S,PAC,P,VTUQ,VT,I,INKR,1,10970,RW06,N14571920,E102192560,0620,N14564320,E102182610,0989,,1023,0500,300,W0010,54,00765,,,,,SPACP VTUQVTIINKR1   110970RW06 N14571920E1021925600620N14564320E1021826100989 10230500300W00105400765                     ,S,Simulation application continuation,SPACP VTUQVTIINKR1   2S    U  N                    06100N                              140                                 ,9,"localizer_latitude,localizer_longitude,localizer_bearing,glide_slope_latitude,glide_slope_longitude,localizer_position,glide_slope_position,station_declination,primary_1_123"
S,PAC,P,VTUU,VT,I,IUBL,1,11010,RW23,N15142410,E104512050,2330,N15152610,E104524720,1631,,0944,0000,300,W0010,50,00397,,,,,SPACP VTUUVTIIUBL1   111010RW23 N15142410E1045120502330N15152610E1045247201631 09440000300W00105000397                     ,S,Simulation application continuation,SPACP VTUUVTIIUBL1   2S    U  U                    23200N                              140                                 ,11,"localizer_latitude,localizer_longitude,localizer_bearing,glide_slope_latitude,glide_slope_longitude,localizer_position,glide_slope_position,station_declination,glide_slope_height_lthr,glide_slope_elevation,primary_1_123"
