record_type,area_code,sec,blank_6,icao,icao_code,sub,communications_type,communications_frequency,guard_transmit,frequency_units,cont_no_column_26,service_indicator,radar_service,modulation,signal_emission,latitude,longitude,magnetic_variation,facility_elevation,h24_indicator,sectorization,altitude_description,communication_altitude_1,communication_altitude_2,sector_facility,sector_facility_icao,sector_facility_section,sector_facility_subsection,distance_description,communications_distance,remote_facility,remote_facility_icao,remote_facility_section,remote_facility_subsection,call_sign,primary_1_123,cont#2_appl_code,cont#2_appl_label,cont#2_1_123,cont#3_appl_code,cont#3_appl_label,cont#3_1_123,cont#4_appl_code,cont#4_appl_label,cont#4_1_123,cont#5_appl_code,cont#5_appl_label,cont#5_1_123,cont#6_appl_code,cont#6_appl_label,cont#6_1_123,changed_field_count,changed_fields
S,AFR,P,,FKYS,FK,V,APP,0119100,,V,0,,N,A,,N03432100,E011331200,E0000,02277,Y,,,,,,,,,,00,,,,,NSIMALEN,SAFRP FKYSFKVAPP0119100 V0   NA N03432100E011331200E000002277Y                          00        NSIMALEN                 ,,,,,,,,,,,,,,,,2,"magnetic_variation,primary_1_123"
S,AFR,P,,FKYS,FK,V,APP,0121300,,V,0,,N,A,,N03432100,E011331200,E0000,02277,Y,,,,,,,,,,00,,,,,NSIMALEN,SAFRP FKYSFKVAPP0121300 V0   NA N03432100E011331200E000002277Y                          00        NSIMALEN                 ,,,,,,,,,,,,,,,,2,"magnetic_variation,primary_1_123"
S,AFR,P,,FKYS,FK,V,TWR,0119100,,V,0,,N,A,,N03432100,E011331200,E0000,02277,Y,,,,,,,,,,00,,,,,NSIMALEN,SAFRP FKYSFKVTWR0119100 V0   NA N03432100E011331200E000002277Y                          00        NSIMALEN                 ,,,,,,,,,,,,,,,,2,"magnetic_variation,primary_1_123"
S,AFR,P,,FMCI,FM,V,INF,0118300,,V,1,S,N,A,,S12174200,E043454300,W0080,00079,N,,,,,,,,,,00,,,,,MOHELI,SAFRP FMCIFMVINF0118300 V1S  NA S12174200E043454300W008000079N                          00        MOHELI                   ,,,SAFRP FMCIFMVINF0118300 V2 T  1703001500                                                                                   ,,,,,,,,,,,,,3,"service_indicator,magnetic_variation,primary_1_123"
S,AFR,P,,FMMO,FM,V,INF,0120500,,V,1,S,N,A,,S18030300,E044015600,W0140,00098,N,,,,,,,,,,00,,,,,MAINTIRANO,SAFRP FMMOFMVINF0120500 V1S  NA S18030300E044015600W014000098N                          00        MAINTIRANO               ,,,"SAFRP FMMOFMVINF0120500 V2 N  MON-SAT 0400-1400Z, SUN O/R 6 HRS                                                            ",,,,,,,,,,,,,3,"magnetic_variation,primary_1_123,cont#2_1_123"
S,AFR,P,,FMMO,FM,V,RDO,0548400,,H,1,A,N,A,J,S18030300,E044015600,W0140,00098,N,,,,,,,,,,00,,,,,MAINTIRANO,SAFRP FMMOFMVRDO0548400 H1  ANAJS18030300E044015600W014000098N                          00        MAINTIRANO               ,,,"SAFRP FMMOFMVRDO0548400 H2 N  MON-SAT 0400-1400Z, SUN O/R 6 HRS                                                            ",,,,,,,,,,,,,5,"service_indicator,signal_emission,magnetic_variation,primary_1_123,cont#2_1_123"
S,AFR,P,,FMMV,FM,V,INF,0120700,,V,1,S,N,A,,S20170500,E044190400,W0170,00030,N,,,,,,,,,,00,,,,,MORONDAVA,SAFRP FMMVFMVINF0120700 V1S  NA S20170500E044190400W017000030N                          00        MORONDAVA                ,,,SAFRP FMMVFMVINF0120700 V2 N  0300-1500UTC O/T O/R                                                                         ,,,,,,,,,,,,,3,"magnetic_variation,primary_1_123,cont#2_1_123"
S,AFR,P,,FMMZ,FM,V,INF,0120400,,V,1,S,N,A,,S17474500,E048263600,W0150,02513,N,,,,,,,,,,00,,,,,AMBATONDRAZAKA,SAFRP FMMZFMVINF0120400 V1S  NA S17474500E048263600W015002513N                          00        AMBATONDRAZAKA           ,,,SAFRP FMMZFMVINF0120400 V2 T  1704001400                                                                                   ,,,,,,,,,,,,,2,"magnetic_variation,primary_1_123"
S,AFR,P,,FMMZ,FM,V,RDO,0742400,,H,1,S A,N,A,B,S17474500,E048263600,W0150,02513,N,,,,,,,,,,00,,,,,AMBATONDRAZAKA,SAFRP FMMZFMVRDO0742400 H1S ANABS17474500E048263600W015002513N                          00        AMBATONDRAZAKA           ,,,SAFRP FMMZFMVRDO0742400 H2 T  1704001400                                                                                   ,,,,,,,,,,,,,2,"magnetic_variation,primary_1_123"
S,AFR,P,,FMNM,FM,V,APP,0119100,,V,1,,N,A,,S15400000,E046210400,W0120,00089,N,,,,,,,,,,00,,,,,MAHAJANGA,SAFRP FMNMFMVAPP0119100 V1   NA S15400000E046210400W012000089N                          00        MAHAJANGA                ,,,"SAFRP FMNMFMVAPP0119100 V2 N  MON-SUN 0300-1900Z, O/T O/R PNR BEFORE 1300Z                                                 ",,,,,,,,,,,,,2,"magnetic_variation,primary_1_123"
S,AFR,P,,FMNM,FM,V,TWR,0119100,,V,1,,N,A,,S15400000,E046210400,W0120,00089,N,,,,,,,,,,00,,,,,MAHAJANGA,SAFRP FMNMFMVTWR0119100 V1   NA S15400000E046210400W012000089N                          00        MAHAJANGA                ,,,"SAFRP FMNMFMVTWR0119100 V2 N  MON-SUN 0300-1900Z, O/T O/R PNR BEFORE 1300Z                                                 ",,,,,,,,,,,,,2,"magnetic_variation,primary_1_123"
S,AFR,P,,FMNR,FM,V,INF,0119800,,V,1,S,N,A,,S15261800,E049412400,W0120,00015,N,,,,,,,,,,00,,,,,MAROANTSETRA,SAFRP FMNRFMVINF0119800 V1S  NA S15261800E049412400W012000015N                          00        MAROANTSETRA             ,,,SAFRP FMNRFMVINF0119800 V2 T  1704001400                                                                                   ,,,,,,,,,,,,,2,"facility_elevation,primary_1_123"
S,AFR,P,,FMNR,FM,V,RDO,0548400,,H,1,A,N,A,J,S15261800,E049412400,W0120,00015,N,,,,,,,,,,00,,,,,MAROANTSETRA,SAFRP FMNRFMVRDO0548400 H1  ANAJS15261800E049412400W012000015N                          00        MAROANTSETRA             ,,,SAFRP FMNRFMVRDO0548400 H2 T  1704001400                                                                                   ,,,,,,,,,,,,,2,"facility_elevation,primary_1_123"
S,AFR,P,,FMSR,FM,V,INF,0118500,,V,1,S,N,A,,S21450500,E043223500,W0190,00016,N,,,,,,,,,,00,,,,,MOROMBE,SAFRP FMSRFMVINF0118500 V1S  NA S21450500E043223500W019000016N                          00        MOROMBE                  ,,,SAFRP FMSRFMVINF0118500 V2 T  1704001400                                                                                   ,,,,,,,,,,,,,2,"magnetic_variation,primary_1_123"
S,AFR,P,,FNCT,FN,V,TWR,0118600,,V,1,,N,A,,S12284600,E013291400,W0060,00013,N,,,,,,,,,,00,,,,,CATUMBELA,SAFRP FNCTFNVTWR0118600 V1   NA S12284600E013291400W006000013N                          00        CATUMBELA                ,,,SAFRP FNCTFNVTWR0118600 V2 T  1705002200                                                                                   ,,,,,,,,,,,,,1,cont#2_1_123
S,AFR,P,,FNCT,FN,V,TWR,0688400,,H,1,,N,A,J,S12284600,E013291400,W0060,00013,N,,,,,,,,,,00,,,,,CATUMBELA,SAFRP FNCTFNVTWR0688400 H1   NAJS12284600E013291400W006000013N                          00        CATUMBELA                ,,,SAFRP FNCTFNVTWR0688400 H2 T  1705002200                                                                                   ,,,,,,,,,,,,,1,cont#2_1_123
S,AFR,P,,FOGO,FO,V,INF,0118400,,V,0,S,N,A,,N01321300,E011344300,W0000,02165,N,,,,,,,,,,00,,,,,OYEM,SAFRP FOGOFOVINF0118400 V0S  NA N01321300E011344300W000002165N                          00        OYEM                     ,,,,,,,,,,,,,,,,2,"magnetic_variation,primary_1_123"
S,AFR,P,,FOOL,FO,V,APP,0118700,,V,0,,R,A,,N00273000,E009244400,W0010,00038,Y,,,,,,,,,,00,,,,,LIBREVILLE,SAFRP FOOLFOVAPP0118700 V0   RA N00273000E009244400W001000038Y                          00        LIBREVILLE               ,,,,,,,,,,,,,,,,2,"magnetic_variation,primary_1_123"
S,AFR,P,,FOOL,FO,V,APP,0126500,,V,0,,R,A,,N00273000,E009244400,W0010,00038,Y,,,,,,,,,,00,,,,,LIBREVILLE,SAFRP FOOLFOVAPP0126500 V0   RA N00273000E009244400W001000038Y                          00        LIBREVILLE               ,,,,,,,,,,,,,,,,2,"magnetic_variation,primary_1_123"
S,AFR,P,,FOOL,FO,V,TWR,0118700,,V,0,,R,A,,N00273000,E009244400,W0010,00038,Y,,,,,,,,,,00,,,,,LIBREVILLE,SAFRP FOOLFOVTWR0118700 V0   RA N00273000E009244400W001000038Y                          00        LIBREVILLE               ,,,,,,,,,,,,,,,,2,"magnetic_variation,primary_1_123"
S,AFR,P,,FOOT,FO,V,INF,0124900,,V,0,S,N,A,,S02531760,E010571950,W0010,00269,N,,,,,,,,,,00,,,,,TCHIBANGA,SAFRP FOOTFOVINF0124900 V0S  NA S02531760E010571950W001000269N                          00        TCHIBANGA                ,,,,,,,,,,,,,,,,2,"magnetic_variation,primary_1_123"
S,AFR,P,,FQNP,FQ,V,APP,0121300,,V,1,,N,A,,S15061100,E039170400,W0080,01444,N,,,,,,,,,,00,,,,,NAMPULA,SAFRP FQNPFQVAPP0121300 V1   NA S15061100E039170400W008001444N                          00        NAMPULA                  ,,,SAFRP FQNPFQVAPP0121300 V2 T  1704001800                                                                                   ,,,,,,,,,,,,,1,cont#2_1_123
S,AFR,P,,FQNP,FQ,V,TWR,0121300,,V,1,,N,A,,S15061100,E039170400,W0080,01444,N,,,,,,,,,,00,,,,,NAMPULA,SAFRP FQNPFQVTWR0121300 V1   NA S15061100E039170400W008001444N                          00        NAMPULA                  ,,,SAFRP FQNPFQVTWR0121300 V2 T  1704001800                                                                                   ,,,,,,,,,,,,,1,cont#2_1_123
S,AFR,P,,FSPP,FS,V,GND,0121800,,V,0,,N,A,,S04190927,E055412978,W0050,00010,Y,,,,,,,,,,00,,,,,PRASLIN TOWER,SAFRP FSPPFSVGND0121800 V0   NA S04190927E055412978W005000010Y                          00        PRASLIN TOWER            ,,,,,,,,,,,,,,,,2,"call_sign,primary_1_123"
S,AFR,P,,FTTD,FT,V,TWR,0118600,,V,1,,N,A,,N08371300,E016040600,E0020,01417,N,,,,,,,,,,00,,,,,MOUNDOU,SAFRP FTTDFTVTWR0118600 V1   NA N08371300E016040600E002001417N                          00        MOUNDOU                  ,,,SAFRP FTTDFTVTWR0118600 V2 T  1706001700                                                                                   ,,,,,,,,,,,,,5,"latitude,longitude,magnetic_variation,facility_elevation,primary_1_123"
S,AFR,P,,FYWE,FY,V,APP,0120500,,V,0,,R,A,,S22285232,E017281380,W0120,05641,Y,,,,,,,,,,00,,,,,WINDHOEK,SAFRP FYWEFYVAPP0120500 V0   RA S22285232E017281380W012005641Y                          00        WINDHOEK                 ,,,,,,,,,,,,,,,,2,"facility_elevation,primary_1_123"
S,AFR,P,,FYWH,FY,V,APP,0120500,,V,0,,R,A,,S22285232,E017281380,W0120,05641,Y,,,,,,,,,,00,,,,,WINDHOEK,SAFRP FYWHFYVAPP0120500 V0   RA S22285232E017281380W012005641Y                          00        WINDHOEK                 ,,,,,,,,,,,,,,,,2,"facility_elevation,primary_1_123"
S,AFR,P,,FYWH,FY,V,TWR,0118100,,V,0,,N,A,,S22285232,E017281380,W0120,05641,Y,,,,,,,,,,00,,,,,WINDHOEK,SAFRP FYWHFYVTWR0118100 V0   NA S22285232E017281380W012005641Y                          00        WINDHOEK                 ,,,,,,,,,,,,,,,,2,"facility_elevation,primary_1_123"
S,AFR,P,,FZJH,FZ,V,INF,0118300,,V,1,S,N,A,,N02493900,E027351800,W0000,02477,N,,,,,,,,,,00,,,,,ISIRO,SAFRP FZJHFZVINF0118300 V1S  NA N02493900E027351800W000002477N                          00        ISIRO                    ,,,SAFRP FZJHFZVINF0118300 V2 T  17000R000S                                                                                   ,,,,,,,,,,,,,4,"latitude,longitude,facility_elevation,primary_1_123"
S,AFR,P,,FZJH,FZ,V,TWR,0118100,,V,1,,N,A,,N02493900,E027351800,W0000,02477,N,,,,,,,,,,00,,,,,ISIRO,SAFRP FZJHFZVTWR0118100 V1   NA N02493900E027351800W000002477N                          00        ISIRO                    ,,,SAFRP FZJHFZVTWR0118100 V2 T  17000R000S                                                                                   ,,,,,,,,,,,,,4,"latitude,longitude,facility_elevation,primary_1_123"
S,AFR,P,,GAKL,GA,V,INF,0118700,,V,1,S,N,A,,N18242772,E001245753,E0000,01495,N,,,,,,,,,,00,,,,,KIDAL,SAFRP GAKLGAVINF0118700 V1S  NA N18242772E001245753E000001495N                          00        KIDAL                    ,,,SAFRP GAKLGAVINF0118700 V2 N  NO SPECIFIC WORKING HOURS                                                                    ,,,,,,,,,,,,,2,"magnetic_variation,primary_1_123"
S,AFR,P,,GAMK,GA,V,INF,0131700,,V,0,S,N,A,,N15510000,E002260000,E0000,00899,Y,,,,,,,,,,00,,,,,MENAKA,SAFRP GAMKGAVINF0131700 V0S  NA N15510000E002260000E000000899Y                          00        MENAKA                   ,,,,,,,,,,,,,,,,2,"magnetic_variation,primary_1_123"
S,AFR,P,,GAMK,GA,V,INF,0808000,,H,0,,N,A,J,N15510000,E002260000,E0000,00899,Y,,,,,,,,,,00,,,,,MENAKA,SAFRP GAMKGAVINF0808000 H0   NAJN15510000E002260000E000000899Y                          00        MENAKA                   ,,,,,,,,,,,,,,,,2,"magnetic_variation,primary_1_123"
S,AFR,P,,GANR,GA,V,INF,0118300,,V,1,S,N,A,,N15141955,W009343545,W0030,00773,N,,,,,,,,,,00,,,,,NIORO,SAFRP GANRGAVINF0118300 V1S  NA N15141955W009343545W003000773N                          00        NIORO                    ,,,SAFRP GANRGAVINF0118300 V2 N  NO SPECIFIC WORKING HOURS                                                                    ,,,,,,,,,,,,,2,"magnetic_variation,primary_1_123"
S,AFR,P,,GAYE,GA,V,INF,0119100,,V,1,S,N,A,,N15072547,W010341620,W0030,00331,N,,,,,,,,,,00,,,,,YELIMANE,SAFRP GAYEGAVINF0119100 V1S  NA N15072547W010341620W003000331N                          00        YELIMANE                 ,,,SAFRP GAYEGAVINF0119100 V2 T  1706001800                                                                                   ,,,,,,,,,,,,,2,"magnetic_variation,primary_1_123"
S,AFR,P,,GBYD,GB,V,APP,0121300,,V,0,,N,A,,N13201700,W016390800,W0060,00093,Y,,,,,,,,,,00,,,,,BANJUL,SAFRP GBYDGBVAPP0121300 V0   NA N13201700W016390800W006000093Y                          00        BANJUL                   ,,,,,,,,,,,,,,,,2,"magnetic_variation,primary_1_123"
S,AFR,P,,GBYD,GB,V,OPS,0121900,,V,0,A,N,A,,N13201700,W016390800,W0060,00093,Y,,,,,,,,,,00,,,,,GAMBIA AIRWAYS,SAFRP GBYDGBVOPS0121900 V0  ANA N13201700W016390800W006000093Y                          00        GAMBIA AIRWAYS           ,,,,,,,,,,,,,,,,2,"magnetic_variation,primary_1_123"
S,AFR,P,,GBYD,GB,V,TWR,0118300,,V,0,,N,A,,N13201700,W016390800,W0060,00093,Y,,,,,,,,,,00,,,,,BANJUL,SAFRP GBYDGBVTWR0118300 V0   NA N13201700W016390800W006000093Y                          00        BANJUL                   ,,,,,,,,,,,,,,,,2,"magnetic_variation,primary_1_123"
S,AFR,P,,GCLA,GC,V,ATI,0118250,T,V,1,,N,A,,N28373600,W017452000,W0040,00107,N,,,,,,,,,,00,,,,,,SAFRP GCLAGCVATI0118250TV1   NA N28373600W017452000W004000107N                          00                                 ,,,"SAFRP GCLAGCVATI0118250TV2 N  MON-SUN 0800-2130Z, 2 HR PPR                                                                 ",,,,,,,,,,,,,3,"magnetic_variation,facility_elevation,primary_1_123"
S,AFR,P,,GCLA,GC,V,GND,0121800,,V,1,,N,A,,N28373600,W017452000,W0040,00107,N,,,,,,,,,,00,,,,,LA PALMA,SAFRP GCLAGCVGND0121800 V1   NA N28373600W017452000W004000107N                          00        LA PALMA                 ,,,"SAFRP GCLAGCVGND0121800 V2 N  MON-SUN 0800-2130Z, 2 HR PPR                                                                 ",,,,,,,,,,,,,3,"magnetic_variation,facility_elevation,primary_1_123"
S,AFR,P,,GCLA,GC,V,TWR,0118900,,V,1,P,R,A,,N28373600,W017452000,W0040,00107,N,,,,,,,,,,00,,,,,LA PALMA,SAFRP GCLAGCVTWR0118900 V1  PRA N28373600W017452000W004000107N                          00        LA PALMA                 ,,,"SAFRP GCLAGCVTWR0118900 V2 N  MON-SUN 0800-2130Z, 2 HR PPR                                                                 ",,,,,,,,,,,,,3,"magnetic_variation,facility_elevation,primary_1_123"
S,AFR,P,,GCLA,GC,V,TWR,0125800,,V,1,S,R,A,,N28373600,W017452000,W0040,00107,N,,,,,,,,,,00,,,,,LA PALMA,SAFRP GCLAGCVTWR0125800 V1 S RA N28373600W017452000W004000107N                          00        LA PALMA                 ,,,"SAFRP GCLAGCVTWR0125800 V2 N  MON-SUN 0800-2130Z, 2 HR PPR                                                                 ",,,,,,,,,,,,,3,"magnetic_variation,facility_elevation,primary_1_123"
S,AFR,P,,GCLB,GC,V,RDO,0122700,,V,1,,N,A,,N27465700,W015302700,W0040,00025,N,,,,,,,,,,00,,,,,EL BERRIEL,SAFRP GCLBGCVRDO0122700 V1   NA N27465700W015302700W004000025N                          00        EL BERRIEL               ,,,SAFRP GCLBGCVRDO0122700 V2 T  17030RS030                                                                                   ,,,,,,,,,,,,,2,"latitude,primary_1_123"
S,AFR,P,,GFLL,GF,V,APP,0119100,,V,0,,N,A,,N08365925,W013114398,W0080,00090,Y,,,,,,,,,,00,,,,,FREETOWN,SAFRP GFLLGFVAPP0119100 V0   NA N08365925W013114398W008000090Y                          00        FREETOWN                 ,,,,,,,,,,,,,,,,2,"facility_elevation,primary_1_123"
S,AFR,P,,GFLL,GF,V,APP,0126900,,V,0,,N,A,,N08365925,W013114398,W0080,00090,Y,,,,,,,,,,00,,,,,FREETOWN,SAFRP GFLLGFVAPP0126900 V0   NA N08365925W013114398W008000090Y                          00        FREETOWN                 ,,,,,,,,,,,,,,,,2,"facility_elevation,primary_1_123"
S,AFR,P,,GFLL,GF,V,GND,0121900,,V,0,,N,A,,N08365925,W013114398,W0080,00090,Y,,,,,,,,,,00,,,,,FREETOWN,SAFRP GFLLGFVGND0121900 V0   NA N08365925W013114398W008000090Y                          00        FREETOWN                 ,,,,,,,,,,,,,,,,2,"facility_elevation,primary_1_123"
S,AFR,P,,GFLL,GF,V,TWR,0118100,,V,0,,N,A,,N08365925,W013114398,W0080,00090,Y,,,,,,,,,,00,,,,,FREETOWN,SAFRP GFLLGFVTWR0118100 V0   NA N08365925W013114398W008000090Y                          00        FREETOWN                 ,,,,,,,,,,,,,,,,2,"facility_elevation,primary_1_123"
S,AFR,P,,GLRB,GL,V,APP,0124500,,V,0,,N,A,,N06135656,W010214739,W0060,00031,Y,,,,,,,,,,00,,,,,ROBERTS,SAFRP GLRBGLVAPP0124500 V0   NA N06135656W010214739W006000031Y                          00        ROBERTS                  ,,,,,,,,,,,,,,,,3,"latitude,longitude,primary_1_123"
S,AFR,P,,GLRB,GL,V,APP,0648900,,H,0,,N,A,J,N06135656,W010214739,W0060,00031,Y,,,,,,,,,,00,,,,,ROBERTS,SAFRP GLRBGLVAPP0648900 H0   NAJN06135656W010214739W006000031Y                          00        ROBERTS                  ,,,,,,,,,,,,,,,,3,"latitude,longitude,primary_1_123"
S,AFR,P,,GLRB,GL,V,GND,0121900,,V,0,,N,A,,N06135656,W010214739,W0060,00031,Y,,,,,,,,,,00,,,,,ROBERTS,SAFRP GLRBGLVGND0121900 V0   NA N06135656W010214739W006000031Y                          00        ROBERTS                  ,,,,,,,,,,,,,,,,3,"latitude,longitude,primary_1_123"
S,AFR,P,,GLRB,GL,V,OPS,0131400,,V,0,,N,A,,N06135656,W010214739,W0060,00031,Y,,,,,,,,,,00,,,,,ROBERTS,SAFRP GLRBGLVOPS0131400 V0   NA N06135656W010214739W006000031Y                          00        ROBERTS                  ,,,,,,,,,,,,,,,,3,"latitude,longitude,primary_1_123"
S,AFR,P,,GLRB,GL,V,TWR,0118300,,V,0,,N,A,,N06135656,W010214739,W0060,00031,Y,,,,,,,,,,00,,,,,ROBERTS,SAFRP GLRBGLVTWR0118300 V0   NA N06135656W010214739W006000031Y                          00        ROBERTS                  ,,,,,,,,,,,,,,,,3,"latitude,longitude,primary_1_123"
S,AFR,P,,GLRB,GL,V,TWR,0648900,,H,0,,N,A,J,N06135656,W010214739,W0060,00031,Y,,,,,,,,,,00,,,,,ROBERTS,SAFRP GLRBGLVTWR0648900 H0   NAJN06135656W010214739W006000031Y                          00        ROBERTS                  ,,,,,,,,,,,,,,,,3,"latitude,longitude,primary_1_123"
S,AFR,P,,HEAR,HE,V,GND,0121900,,V,1,,N,A,,N31042400,E033500900,E0050,00121,N,,,,,,,,,,00,,,,,EL ARISH,SAFRP HEARHEVGND0121900 V1   NA N31042400E033500900E005000121N                          00        EL ARISH                 ,,,SAFRP HEARHEVGND0121900 V2 T  17000R000S                                                                                   ,,,,,,,,,,,,,4,"cont_no_column_26,h24_indicator,primary_1_123,cont#2_1_123"
S,AFR,P,,HEAR,HE,V,TWR,0121000,,V,1,,N,A,,N31042400,E033500900,E0050,00121,N,,,,,,,,,,00,,,,,EL ARISH,SAFRP HEARHEVTWR0121000 V1   NA N31042400E033500900E005000121N                          00        EL ARISH                 ,,,SAFRP HEARHEVTWR0121000 V2 T  17000R000S                                                                                   ,,,,,,,,,,,,,4,"cont_no_column_26,h24_indicator,primary_1_123,cont#2_1_123"
S,AFR,P,,HEAZ,HE,V,GND,0026300,,U,0,M,N,F,,N30053100,E031213500,E0050,00293,Y,,,,,,,,,,00,,,,,ALMAZA,SAFRP HEAZHEVGND0026300 U0  MNF N30053100E031213500E005000293Y                          00        ALMAZA                   ,,,,,,,,,,,,,,,,2,"facility_elevation,primary_1_123"
S,AFR,P,,HEAZ,HE,V,GND,0134100,,V,0,,N,A,,N30053100,E031213500,E0050,00293,Y,,,,,,,,,,00,,,,,ALMAZA,SAFRP HEAZHEVGND0134100 V0   NA N30053100E031213500E005000293Y                          00        ALMAZA                   ,,,,,,,,,,,,,,,,2,"facility_elevation,primary_1_123"
S,AFR,P,,HEAZ,HE,V,TWR,0026300,,U,0,M,N,F,,N30053100,E031213500,E0050,00293,Y,,,,,,,,,,00,,,,,ALMAZA,SAFRP HEAZHEVTWR0026300 U0  MNF N30053100E031213500E005000293Y                          00        ALMAZA                   ,,,,,,,,,,,,,,,,2,"facility_elevation,primary_1_123"
