record_type,area_code,sec,icao,icao_code,sub,localizer_identifier,ils_category,localizer_frequency,runway_identifier,localizer_latitude,localizer_longitude,localizer_bearing,glide_slope_latitude,glide_slope_longitude,localizer_position,localizer_position_reference,glide_slope_position,localizer_width,glide_slope_angle,station_declination,glide_slope_height_lthr,glide_slope_elevation,supporting_facility_id,supporting_facility_icao,supporting_facility_section,supporting_facility_subsection,primary_1_123,cont#2_appl_code,cont#2_appl_label,cont#2_1_123
S,USA,P,KRAL,K2,I,IRAL,1,11090,RW09,N33565946,W117255186,0890,N33571532,W117265820,1105,,0700,0600,300,E0140,41,00761,,,,,SUSAP KRALK2IIRAL1   111090RW09 N33565946W1172551860890N33571532W1172658201105 07000600300E01404100761                     ,S,Simulation application continuation,SUSAP KRALK2IIRAL1   2S    U  N                    10300N                              140                                 
S,USA,P,KRAP,K3,I,IRAP,1,10930,RW32,N44032258,W103040056,3240,N44020712,W103025972,1011,,0877,0413,300,E0080,54,03144,,,,,SUSAP KRAPK3IIRAP1   110930RW32 N44032258W1030400563240N44020712W1030259721011 08770413300E00805403144                     ,S,Simulation application continuation,SUSAP KRAPK3IIRAP1   2S    U  N                    33200N                              140                                 
S,USA,P,KRBD,K4,I,IRBD,1,11075,RW31,N32412508,W096524781,3090,N32403524,W096515589,0846,,0783,0536,300,E0060,45,00656,,,,,SUSAP KRBDK4IIRBD1   111075RW31 N32412508W0965247813090N32403524W0965155890846 07830536300E00604500656                     ,S,Simulation application continuation,SUSAP KRBDK4IIRBD1   2S    U  N                    31500N                              140                                 
S,USA,P,KRBW,K7,I,IRBW,1,11015,RW23,N32544967,W080385120,2290,N32553587,W080380489,0975,,0876,0571,300,W0050,43,00098,,,,,SUSAP KRBWK7IIRBW1   111015RW23 N32544967W0803851202290N32553587W0803804890975 08760571300W00504300098                     ,S,Simulation application continuation,SUSAP KRBWK7IIRBW1   2S    U  U                    22400N                                                                  
S,USA,P,KRCA,K3,I,IELR,1,11150,RW13,N44073969,W103045471,1300,N44091812,W103070669,1779,,1428,0351,300,E0080,50,03252,,,,,SUSAP KRCAK3IIELR1   111150RW13 N44073969W1030454711300N44091812W1030706691779 14280351300E00805003252                     ,S,Simulation application continuation,SUSAP KRCAK3IIELR1   2S    U  N                    13800N                              140                                 
S,USA,P,KRCA,K3,I,IRCA,1,11030,RW31,N44094761,W103073427,3100,N44080327,W103051581,2137,,1026,0351,300,E0080,54,03179,,,,,SUSAP KRCAK3IIRCA1   111030RW31 N44094761W1030734273100N44080327W1030515812137 10260351300E00805403179                     ,S,Simulation application continuation,SUSAP KRCAK3IIRCA1   2S    U  N                    31800N                              140                                 
S,USA,P,KRDD,K2,I,IRDD,1,10870,RW34,N40312304,W122174146,3460,N40301387,W122173640,0995,,0999,0502,300,E0140,52,00492,,,,,SUSAP KRDDK2IIRDD1   110870RW34 N40312304W1221741463460N40301387W1221736400995 09990502300E01405200492                     ,S,Simulation application continuation,SUSAP KRDDK2IIRDD1   2S    U  Y                    36000N                              140                                 
S,USA,P,KRDG,K6,I,IRDG,1,10950,RW36,N40231537,W075574741,0040,N40222376,W075573317,1022,,0849,0532,300,W0120,40,00333,,,,,SUSAP KRDGK6IIRDG1   110950RW36 N40231537W0755747410040N40222376W0755733171022 08490532300W01204000333                     ,S,Simulation application continuation,SUSAP KRDGK6IIRDG1   2S    U  N                    35200N                              140                                 
S,USA,P,KRDG,K6,I,IVXO,1,11055,RW13,N40222664,W075572750,1330,N40225750,W075582721,0322,,1100,0600,300,W0120,45,00327,,,,,SUSAP KRDGK6IIVXO1   111055RW13 N40222664W0755727501330N40225750W0755827210322 11000600300W01204500327                     ,S,Simulation application continuation,SUSAP KRDGK6IIVXO1   2S    U  U                    12100N                              140                                 
S,USA,P,KRDM,K1,I,IRDM,1,10910,RW23,N44145335,W121095438,2260,N44152498,W121082592,1001,,0858,0499,300,E0140,47,03053,,,,,SUSAP KRDMK1IIRDM1   110910RW23 N44145335W1210954382260N44152498W1210825921001 08580499300E01404703053                     ,S,Simulation application continuation,SUSAP KRDMK1IIRDM1   2S    U  N                    24000N                              140                                 
S,USA,P,KRDR,K3,I,IAVA,1,11130,RW18,N47562014,W097240293,1770,N47583099,W097240881,1978,,1070,0300,260,E0030,43,00891,,,,,SUSAP KRDRK3IIAVA1   111130RW18 N47562014W0972402931770N47583099W0972408811978 10700300260E00304300891                     ,S,Simulation application continuation,SUSAP KRDRK3IIAVA1   2S    U  N                    18000N                              140                                 
S,USA,P,KRDR,K3,I,IRDR,1,10990,RW36,N47585608,W097240294,3570,N47565093,W097241042,1473,,1142,0300,260,E0030,42,00901,,,,,SUSAP KRDRK3IIRDR1   110990RW36 N47585608W0972402943570N47565093W0972410421473 11420300260E00304200901                     ,S,Simulation application continuation,SUSAP KRDRK3IIRDR1   2S    U  N                    36000N                              140                                 
S,USA,P,KRDU,K7,I,IDMP,3,11170,RW23R,N35522084,W078481593,2340,N35533247,W078465435,1029,,1161,0364,300,W0090,55,00396,,,,,SUSAP KRDUK7IIDMP3   111170RW23RN35522084W0784815932340N35533247W0784654351029 11610364300W00905500396                     ,S,Simulation application continuation,SUSAP KRDUK7IIDMP3   2S    U  U                    22500N                              140                                 
S,USA,P,KRDU,K7,I,IGKK,1,10910,RW05L,N35534807,W078462819,0540,N35523780,W078480188,1478,,1000,0600,300,W0090,57,00366,,,,,SUSAP KRDUK7IIGKK1   110910RW05LN35534807W0784628190540N35523780W0784801881478 10000600300W00905700366                     ,S,Simulation application continuation,SUSAP KRDUK7IIGKK1   2S    U  N                    04500N                              140                                 
S,USA,P,KRDU,K7,I,ILEI,1,10850,RW23L,N35514561,W078475913,2340,N35523618,W078465221,1012,,1001,0527,300,W0090,56,00430,,,,,SUSAP KRDUK7IILEI1   110850RW23LN35514561W0784759132340N35523618W0784652211012 10010527300W00905600430                     ,S,Simulation application continuation,SUSAP KRDUK7IILEI1   2S    U  N                    22500N                              140                                 
S,USA,P,KRDU,K7,I,IRDU,2,10950,RW05R,N35525211,W078463702,0540,N35515702,W078473817,1021,,1025,0471,300,W0090,56,00400,,,,,SUSAP KRDUK7IIRDU2   110950RW05RN35525211W0784637020540N35515702W0784738171021 10250471300W00905600400                     ,S,Simulation application continuation,SUSAP KRDUK7IIRDU2   2S    U  N                    04500N                              140                                 
S,USA,P,KRFD,K5,I,IRFD,1,10930,RW01,N42123582,W089051691,0080,N42111092,W089052243,1494,,1098,0413,275,W0030,62,00715,,,,,SUSAP KRFDK5IIRFD1   110930RW01 N42123582W0890516910080N42111092W0890522431494 10980413275W00306200715                     ,S,Simulation application continuation,SUSAP KRFDK5IIRFD1   2S    U  Y                    00500N                              140                                 
S,USA,P,KRFD,K5,I,IUDY,3,10955,RW07,N42121024,W089045821,0680,N42112636,W089065450,1050,,1243,0363,300,W0030,60,00726,,,,,SUSAP KRFDK5IIUDY3   110955RW07 N42121024W0890458210680N42112636W0890654501050 12430363300W00306000726                     ,S,Simulation application continuation,SUSAP KRFDK5IIUDY3   2S    U  U                    06500N                              140                                 
S,USA,P,KRGK,K3,I,IRGK,1,11010,RW09,N44351984,W092281734,0910,N44351856,W092292765,1014,,0949,0600,300,E0020,50,00778,,,,,SUSAP KRGKK3IIRGK1   111010RW09 N44351984W0922817340910N44351856W0922927651014 09490600300E00205000778                     ,S,Simulation application continuation,SUSAP KRGKK3IIRGK1   2S    U  U                    09300N                              147                                 
S,USA,P,KRHI,K5,I,IRHI,1,11130,RW09,N45375186,W089265834,0910,N45375308,W089285679,2688,,1077,0423,300,W0030,52,01618,,,,,SUSAP KRHIK5IIRHI1   111130RW09 N45375186W0892658340910N45375308W0892856792688 10770423300W00305201618                     ,S,Simulation application continuation,SUSAP KRHIK5IIRHI1   2S    U  U                    08800N                              140                                 
S,USA,P,KRIC,K6,I,IBNE,3,11070,RW34,N37310864,W077193188,3370,N37295188,W077183703,1050,,1130,0398,300,W0100,54,00156,,,,,SUSAP KRICK6IIBNE3   111070RW34 N37310864W0771931883370N37295188W0771837031050 11300398300W01005400156                     ,S,Simulation application continuation,SUSAP KRICK6IIBNE3   2S    U  U                    32700N                              140                                 
S,USA,P,KRIC,K6,I,IEZD,1,11090,RW02,N37311100,W077192421,0230,N37300441,W077193912,1199,,0977,0513,300,W0100,50,00152,,,,,SUSAP KRICK6IIEZD1   111090RW02 N37311100W0771924210230N37300441W0771939121199 09770513300W01005000152                     ,S,Simulation application continuation,SUSAP KRICK6IIEZD1   2S    U  N                    01300N                              140                                 
S,USA,P,KRIC,K6,I,IRGJ,1,11070,RW16,N37293615,W077181781,1570,N37305337,W077191347,1045,,1050,0399,300,W0100,54,00165,,,,,SUSAP KRICK6IIRGJ1   111070RW16 N37293615W0771817811570N37305337W0771913471045 10500399300W01005400165                     ,S,Simulation application continuation,SUSAP KRICK6IIRGJ1   2S    U  N                    14700N                              140                                 
S,USA,P,KRIL,K2,I,IRIL,1,11090,RW26,N39313458,W107443825,2580,N39314049,W107430968,1008,,1052,0527,350,E0100,56,05522,,,,,SUSAP KRILK2IIRIL1   111090RW26 N39313458W1074438252580N39314049W1074309681008 10520527350E01005605522                     ,S,Simulation application continuation,SUSAP KRILK2IIRIL1   2S    U  N                    26800N                              140                                 
S,USA,P,KRIV,K2,I,IRIV,1,11010,RW32,N33540652,W117162808,3150,N33515877,W117150272,2275,,0800,0300,300,E0140,59,01484,,,,,SUSAP KRIVK2IIRIV1   111010RW32 N33540652W1171628083150N33515877W1171502722275 08000300300E01405901484                     ,S,Simulation application continuation,SUSAP KRIVK2IIRIV1   2S    U  N                    32900N                              140                                 
S,USA,P,KRIW,K1,I,IRIW,1,11050,RW28,N43041451,W108283357,2840,N43034357,W108264873,1010,,0829,0000,300,E0100,50,05449,,,,,SUSAP KRIWK1IIRIW1   111050RW28 N43041451W1082833572840N43034357W1082648731010 08290000300E01005005449                     ,S,Simulation application continuation,SUSAP KRIWK1IIRIW1   2S    U  N                    29400N                              140                                 
S,USA,P,KRKD,K6,I,IRMZ,1,11170,RW13,N44032154,W069051785,1290,N44033538,W069061954,0645,,0944,0600,300,W0180,51,00043,,,,,SUSAP KRKDK6IIRMZ1   111170RW13 N44032154W0690517851290N44033538W0690619540645 09440600300W01805100043                     ,S,Simulation application continuation,SUSAP KRKDK6IIRMZ1   2S    U  N                    11100N                              140                                 
S,USA,P,KRKS,K1,I,IRKS,1,10930,RW27,N41355399,W109050942,2700,N41352911,W109030318,1046,,1131,0363,300,E0130,53,06754,,,,,SUSAP KRKSK1IIRKS1   110930RW27 N41355399W1090509422700N41352911W1090303181046 11310363300E01305306754                     ,S,Simulation application continuation,SUSAP KRKSK1IIRKS1   2S    U  N                    28300N                              140                                 
S,USA,P,KRLD,K1,I,IRLD,0,11050,RW19,N46175638,W119183282,1890,,,0391,,,0600,,E0170,,,,,,,SUSAP KRLDK1IIRLD0   111050RW19 N46175638W1191832821890                   0391     0600   E0170                            ,S,Simulation application continuation,SUSAP KRLDK1IIRLD0   2S    U  U                    20600N                                                                  
S,USA,P,KRME,K6,I,IRME,1,11010,RW33,N43145267,W075253738,3270,N43132615,W075234286,1515,,1150,0300,300,W0130,56,00486,,,,,SUSAP KRMEK6IIRME1   111010RW33 N43145267W0752537383270N43132615W0752342861515 11500300300W01305600486                     ,S,Simulation application continuation,SUSAP KRMEK6IIRME1   2S    U  N                    31400N                              140                                 
S,USA,P,KRMG,K7,I,IHBQ,1,11115,RW01,N34215299,W085092577,0070,N34204254,W085092894,1201,,0901,0498,300,W0020,49,00628,,,,,SUSAP KRMGK7IIHBQ1   111115RW01 N34215299W0850925770070N34204254W0850928941201 09010498300W00204900628                     ,S,Simulation application continuation,SUSAP KRMGK7IIHBQ1   2S    U  U                    00500N                              140                                 
S,USA,P,KRMN,K6,I,IRMN,1,10875,RW33,N38242687,W077275675,3290,N38233761,W077270938,1011,,0775,0600,300,W0100,46,00174,,,,,SUSAP KRMNK6IIRMN1   110875RW33 N38242687W0772756753290N38233761W0772709381011 07750600300W01004600174                     ,S,Simulation application continuation,SUSAP KRMNK6IIRMN1   2S    U  N                    31900N                              140                                 
S,USA,P,KRND,K4,I,IRND,1,10930,RW33R,N29324354,W098163980,3250,N29313351,W098154645,1123,,0993,0424,300,E0050,53,00724,,,,,SUSAP KRNDK4IIRND1   110930RW33RN29324354W0981639803250N29313351W0981546451123 09930424300E00505300724                     ,S,Simulation application continuation,SUSAP KRNDK4IIRND1   2S    U  N                    33000Y                              140                                 
S,USA,P,KRND,K4,I,ITRT,1,10990,RW15L,N29311243,W098153974,1450,N29322859,W098162341,1150,,0909,0422,300,E0050,41,00735,,,,,SUSAP KRNDK4IITRT1   110990RW15LN29311243W0981539741450N29322859W0981623411150 09090422300E00504100735                     ,S,Simulation application continuation,SUSAP KRNDK4IITRT1   2S    U  N                    15000Y                              140                                 
S,USA,P,KRND,K4,I,IUNY,1,11130,RW15R,N29304435,W098164186,1450,N29315514,W098173506,1152,,0959,0421,300,E0050,47,00757,,,,,SUSAP KRNDK4IIUNY1   111130RW15RN29304435W0981641861450N29315514W0981735061152 09590421300E00504700757                     ,S,Simulation application continuation,SUSAP KRNDK4IIUNY1   2S    U  N                    15000Y                              140                                 
S,USA,P,KRND,K4,I,IVQE,1,11110,RW33L,N29321699,W098174295,3250,N29305874,W098165789,1301,,0825,0415,300,E0050,48,00732,,,,,SUSAP KRNDK4IIVQE1   111110RW33LN29321699W0981742953250N29305874W0981657891301 08250415300E00504800732                     ,S,Simulation application continuation,SUSAP KRNDK4IIVQE1   2S    U  N                    33000Y                              140                                 
